customer_id,num_failed_logins,num_fraud_attempts,encryption_type,biometric_auth,two_factor_auth,recent_security_update,firewall_enabled
2389,8,0,4G,Enabled,TRUE,TRUE,Yes
2390,2,2,WiFi,Enabled,FALSE,FALSE,No
2391,3,1,4G,Enabled,FALSE,FALSE,No
2392,6,2,5G,Disabled,FALSE,TRUE,Yes
2393,0,4,5G,Enabled,FALSE,TRUE,No
2394,3,1,4G,Enabled,TRUE,FALSE,No
2395,7,1,3G,Enabled,TRUE,FALSE,No
2396,2,2,4G,Disabled,FALSE,TRUE,No
2397,9,0,4G,Enabled,FALSE,TRUE,No
2398,9,1,WiFi,Enabled,TRUE,TRUE,No
2399,0,0,3G,Enabled,FALSE,TRUE,Yes
2400,4,2,4G,Disabled,TRUE,TRUE,No
2401,4,0,3G,Enabled,FALSE,FALSE,Yes
2402,5,3,4G,Disabled,FALSE,TRUE,Yes
2403,9,4,4G,Disabled,TRUE,TRUE,Yes
2404,2,0,4G,Disabled,FALSE,FALSE,No
2405,8,1,5G,Disabled,FALSE,FALSE,Yes
2406,3,0,3G,Disabled,TRUE,TRUE,Yes
2407,6,2,WiFi,Disabled,FALSE,FALSE,Yes
2408,5,2,4G,Disabled,FALSE,TRUE,No
2409,1,2,5G,Enabled,FALSE,TRUE,Yes
2410,8,3,5G,Enabled,FALSE,TRUE,Yes
2411,6,2,5G,Enabled,TRUE,TRUE,No
2412,9,0,4G,Disabled,FALSE,TRUE,Yes
2413,0,3,5G,Disabled,TRUE,TRUE,No
2414,5,4,5G,Enabled,FALSE,TRUE,No
2415,3,1,4G,Enabled,TRUE,FALSE,No
2416,2,4,4G,Disabled,FALSE,TRUE,Yes
2417,6,3,5G,Disabled,FALSE,FALSE,No
2418,2,1,4G,Disabled,FALSE,FALSE,Yes
2419,4,0,4G,Enabled,FALSE,TRUE,No
2420,0,2,5G,Enabled,FALSE,TRUE,No
2421,2,3,4G,Enabled,FALSE,TRUE,Yes
2422,2,4,5G,Enabled,FALSE,TRUE,No
2423,3,4,3G,Disabled,FALSE,TRUE,No
2424,6,3,WiFi,Disabled,TRUE,TRUE,Yes
2425,7,4,4G,Disabled,FALSE,FALSE,No
2426,9,1,5G,Enabled,TRUE,FALSE,Yes
2427,5,4,5G,Disabled,TRUE,TRUE,No
2428,9,1,5G,Disabled,FALSE,TRUE,Yes
2429,5,4,3G,Enabled,TRUE,TRUE,No
2430,4,3,4G,Enabled,FALSE,TRUE,Yes
2431,5,1,WiFi,Disabled,FALSE,FALSE,Yes
2432,8,3,WiFi,Enabled,FALSE,TRUE,No
2433,9,2,3G,Disabled,TRUE,TRUE,Yes
2434,3,0,WiFi,Enabled,FALSE,FALSE,No
2435,2,2,3G,Enabled,FALSE,TRUE,Yes
2436,9,2,4G,Enabled,FALSE,TRUE,No
2437,6,0,5G,Enabled,TRUE,TRUE,Yes
2438,5,1,4G,Disabled,TRUE,TRUE,No
2439,8,1,3G,Enabled,TRUE,TRUE,No
2440,6,3,5G,Enabled,TRUE,FALSE,Yes
2441,3,1,4G,Disabled,TRUE,TRUE,Yes
2442,9,2,3G,Enabled,FALSE,FALSE,Yes
2443,3,3,WiFi,Disabled,FALSE,TRUE,Yes
2444,4,3,WiFi,Disabled,FALSE,FALSE,No
2445,8,2,WiFi,Enabled,FALSE,TRUE,Yes
2446,4,2,5G,Enabled,TRUE,TRUE,No
2447,1,2,5G,Enabled,TRUE,TRUE,Yes
2448,7,2,5G,Disabled,TRUE,TRUE,No
2449,2,1,4G,Disabled,FALSE,TRUE,Yes
2450,3,3,3G,Disabled,FALSE,TRUE,Yes
2451,3,0,3G,Enabled,FALSE,TRUE,Yes
2452,4,1,4G,Disabled,FALSE,TRUE,No
2453,3,2,3G,Disabled,FALSE,TRUE,No
2454,3,3,5G,Enabled,TRUE,TRUE,Yes
2455,6,1,3G,Enabled,FALSE,TRUE,No
2456,6,4,WiFi,Enabled,FALSE,TRUE,No
2457,5,0,5G,Disabled,FALSE,TRUE,No
2458,7,4,5G,Enabled,TRUE,TRUE,Yes
2459,3,3,4G,Disabled,TRUE,TRUE,Yes
2460,1,1,3G,Enabled,FALSE,TRUE,No
2461,7,2,3G,Enabled,FALSE,FALSE,No
2462,0,1,4G,Disabled,TRUE,FALSE,Yes
2463,4,2,3G,Disabled,FALSE,TRUE,Yes
2464,8,2,4G,Disabled,TRUE,TRUE,Yes
2465,1,3,4G,Enabled,TRUE,FALSE,No
2466,1,2,3G,Disabled,TRUE,FALSE,No
2467,7,2,WiFi,Disabled,TRUE,TRUE,No
2468,0,3,3G,Disabled,FALSE,TRUE,No
2469,0,2,4G,Disabled,FALSE,TRUE,Yes
2470,8,1,WiFi,Enabled,TRUE,TRUE,No
2471,6,2,WiFi,Disabled,FALSE,FALSE,Yes
2472,5,3,5G,Enabled,FALSE,TRUE,Yes
2473,7,4,5G,Enabled,FALSE,TRUE,Yes
2474,9,1,5G,Disabled,TRUE,FALSE,Yes
2475,7,0,5G,Disabled,FALSE,FALSE,No
2476,6,0,3G,Enabled,FALSE,TRUE,Yes
2477,0,4,4G,Disabled,TRUE,TRUE,No
2478,8,0,3G,Enabled,FALSE,TRUE,No
2479,7,1,5G,Disabled,FALSE,TRUE,No
2480,8,1,3G,Disabled,FALSE,TRUE,Yes
2481,2,3,3G,Enabled,FALSE,TRUE,No
2482,7,2,5G,Disabled,FALSE,TRUE,Yes
2483,1,0,3G,Disabled,TRUE,FALSE,Yes
2484,7,0,3G,Enabled,FALSE,FALSE,No
2485,5,0,5G,Enabled,FALSE,TRUE,No
2486,7,4,3G,Enabled,FALSE,FALSE,Yes
2487,1,1,3G,Enabled,TRUE,FALSE,No
2488,4,4,5G,Disabled,TRUE,FALSE,No
2489,8,3,WiFi,Disabled,FALSE,TRUE,No
2490,5,0,5G,Disabled,FALSE,FALSE,No
2491,6,0,4G,Enabled,FALSE,TRUE,Yes
2492,3,1,4G,Disabled,TRUE,FALSE,Yes
2493,9,3,4G,Disabled,FALSE,TRUE,No
2494,3,2,5G,Disabled,FALSE,FALSE,Yes
2495,0,4,5G,Disabled,FALSE,TRUE,Yes
2496,1,4,WiFi,Enabled,TRUE,FALSE,No
2497,9,0,4G,Enabled,TRUE,TRUE,Yes
2498,0,1,4G,Disabled,FALSE,TRUE,No
2499,0,3,WiFi,Disabled,TRUE,TRUE,No
2500,7,2,5G,Enabled,FALSE,TRUE,Yes
2501,8,3,3G,Enabled,FALSE,TRUE,Yes
2502,4,0,5G,Enabled,FALSE,FALSE,No
2503,8,4,WiFi,Disabled,FALSE,FALSE,No
2504,4,0,4G,Enabled,FALSE,TRUE,No
2505,4,3,4G,Disabled,TRUE,FALSE,No
2506,7,1,3G,Enabled,FALSE,TRUE,No
2507,5,1,WiFi,Disabled,FALSE,TRUE,No
2508,7,1,5G,Disabled,FALSE,TRUE,No
2509,3,4,3G,Enabled,FALSE,FALSE,No
2510,6,4,5G,Enabled,FALSE,TRUE,No
2511,8,4,4G,Enabled,FALSE,TRUE,Yes
2512,6,2,3G,Enabled,FALSE,TRUE,Yes
2513,5,1,5G,Disabled,FALSE,TRUE,Yes
2514,9,2,4G,Enabled,FALSE,TRUE,No
2515,1,2,5G,Disabled,TRUE,TRUE,No
2516,8,2,4G,Disabled,TRUE,TRUE,Yes
2517,3,2,3G,Disabled,TRUE,FALSE,Yes
2518,9,0,WiFi,Disabled,TRUE,TRUE,No
2519,8,0,WiFi,Disabled,TRUE,FALSE,Yes
2520,5,0,WiFi,Enabled,TRUE,TRUE,No
2521,6,3,4G,Enabled,FALSE,TRUE,No
2522,0,2,WiFi,Enabled,FALSE,TRUE,No
2523,2,0,4G,Enabled,FALSE,TRUE,Yes
2524,7,1,WiFi,Disabled,TRUE,FALSE,Yes
2525,9,0,5G,Enabled,FALSE,TRUE,Yes
2526,1,0,5G,Enabled,FALSE,FALSE,No
2527,0,0,3G,Enabled,FALSE,FALSE,Yes
2528,1,3,5G,Disabled,TRUE,TRUE,Yes
2529,7,1,WiFi,Disabled,TRUE,TRUE,Yes
2530,6,4,4G,Enabled,FALSE,TRUE,Yes
2531,4,3,WiFi,Disabled,FALSE,TRUE,Yes
2532,4,3,3G,Disabled,FALSE,FALSE,Yes
2533,0,3,3G,Enabled,FALSE,TRUE,No
2534,5,2,WiFi,Disabled,TRUE,TRUE,Yes
2535,4,2,3G,Disabled,TRUE,TRUE,No
2536,8,3,4G,Enabled,FALSE,TRUE,No
2537,8,0,WiFi,Disabled,FALSE,FALSE,Yes
2538,1,4,4G,Disabled,FALSE,FALSE,No
2539,6,0,3G,Disabled,FALSE,FALSE,No
2540,8,3,5G,Disabled,TRUE,TRUE,Yes
2541,9,3,4G,Disabled,TRUE,TRUE,Yes
2542,4,4,5G,Disabled,FALSE,FALSE,Yes
2543,8,0,4G,Enabled,FALSE,TRUE,No
2544,7,3,4G,Disabled,FALSE,TRUE,No
2545,7,0,3G,Enabled,FALSE,TRUE,No
2546,4,4,3G,Enabled,FALSE,FALSE,Yes
2547,8,4,WiFi,Disabled,TRUE,FALSE,No
2548,7,0,5G,Disabled,TRUE,TRUE,No
2549,7,0,5G,Disabled,FALSE,FALSE,Yes
2550,6,4,5G,Disabled,TRUE,TRUE,Yes
2551,4,1,WiFi,Disabled,TRUE,TRUE,Yes
2552,0,0,5G,Disabled,FALSE,TRUE,Yes
2553,6,2,5G,Disabled,FALSE,TRUE,Yes
2554,6,4,3G,Enabled,FALSE,TRUE,No
2555,2,0,3G,Enabled,FALSE,TRUE,No
2556,2,4,3G,Disabled,FALSE,FALSE,Yes
2557,5,0,5G,Disabled,TRUE,FALSE,No
2558,7,4,4G,Enabled,FALSE,TRUE,No
2559,2,1,4G,Enabled,FALSE,TRUE,No
2560,0,0,3G,Enabled,TRUE,TRUE,No
2561,1,2,WiFi,Enabled,FALSE,TRUE,Yes
2562,2,4,WiFi,Disabled,TRUE,TRUE,Yes
2563,8,2,WiFi,Disabled,FALSE,TRUE,No
2564,6,1,WiFi,Disabled,FALSE,TRUE,Yes
2565,9,0,WiFi,Disabled,FALSE,TRUE,No
2566,9,2,3G,Disabled,FALSE,FALSE,No
2567,9,0,4G,Enabled,FALSE,TRUE,Yes
2568,7,2,WiFi,Enabled,FALSE,TRUE,Yes
2569,2,4,4G,Disabled,TRUE,TRUE,Yes
2570,4,3,5G,Enabled,TRUE,FALSE,No
2571,6,4,WiFi,Disabled,TRUE,FALSE,No
2572,5,2,WiFi,Enabled,FALSE,TRUE,No
2573,2,1,WiFi,Disabled,FALSE,TRUE,No
2574,9,0,4G,Disabled,FALSE,FALSE,No
2575,5,1,WiFi,Disabled,TRUE,FALSE,No
2576,4,2,5G,Disabled,TRUE,TRUE,No
2577,8,0,3G,Enabled,FALSE,TRUE,No
2578,2,1,4G,Enabled,FALSE,TRUE,Yes
2579,3,0,3G,Enabled,FALSE,TRUE,No
2580,7,3,3G,Disabled,TRUE,TRUE,No
2581,0,0,4G,Disabled,FALSE,FALSE,Yes
2582,6,4,3G,Disabled,TRUE,FALSE,Yes
2583,1,4,WiFi,Enabled,TRUE,TRUE,No
2584,2,2,4G,Disabled,FALSE,FALSE,No
2585,0,1,WiFi,Enabled,TRUE,FALSE,Yes
2586,6,2,4G,Disabled,FALSE,TRUE,Yes
2587,4,4,3G,Enabled,FALSE,FALSE,No
2588,7,1,WiFi,Enabled,FALSE,FALSE,No
2589,9,4,3G,Disabled,TRUE,TRUE,No
2590,8,3,4G,Enabled,TRUE,TRUE,Yes
2591,8,3,5G,Enabled,TRUE,FALSE,No
2592,7,4,5G,Enabled,TRUE,TRUE,No
2593,8,0,4G,Disabled,FALSE,TRUE,No
2594,7,3,4G,Disabled,FALSE,TRUE,Yes
2595,6,0,WiFi,Enabled,TRUE,FALSE,Yes
2596,6,3,3G,Disabled,FALSE,FALSE,Yes
2597,6,0,3G,Enabled,FALSE,TRUE,Yes
2598,5,2,4G,Enabled,TRUE,TRUE,No
2599,6,1,3G,Disabled,TRUE,TRUE,Yes
2600,0,4,5G,Disabled,FALSE,TRUE,Yes
2601,4,3,3G,Disabled,FALSE,TRUE,No
2602,8,3,WiFi,Disabled,FALSE,TRUE,Yes
2603,2,4,5G,Enabled,FALSE,FALSE,Yes
2604,2,4,5G,Enabled,FALSE,TRUE,No
2605,5,3,3G,Enabled,FALSE,TRUE,Yes
2606,2,4,4G,Disabled,FALSE,FALSE,No
2607,0,2,3G,Enabled,TRUE,FALSE,Yes
2608,1,4,5G,Disabled,FALSE,FALSE,Yes
2609,7,2,5G,Enabled,FALSE,TRUE,No
2610,9,2,WiFi,Enabled,TRUE,FALSE,Yes
2611,6,0,3G,Disabled,FALSE,TRUE,Yes
2612,0,3,WiFi,Disabled,TRUE,FALSE,No
2613,6,0,4G,Enabled,FALSE,FALSE,No
2614,4,2,4G,Enabled,FALSE,TRUE,No
2615,5,0,4G,Enabled,TRUE,TRUE,No
2616,2,2,WiFi,Enabled,FALSE,FALSE,No
2617,6,1,WiFi,Disabled,FALSE,FALSE,Yes
2618,1,1,5G,Enabled,FALSE,TRUE,No
2619,3,1,5G,Enabled,TRUE,FALSE,Yes
2620,6,4,4G,Enabled,FALSE,TRUE,No
2621,8,0,4G,Enabled,FALSE,TRUE,No
2622,4,3,4G,Enabled,TRUE,TRUE,Yes
2623,5,0,5G,Disabled,FALSE,FALSE,Yes
2624,7,3,4G,Enabled,FALSE,FALSE,Yes
2625,8,3,3G,Disabled,TRUE,TRUE,Yes
2626,1,1,5G,Enabled,TRUE,FALSE,No
2627,6,1,WiFi,Disabled,TRUE,TRUE,No
2628,0,1,5G,Enabled,FALSE,FALSE,Yes
2629,6,1,4G,Enabled,FALSE,FALSE,No
2630,0,2,WiFi,Disabled,FALSE,TRUE,No
2631,0,1,4G,Disabled,TRUE,FALSE,Yes
2632,1,4,5G,Disabled,TRUE,TRUE,Yes
2633,1,0,WiFi,Enabled,TRUE,TRUE,No
2634,4,3,WiFi,Enabled,FALSE,TRUE,Yes
2635,8,4,3G,Disabled,FALSE,TRUE,No
2636,2,3,5G,Enabled,FALSE,TRUE,No
2637,2,2,3G,Disabled,FALSE,TRUE,Yes
2638,2,2,4G,Enabled,FALSE,TRUE,No
2639,7,3,3G,Disabled,TRUE,TRUE,No
2640,3,0,3G,Disabled,FALSE,FALSE,Yes
2641,1,0,WiFi,Enabled,FALSE,TRUE,No
2642,2,0,WiFi,Enabled,FALSE,TRUE,No
2643,9,3,5G,Enabled,FALSE,TRUE,No
2644,4,1,4G,Enabled,FALSE,FALSE,Yes
2645,0,3,4G,Enabled,FALSE,TRUE,No
2646,4,3,3G,Enabled,TRUE,FALSE,No
2647,1,1,WiFi,Enabled,FALSE,FALSE,No
2648,6,2,WiFi,Disabled,FALSE,TRUE,Yes
2649,9,0,WiFi,Enabled,FALSE,FALSE,No
2650,4,0,4G,Disabled,TRUE,TRUE,No
2651,1,3,3G,Disabled,TRUE,TRUE,Yes
2652,9,2,WiFi,Enabled,TRUE,TRUE,No
2653,5,0,3G,Disabled,FALSE,FALSE,No
2654,5,2,4G,Disabled,FALSE,TRUE,No
2655,8,1,3G,Enabled,FALSE,TRUE,Yes
2656,2,0,5G,Disabled,TRUE,TRUE,Yes
2657,3,3,5G,Disabled,FALSE,TRUE,Yes
2658,4,3,WiFi,Enabled,TRUE,TRUE,No
2659,8,4,5G,Enabled,TRUE,TRUE,Yes
2660,8,4,WiFi,Enabled,FALSE,TRUE,Yes
2661,2,0,4G,Enabled,TRUE,TRUE,No
2662,6,4,5G,Disabled,FALSE,FALSE,No
2663,7,0,WiFi,Enabled,FALSE,FALSE,No
2664,0,1,WiFi,Enabled,FALSE,TRUE,Yes
2665,9,2,3G,Enabled,FALSE,FALSE,No
2666,4,2,3G,Disabled,FALSE,TRUE,Yes
2667,7,1,WiFi,Disabled,FALSE,FALSE,No
2668,5,2,4G,Enabled,FALSE,TRUE,No
2669,4,1,5G,Disabled,FALSE,TRUE,No
2670,4,4,5G,Disabled,FALSE,FALSE,No
2671,1,1,WiFi,Enabled,TRUE,TRUE,Yes
2672,5,0,WiFi,Disabled,TRUE,TRUE,No
2673,6,3,4G,Enabled,FALSE,TRUE,No
2674,7,0,5G,Enabled,TRUE,TRUE,Yes
2675,8,4,4G,Enabled,FALSE,FALSE,No
2676,3,1,5G,Disabled,TRUE,TRUE,Yes
2677,3,2,3G,Disabled,FALSE,TRUE,No
2678,3,0,5G,Enabled,TRUE,TRUE,Yes
2679,3,3,5G,Disabled,TRUE,TRUE,No
2680,3,1,WiFi,Disabled,FALSE,TRUE,No
2681,6,0,3G,Disabled,FALSE,FALSE,Yes
2682,8,4,3G,Enabled,TRUE,FALSE,No
2683,9,3,4G,Enabled,TRUE,TRUE,No
2684,6,3,WiFi,Disabled,FALSE,TRUE,No
2685,4,3,WiFi,Disabled,TRUE,TRUE,No
2686,4,4,5G,Disabled,TRUE,FALSE,No
2687,4,3,3G,Disabled,FALSE,TRUE,No
2688,0,3,WiFi,Disabled,FALSE,TRUE,Yes
2689,9,2,5G,Disabled,FALSE,TRUE,Yes
2690,7,0,3G,Disabled,FALSE,FALSE,No
2691,7,3,3G,Enabled,TRUE,TRUE,No
2692,9,1,4G,Enabled,FALSE,TRUE,Yes
2693,7,2,WiFi,Enabled,FALSE,TRUE,Yes
2694,3,2,3G,Disabled,FALSE,FALSE,Yes
2695,7,2,3G,Disabled,TRUE,FALSE,Yes
2696,6,3,WiFi,Disabled,FALSE,FALSE,Yes
2697,0,2,WiFi,Enabled,TRUE,TRUE,Yes
2698,7,0,4G,Enabled,FALSE,TRUE,Yes
2699,7,3,5G,Disabled,FALSE,TRUE,Yes
2700,6,3,3G,Enabled,TRUE,TRUE,No
2701,9,3,5G,Disabled,TRUE,TRUE,Yes
2702,0,0,3G,Disabled,FALSE,FALSE,Yes
2703,7,2,5G,Enabled,FALSE,FALSE,No
2704,2,0,5G,Enabled,FALSE,TRUE,No
2705,0,1,5G,Disabled,FALSE,TRUE,Yes
2706,6,2,3G,Enabled,FALSE,FALSE,Yes
2707,6,3,4G,Disabled,TRUE,TRUE,No
2708,0,3,WiFi,Disabled,FALSE,TRUE,No
2709,9,1,3G,Enabled,FALSE,TRUE,No
2710,2,0,3G,Disabled,FALSE,FALSE,Yes
2711,4,4,4G,Enabled,FALSE,TRUE,Yes
2712,0,0,WiFi,Disabled,TRUE,TRUE,No
2713,0,2,3G,Disabled,FALSE,FALSE,Yes
2714,2,4,3G,Disabled,FALSE,TRUE,No
2715,8,0,4G,Disabled,FALSE,FALSE,Yes
2716,3,0,4G,Disabled,FALSE,TRUE,No
2717,7,1,5G,Disabled,TRUE,TRUE,No
2718,6,3,3G,Enabled,TRUE,FALSE,No
2719,0,1,5G,Enabled,TRUE,FALSE,Yes
2720,5,4,5G,Disabled,TRUE,FALSE,No
2721,1,4,5G,Disabled,TRUE,TRUE,Yes
2722,1,3,WiFi,Disabled,FALSE,TRUE,No
2723,2,3,WiFi,Enabled,TRUE,FALSE,No
2724,2,1,WiFi,Enabled,FALSE,TRUE,Yes
2725,8,2,3G,Enabled,TRUE,TRUE,No
2726,1,2,3G,Disabled,FALSE,TRUE,Yes
2727,6,2,3G,Disabled,TRUE,TRUE,Yes
2728,0,2,3G,Disabled,FALSE,TRUE,Yes
2729,7,3,4G,Enabled,FALSE,TRUE,Yes
2730,5,3,4G,Disabled,FALSE,TRUE,No
2731,0,0,3G,Disabled,TRUE,FALSE,No
2732,3,4,3G,Enabled,TRUE,FALSE,Yes
2733,0,2,3G,Enabled,TRUE,TRUE,Yes
2734,4,4,4G,Disabled,FALSE,TRUE,No
2735,5,4,4G,Disabled,TRUE,TRUE,Yes
2736,4,0,WiFi,Disabled,TRUE,FALSE,Yes
2737,8,0,4G,Enabled,FALSE,FALSE,Yes
2738,3,3,3G,Disabled,FALSE,FALSE,No
2739,3,4,WiFi,Disabled,FALSE,FALSE,Yes
2740,9,1,WiFi,Enabled,TRUE,TRUE,No
2741,8,1,4G,Disabled,FALSE,TRUE,No
2742,5,0,3G,Disabled,FALSE,FALSE,No
2743,6,4,3G,Disabled,FALSE,TRUE,Yes
2744,6,1,4G,Enabled,FALSE,FALSE,No
2745,4,2,WiFi,Enabled,FALSE,FALSE,No
2746,7,3,WiFi,Enabled,FALSE,FALSE,Yes
2747,2,0,5G,Disabled,TRUE,TRUE,Yes
2748,4,0,3G,Disabled,TRUE,TRUE,No
2749,9,0,5G,Disabled,TRUE,FALSE,Yes
2750,0,3,3G,Disabled,FALSE,TRUE,No
2751,1,4,5G,Disabled,FALSE,TRUE,Yes
2752,6,4,4G,Disabled,TRUE,TRUE,No
2753,8,0,4G,Disabled,FALSE,TRUE,Yes
2754,0,1,5G,Disabled,TRUE,TRUE,No
2755,5,2,5G,Disabled,FALSE,TRUE,No
2756,2,2,5G,Disabled,TRUE,FALSE,No
2757,1,3,3G,Enabled,FALSE,TRUE,Yes
2758,0,1,5G,Enabled,FALSE,TRUE,No
2759,4,2,5G,Enabled,FALSE,TRUE,Yes
2760,7,2,WiFi,Disabled,FALSE,FALSE,No
2761,1,2,3G,Enabled,FALSE,FALSE,Yes
2762,4,1,3G,Enabled,TRUE,TRUE,No
2763,6,0,5G,Enabled,FALSE,TRUE,Yes
2764,8,1,3G,Disabled,FALSE,TRUE,No
2765,4,4,3G,Enabled,FALSE,TRUE,Yes
2766,9,4,3G,Disabled,TRUE,TRUE,Yes
2767,8,1,4G,Disabled,FALSE,TRUE,Yes
2768,2,3,3G,Enabled,FALSE,TRUE,No
2769,0,2,3G,Enabled,TRUE,TRUE,Yes
2770,8,1,4G,Disabled,FALSE,TRUE,No
2771,3,0,WiFi,Disabled,TRUE,FALSE,Yes
2772,9,2,5G,Disabled,TRUE,TRUE,Yes
2773,6,1,5G,Disabled,TRUE,TRUE,No
2774,9,4,3G,Disabled,TRUE,TRUE,No
2775,9,2,5G,Disabled,TRUE,TRUE,No
2776,7,0,WiFi,Disabled,FALSE,TRUE,Yes
2777,7,3,5G,Disabled,FALSE,TRUE,No
2778,6,0,5G,Enabled,TRUE,TRUE,Yes
2779,3,4,WiFi,Enabled,TRUE,TRUE,No
2780,2,1,3G,Enabled,TRUE,TRUE,No
2781,1,1,5G,Enabled,FALSE,TRUE,No
2782,8,3,WiFi,Disabled,TRUE,TRUE,Yes
2783,1,4,5G,Enabled,FALSE,TRUE,Yes
2784,9,3,WiFi,Enabled,FALSE,FALSE,Yes
2785,8,0,3G,Enabled,FALSE,TRUE,No
2786,8,4,WiFi,Enabled,TRUE,FALSE,No
2787,2,2,WiFi,Enabled,TRUE,TRUE,No
2788,7,4,4G,Enabled,FALSE,FALSE,No
2789,7,2,3G,Disabled,FALSE,TRUE,Yes
2790,0,3,5G,Disabled,TRUE,FALSE,Yes
2791,9,0,4G,Disabled,TRUE,FALSE,No
2792,8,4,5G,Enabled,FALSE,TRUE,No
2793,7,3,5G,Enabled,FALSE,TRUE,Yes
2794,0,0,5G,Enabled,FALSE,FALSE,No
2795,0,0,4G,Disabled,FALSE,TRUE,No
2796,2,1,5G,Disabled,FALSE,TRUE,Yes
2797,4,0,3G,Enabled,TRUE,TRUE,Yes
2798,6,0,5G,Enabled,TRUE,FALSE,No
2799,7,1,3G,Enabled,TRUE,TRUE,No
2800,2,1,WiFi,Enabled,TRUE,TRUE,No
2801,2,3,WiFi,Disabled,FALSE,TRUE,Yes
2802,0,0,3G,Enabled,FALSE,TRUE,Yes
2803,0,3,WiFi,Disabled,FALSE,FALSE,No
2804,5,2,4G,Disabled,TRUE,TRUE,Yes
2805,0,4,4G,Enabled,TRUE,FALSE,Yes
2806,4,1,5G,Enabled,FALSE,TRUE,No
2807,5,0,4G,Enabled,FALSE,TRUE,Yes
2808,1,0,WiFi,Disabled,TRUE,TRUE,Yes
2809,9,2,4G,Enabled,FALSE,TRUE,No
2810,0,1,5G,Disabled,TRUE,FALSE,No
2811,5,1,WiFi,Disabled,FALSE,TRUE,Yes
2812,1,3,5G,Disabled,TRUE,FALSE,No
2813,2,1,WiFi,Enabled,TRUE,FALSE,No
2814,0,0,4G,Disabled,FALSE,TRUE,Yes
2815,5,4,3G,Enabled,FALSE,TRUE,Yes
2816,2,3,3G,Disabled,FALSE,FALSE,Yes
2817,8,3,3G,Enabled,FALSE,FALSE,Yes
2818,7,3,WiFi,Disabled,FALSE,FALSE,Yes
2819,2,1,3G,Enabled,FALSE,TRUE,No
2820,5,2,5G,Disabled,TRUE,TRUE,Yes
2821,1,2,4G,Enabled,TRUE,TRUE,No
2822,0,0,4G,Enabled,FALSE,FALSE,Yes
2823,4,4,WiFi,Disabled,FALSE,TRUE,No
2824,8,3,5G,Disabled,TRUE,FALSE,No
2825,6,4,3G,Disabled,FALSE,TRUE,Yes
2826,0,1,4G,Disabled,FALSE,TRUE,No
2827,3,0,3G,Disabled,FALSE,TRUE,Yes
2828,2,2,4G,Enabled,TRUE,FALSE,Yes
2829,9,2,5G,Enabled,FALSE,TRUE,Yes
2830,5,1,WiFi,Disabled,FALSE,TRUE,Yes
2831,3,2,5G,Disabled,FALSE,TRUE,Yes
2832,9,2,4G,Disabled,FALSE,TRUE,No
2833,7,3,4G,Enabled,FALSE,FALSE,No
2834,4,0,5G,Disabled,FALSE,TRUE,Yes
2835,1,0,WiFi,Disabled,FALSE,TRUE,Yes
2836,8,3,5G,Enabled,FALSE,TRUE,Yes
2837,5,1,4G,Disabled,TRUE,FALSE,Yes
2838,7,0,4G,Enabled,TRUE,TRUE,Yes
2839,7,2,WiFi,Enabled,TRUE,TRUE,No
2840,1,4,4G,Enabled,TRUE,FALSE,Yes
2841,6,2,5G,Enabled,FALSE,TRUE,Yes
2842,9,3,5G,Disabled,TRUE,FALSE,No
2843,8,2,4G,Enabled,TRUE,TRUE,Yes
2844,4,2,3G,Enabled,FALSE,TRUE,Yes
2845,8,3,4G,Disabled,TRUE,TRUE,Yes
2846,6,0,3G,Disabled,TRUE,FALSE,No
2847,7,2,5G,Enabled,FALSE,FALSE,No
2848,5,4,3G,Disabled,FALSE,TRUE,Yes
2849,9,1,3G,Enabled,FALSE,FALSE,No
2850,6,2,4G,Enabled,TRUE,TRUE,No
2851,7,2,3G,Enabled,FALSE,FALSE,Yes
2852,5,4,WiFi,Disabled,FALSE,TRUE,Yes
2853,3,1,5G,Disabled,TRUE,TRUE,Yes
2854,1,0,WiFi,Enabled,FALSE,FALSE,No
2855,5,2,4G,Disabled,TRUE,TRUE,No
2856,1,3,4G,Enabled,FALSE,FALSE,No
2857,3,2,WiFi,Enabled,FALSE,TRUE,No
2858,7,3,3G,Enabled,TRUE,TRUE,No
2859,3,1,4G,Disabled,TRUE,TRUE,Yes
2860,0,3,4G,Enabled,FALSE,TRUE,Yes
2861,4,0,5G,Enabled,FALSE,TRUE,Yes
2862,9,3,3G,Enabled,FALSE,TRUE,No
2863,5,3,5G,Disabled,TRUE,TRUE,Yes
2864,6,3,4G,Disabled,TRUE,FALSE,No
2865,9,3,WiFi,Enabled,FALSE,TRUE,Yes
2866,6,1,3G,Enabled,TRUE,TRUE,Yes
2867,0,4,WiFi,Disabled,FALSE,FALSE,No
2868,0,4,5G,Enabled,FALSE,TRUE,No
2869,5,4,3G,Disabled,TRUE,FALSE,Yes
2870,2,4,4G,Disabled,TRUE,TRUE,Yes
2871,5,0,3G,Disabled,TRUE,TRUE,No
2872,6,2,3G,Enabled,FALSE,TRUE,Yes
2873,4,4,5G,Enabled,FALSE,FALSE,Yes
2874,7,3,WiFi,Disabled,TRUE,TRUE,No
2875,0,0,3G,Enabled,FALSE,TRUE,No
2876,1,1,3G,Disabled,FALSE,TRUE,No
2877,2,1,4G,Disabled,FALSE,TRUE,Yes
2878,1,4,3G,Disabled,TRUE,TRUE,Yes
