customer_id,active_services,monthly_recharges,roaming_status,streaming_service_user,gaming_usage_hours,ar_vr_usage,cloud_storage_user,iot_devices_connected
5789,3,1,No,TRUE,27.158,2.59,FALSE,3
5790,9,3,No,TRUE,6.328,2.663,TRUE,4
5791,6,4,Yes,TRUE,19.747,4.701,TRUE,0
5792,4,3,Yes,FALSE,15.987,3.14,FALSE,5
5793,2,2,No,FALSE,29.509,4.999,TRUE,5
5794,2,2,No,TRUE,15.504,3.061,TRUE,3
5795,5,1,No,TRUE,8.882,0.019,FALSE,1
5796,9,2,No,TRUE,14.838,4.471,FALSE,5
5797,5,3,Yes,TRUE,14.064,2.096,FALSE,5
5798,9,3,No,TRUE,22.342,1.238,FALSE,2
5799,3,1,Yes,TRUE,20.96,4.57,FALSE,3
5800,5,2,No,TRUE,2.412,0.732,FALSE,5
5801,8,3,No,FALSE,24.225,0.44,FALSE,4
5802,5,4,Yes,TRUE,8.637,4.785,FALSE,4
5803,5,2,Yes,FALSE,29.792,3.773,TRUE,4
5804,2,4,Yes,TRUE,16.585,1.539,FALSE,5
5805,9,2,No,TRUE,1.167,2.248,FALSE,1
5806,3,1,Yes,TRUE,20.856,1.778,FALSE,2
5807,1,4,Yes,TRUE,12.99,2.983,FALSE,4
5808,3,2,No,FALSE,10.976,1.441,FALSE,5
5809,4,3,Yes,TRUE,22.019,4.764,FALSE,2
5810,2,2,No,TRUE,13.016,3.529,FALSE,1
5811,8,4,No,FALSE,13.029,3.36,FALSE,1
5812,1,3,No,TRUE,21.846,2.601,FALSE,1
5813,2,4,Yes,TRUE,10.017,3.662,FALSE,1
5814,8,1,No,TRUE,19.994,3.054,FALSE,4
5815,9,2,No,FALSE,14.599,1.614,TRUE,1
5816,2,4,Yes,TRUE,4.396,1.233,FALSE,0
5817,5,2,No,FALSE,9.763,0.687,FALSE,0
5818,2,3,Yes,TRUE,22.227,1.618,FALSE,1
5819,4,4,Yes,TRUE,0.796,2.867,FALSE,5
5820,7,2,Yes,FALSE,25.929,0.301,FALSE,2
5821,6,1,Yes,TRUE,13.233,1.725,FALSE,2
5822,1,1,No,TRUE,28.083,0.92,TRUE,3
5823,2,3,Yes,TRUE,1.11,3.219,FALSE,3
5824,8,2,No,TRUE,10.967,1.228,FALSE,1
5825,3,1,No,TRUE,8.44,0.365,FALSE,0
5826,6,1,Yes,TRUE,11.256,4.474,FALSE,1
5827,9,1,No,TRUE,14.109,3.998,FALSE,2
5828,8,2,Yes,TRUE,29.642,4.145,FALSE,0
5829,4,2,No,TRUE,23.635,0.104,TRUE,0
5830,1,4,No,FALSE,11.311,3.33,FALSE,0
5831,9,2,No,TRUE,2.353,3.688,FALSE,0
5832,2,4,Yes,FALSE,28.207,0.487,FALSE,5
5833,5,3,Yes,TRUE,17.508,1.916,TRUE,2
5834,1,4,No,TRUE,18.928,3.372,TRUE,1
5835,6,2,Yes,TRUE,22.998,1.46,TRUE,4
5836,2,2,No,TRUE,28.506,0.659,FALSE,3
5837,6,1,No,TRUE,18.695,2.903,FALSE,1
5838,2,3,Yes,TRUE,2.548,3.784,FALSE,1
5839,1,2,No,TRUE,24.853,2.582,TRUE,2
5840,9,2,Yes,TRUE,17.834,2.119,FALSE,0
5841,7,2,Yes,TRUE,25.005,3.368,FALSE,2
5842,1,3,No,TRUE,3.408,0.812,FALSE,2
5843,8,4,No,TRUE,23.519,4.629,FALSE,3
5844,7,4,Yes,TRUE,20.031,1.414,TRUE,5
5845,7,2,Yes,TRUE,7.547,3.803,FALSE,5
5846,6,3,Yes,TRUE,12.513,1.802,TRUE,0
5847,6,1,No,TRUE,5.906,1.627,TRUE,5
5848,6,2,Yes,TRUE,0.29,2.368,TRUE,5
5849,2,2,Yes,FALSE,6.116,4.416,FALSE,0
5850,1,3,No,TRUE,10.023,2.823,FALSE,1
5851,5,3,No,TRUE,15.473,4.368,FALSE,4
5852,7,4,No,TRUE,18.974,1.357,FALSE,4
5853,5,3,No,TRUE,6.233,0.538,FALSE,4
5854,6,3,Yes,FALSE,9.278,4.901,FALSE,4
5855,8,3,No,TRUE,14.429,4.473,FALSE,3
5856,2,2,Yes,FALSE,2.85,2.748,FALSE,4
5857,9,4,No,TRUE,15.316,0.831,TRUE,0
5858,6,2,Yes,FALSE,1.144,3.642,FALSE,3
5859,9,3,Yes,TRUE,2.228,3.447,FALSE,5
5860,5,4,Yes,TRUE,1.855,3.256,TRUE,5
5861,5,2,No,FALSE,6.78,1.464,FALSE,0
5862,6,4,No,TRUE,27.032,1.467,FALSE,1
5863,2,3,Yes,FALSE,7.08,2.607,FALSE,4
5864,3,3,No,TRUE,22.886,1.392,TRUE,1
5865,3,1,No,TRUE,11.688,0.911,FALSE,1
5866,8,4,No,TRUE,16.047,4.43,TRUE,2
5867,6,3,Yes,FALSE,8.833,3.351,FALSE,4
5868,5,1,Yes,FALSE,1.917,4.165,FALSE,2
5869,1,3,Yes,TRUE,13.381,2.703,FALSE,2
5870,3,4,No,FALSE,24.046,4.87,FALSE,0
5871,9,1,No,TRUE,7.385,0.811,FALSE,4
5872,4,1,No,TRUE,9.504,3.34,FALSE,1
5873,1,1,No,TRUE,9.459,3.929,FALSE,1
5874,8,3,Yes,FALSE,7.973,1.239,FALSE,3
5875,3,4,No,TRUE,3.641,0.844,FALSE,0
5876,4,2,No,FALSE,23.627,2.562,TRUE,0
5877,7,2,No,FALSE,24.835,4.53,FALSE,5
5878,5,2,Yes,TRUE,9.032,3.009,FALSE,5
5879,2,4,Yes,TRUE,21.417,2.196,FALSE,0
5880,1,2,No,TRUE,4.008,1.488,FALSE,0
5881,6,25,No,FALSE,1.321,1.501,FALSE,5
5882,7,4,No,TRUE,2.758,2.495,FALSE,0
5883,1,1,No,TRUE,15.741,4.702,FALSE,0
5884,7,2,No,FALSE,4.585,0.217,FALSE,5
5885,9,1,No,TRUE,12.127,2.182,TRUE,0
5886,4,1,No,TRUE,8.023,1.187,FALSE,2
5887,1,1,Yes,TRUE,18.42,2.614,TRUE,3
5888,5,2,Yes,FALSE,22.041,0.738,TRUE,4
5889,9,1,Yes,FALSE,14.291,2.739,TRUE,2
5890,8,1,No,FALSE,15.164,1.24,FALSE,5
5891,6,3,No,TRUE,4.47,4.169,FALSE,4
5892,7,1,Yes,TRUE,10.926,0.675,FALSE,2
5893,6,1,No,TRUE,12.083,1.908,FALSE,3
5894,4,3,No,TRUE,18.032,2.958,FALSE,1
5895,2,1,No,TRUE,5.512,1.512,TRUE,1
5896,8,10,Yes,TRUE,18.064,2.37,FALSE,3
5897,4,3,No,TRUE,29.994,3.151,FALSE,1
5898,5,2,No,TRUE,14.039,1.728,FALSE,2
5899,1,2,No,TRUE,25.857,1.645,TRUE,5
5900,8,4,No,FALSE,13.61,4.451,TRUE,1
5901,6,1,No,TRUE,16.449,4.054,FALSE,2
5902,1,2,No,TRUE,4.879,0.337,FALSE,3
5903,7,4,Yes,TRUE,16.728,1.291,FALSE,2
5904,4,1,No,TRUE,8.651,1.674,FALSE,0
5905,8,2,Yes,TRUE,16.81,0.72,FALSE,0
5906,6,2,No,FALSE,8.453,1.305,TRUE,5
5907,4,2,Yes,FALSE,14.804,4.018,TRUE,4
5908,8,2,Yes,FALSE,23.778,2.2,FALSE,3
5909,9,3,Yes,TRUE,22.724,1.949,FALSE,3
5910,8,2,No,TRUE,18.866,0.595,FALSE,2
5911,1,2,No,FALSE,29.008,0.299,FALSE,4
5912,4,1,No,TRUE,28.695,3.904,TRUE,0
5913,4,2,Yes,TRUE,1.934,3.426,FALSE,5
5914,2,2,No,TRUE,13.75,3.844,FALSE,2
5915,8,1,Yes,FALSE,1.379,4.469,FALSE,1
5916,1,1,Yes,TRUE,12.57,2.841,FALSE,2
5917,8,3,No,TRUE,10.101,3.125,FALSE,4
5918,1,1,No,FALSE,20.898,0.589,FALSE,0
5919,4,4,No,FALSE,19.652,3.078,FALSE,2
5920,9,4,No,FALSE,15.809,1.902,FALSE,0
5921,7,4,Yes,FALSE,14.729,0.866,FALSE,2
5922,2,3,Yes,TRUE,10.043,2.619,FALSE,0
5923,7,3,No,FALSE,5.098,2.87,FALSE,4
5924,6,1,No,FALSE,1.895,0.928,FALSE,4
5925,6,4,Yes,FALSE,25.002,2.405,TRUE,3
5926,1,4,Yes,TRUE,4.64,1.023,TRUE,4
5927,9,4,Yes,TRUE,4.004,4.24,FALSE,3
5928,1,4,No,FALSE,14.612,2.266,FALSE,0
5929,1,4,No,TRUE,22.311,4.027,FALSE,2
5930,4,3,No,TRUE,13.836,1.164,TRUE,0
5931,6,2,No,TRUE,27.058,1.534,FALSE,4
5932,7,1,No,TRUE,27.591,1.677,FALSE,4
5933,2,4,No,FALSE,10.454,2.733,TRUE,4
5934,1,3,Yes,TRUE,20.912,4.495,TRUE,1
5935,9,2,Yes,FALSE,26.971,4.491,FALSE,5
5936,9,2,No,FALSE,26.545,3.373,FALSE,0
5937,4,4,Yes,FALSE,6.478,3.488,FALSE,4
5938,9,4,Yes,TRUE,22.306,1.473,FALSE,1
5939,9,4,No,TRUE,21.056,3.97,TRUE,4
5940,8,1,No,FALSE,13.06,1.925,TRUE,0
5941,6,4,No,FALSE,0.454,0.307,FALSE,4
5942,7,4,No,TRUE,11.217,0.985,FALSE,4
5943,2,1,Yes,TRUE,27.274,1.71,FALSE,1
5944,8,1,Yes,TRUE,20.615,1.733,FALSE,2
5945,1,1,Yes,TRUE,0.06,0.636,FALSE,2
5946,8,4,Yes,TRUE,18.892,4.065,FALSE,0
5947,9,2,No,TRUE,29.067,2.08,FALSE,4
5948,2,3,Yes,TRUE,3.833,4.729,FALSE,2
5949,2,1,No,FALSE,15.444,2.86,TRUE,4
5950,7,4,No,TRUE,15.246,4.242,FALSE,0
5951,1,2,Yes,FALSE,25.653,2.257,FALSE,2
5952,8,3,No,TRUE,4.384,2.935,FALSE,5
5953,3,1,Yes,FALSE,16.817,2.547,FALSE,0
5954,3,2,Yes,TRUE,16.373,2.548,FALSE,0
5955,5,2,Yes,FALSE,4.685,1.326,TRUE,1
5956,2,4,Yes,TRUE,5.838,0.37,FALSE,3
5957,8,4,Yes,TRUE,24.247,4.476,FALSE,1
5958,3,2,Yes,TRUE,5.29,1.419,TRUE,3
5959,5,2,No,TRUE,23.659,0.08,FALSE,2
5960,1,4,No,FALSE,21.085,1.818,FALSE,4
5961,3,1,Yes,FALSE,16.708,4.004,FALSE,1
5962,3,3,Yes,TRUE,12.667,4.505,FALSE,4
5963,6,1,Yes,FALSE,7.95,4.386,FALSE,2
5964,7,3,Yes,TRUE,9.761,0.227,FALSE,3
5965,9,4,No,TRUE,6.223,4.525,FALSE,3
5966,6,1,Yes,TRUE,18.731,0.546,FALSE,1
5967,6,4,Yes,FALSE,5.88,3.156,TRUE,2
5968,4,1,Yes,TRUE,1.016,2.635,TRUE,1
5969,3,2,No,FALSE,3.033,0.792,FALSE,1
5970,6,2,No,TRUE,4.641,1.768,FALSE,2
5971,6,3,Yes,TRUE,20.455,1.349,FALSE,2
5972,1,2,Yes,FALSE,1.84,3.881,TRUE,3
5973,6,4,Yes,TRUE,9.656,3.804,FALSE,2
5974,1,2,Yes,FALSE,17.099,2.688,FALSE,2
5975,2,2,No,TRUE,17.279,2.706,FALSE,2
5976,7,3,Yes,TRUE,6.745,3.514,TRUE,5
5977,2,4,Yes,FALSE,4.747,1.181,FALSE,3
5978,3,3,No,FALSE,14.467,4.501,TRUE,5
5979,7,4,No,TRUE,1.767,2.093,TRUE,3
5980,8,1,Yes,TRUE,22.647,4.554,FALSE,4
5981,9,4,Yes,TRUE,14.082,0.643,FALSE,1
5982,5,1,No,TRUE,14.965,0.253,FALSE,3
5983,3,3,No,TRUE,1.505,0.197,TRUE,5
5984,2,4,No,FALSE,26.131,0.574,TRUE,0
5985,8,4,Yes,FALSE,29.703,0.94,FALSE,1
5986,9,1,Yes,TRUE,18.92,4.195,FALSE,3
5987,2,1,Yes,TRUE,26.811,0.264,TRUE,0
5988,3,4,Yes,TRUE,0.728,1.703,FALSE,4
5989,7,1,Yes,FALSE,6.108,3.002,FALSE,0
5990,1,2,Yes,FALSE,14.992,2.278,FALSE,4
5991,6,3,Yes,TRUE,25.344,1.227,FALSE,2
5992,3,3,No,TRUE,18.002,0.599,TRUE,0
5993,4,4,Yes,TRUE,19.351,1.191,FALSE,1
5994,4,2,No,TRUE,28.859,1.143,TRUE,5
5995,4,4,Yes,FALSE,5.339,1.439,TRUE,1
5996,2,1,Yes,FALSE,17.132,0.188,FALSE,0
5997,7,4,No,TRUE,11.656,3.541,FALSE,1
5998,9,1,Yes,FALSE,1.308,3.915,FALSE,1
5999,1,4,Yes,TRUE,7.671,0.501,TRUE,4
6000,9,3,Yes,TRUE,14.546,0.505,TRUE,4
6001,9,2,No,TRUE,15.804,0.791,FALSE,3
6002,1,1,No,TRUE,29.293,3.922,TRUE,0
6003,5,2,No,FALSE,18.11,1.076,FALSE,2
6004,3,3,No,FALSE,2.445,1.762,FALSE,0
6005,4,3,Yes,TRUE,25.625,4.339,TRUE,3
6006,9,3,No,FALSE,2.353,0.543,FALSE,1
6007,9,4,No,TRUE,22.79,0.543,FALSE,1
6008,5,3,Yes,TRUE,3.145,3.184,FALSE,1
6009,6,4,Yes,FALSE,20.698,0.608,FALSE,0
6010,9,2,No,FALSE,20.135,2.33,FALSE,0
6011,4,4,Yes,FALSE,22.735,1.459,FALSE,4
6012,4,3,No,TRUE,24.406,4.422,TRUE,5
6013,5,3,No,TRUE,7.583,3.879,FALSE,2
6014,2,2,Yes,TRUE,19.545,2.851,FALSE,2
6015,9,2,Yes,TRUE,28.601,4.04,TRUE,4
6016,3,3,Yes,TRUE,15.006,2.727,FALSE,3
6017,8,2,Yes,FALSE,9.882,2.895,FALSE,0
6018,9,1,No,FALSE,20.264,3.89,FALSE,3
6019,5,4,Yes,TRUE,12.24,4.162,FALSE,1
6020,9,2,Yes,TRUE,18.077,1.628,FALSE,0
6021,4,3,No,FALSE,0.775,0.515,TRUE,4
6022,3,4,No,TRUE,1.63,4.413,TRUE,3
6023,7,2,Yes,TRUE,3.88,2.494,TRUE,3
6024,3,1,Yes,FALSE,26.56,0.009,TRUE,0
6025,1,3,No,TRUE,5.928,4.874,FALSE,0
6026,2,1,No,TRUE,26.143,4.877,TRUE,4
6027,2,2,Yes,TRUE,23.372,3.3,FALSE,4
6028,5,3,No,TRUE,10.678,1.481,TRUE,3
6029,8,4,Yes,FALSE,15.689,0.795,FALSE,3
6030,3,3,Yes,TRUE,1.667,3.35,TRUE,3
6031,4,1,Yes,TRUE,0.267,1.866,TRUE,2
6032,6,3,No,TRUE,20.748,0.003,FALSE,5
6033,1,4,No,FALSE,20.955,3.172,FALSE,1
6034,2,3,Yes,FALSE,22.24,3.155,FALSE,1
6035,2,1,No,FALSE,2.756,1.867,TRUE,3
6036,2,3,No,FALSE,3.462,1.347,FALSE,0
6037,6,4,No,FALSE,8.146,0.473,FALSE,5
6038,7,2,Yes,TRUE,11.324,3.147,FALSE,0
6039,3,1,Yes,TRUE,16.47,1.69,FALSE,5
6040,6,3,Yes,TRUE,10.664,3.138,FALSE,2
6041,1,4,Yes,FALSE,19.303,1.505,TRUE,0
6042,1,1,No,TRUE,20.644,1.316,TRUE,5
6043,5,1,No,FALSE,23.353,4.107,TRUE,3
6044,9,3,No,TRUE,13.363,2.743,FALSE,3
6045,9,4,Yes,TRUE,17.326,1.738,FALSE,1
6046,1,1,Yes,TRUE,1.974,2.011,FALSE,5
6047,6,1,Yes,TRUE,6.607,1.206,FALSE,4
6048,9,2,No,TRUE,23.854,1.58,TRUE,0
6049,7,3,No,FALSE,10.29,0.403,FALSE,3
6050,1,4,Yes,TRUE,8.857,4.639,FALSE,1
6051,1,3,Yes,TRUE,23.26,3.523,FALSE,2
6052,9,2,No,TRUE,4.183,4.142,FALSE,4
6053,4,3,Yes,FALSE,15.758,0.575,FALSE,2
6054,9,3,No,TRUE,2.309,0.234,TRUE,3
6055,2,4,Yes,FALSE,11.668,2.919,FALSE,1
6056,5,4,No,TRUE,11.607,0.752,TRUE,3
6057,6,3,Yes,TRUE,17.254,1.585,FALSE,0
6058,4,4,No,TRUE,16.098,0.975,FALSE,0
6059,8,3,Yes,TRUE,26.048,0.528,TRUE,1
6060,2,4,Yes,FALSE,0.429,4.922,FALSE,5
6061,7,1,Yes,FALSE,18.528,2.877,TRUE,3
6062,5,3,Yes,FALSE,26.093,2.561,FALSE,0
6063,3,2,Yes,TRUE,20.92,0.735,FALSE,4
6064,5,1,No,FALSE,18.527,3.352,FALSE,2
6065,6,1,No,FALSE,9.493,1.124,FALSE,2
6066,9,3,Yes,FALSE,28.409,1.258,FALSE,1
6067,6,2,Yes,TRUE,12.152,3.943,FALSE,3
6068,3,2,Yes,TRUE,11.751,1.332,FALSE,1
6069,1,2,Yes,TRUE,15.525,1.311,FALSE,3
6070,3,3,Yes,FALSE,8.41,0.776,FALSE,1
6071,4,4,Yes,TRUE,4.427,0.286,TRUE,3
6072,9,3,No,FALSE,20.287,4.37,TRUE,4
6073,2,2,Yes,TRUE,6.899,0.87,FALSE,5
6074,6,2,Yes,TRUE,13.113,0.993,FALSE,4
6075,3,2,Yes,TRUE,12.26,4.401,FALSE,0
6076,8,2,Yes,TRUE,0.606,1.966,FALSE,0
6077,5,2,No,TRUE,19.327,0.937,FALSE,2
6078,8,4,No,TRUE,17.446,2.416,FALSE,2
6079,4,3,No,TRUE,4.792,2.065,FALSE,5
6080,7,1,Yes,TRUE,7.354,0.446,FALSE,4
6081,9,3,No,FALSE,11.44,1.737,FALSE,0
6082,9,3,No,FALSE,13.426,2.606,FALSE,3
6083,8,2,Yes,FALSE,20.594,1.065,TRUE,1
6084,1,1,No,TRUE,29.812,4.665,FALSE,4
6085,4,4,No,TRUE,10.762,0.825,FALSE,0
6086,6,4,No,TRUE,12.114,4.409,TRUE,4
6087,1,4,No,FALSE,24.551,1.052,FALSE,1
6088,6,3,No,TRUE,2.93,3.053,FALSE,1
6089,8,4,Yes,TRUE,9.14,1.15,FALSE,5
6090,6,3,Yes,TRUE,24.328,1.285,FALSE,1
6091,1,2,Yes,TRUE,15.558,0.51,FALSE,0
6092,2,1,No,TRUE,7.562,4.61,FALSE,2
6093,2,4,No,FALSE,25.624,0.159,TRUE,5
6094,8,3,Yes,TRUE,21.886,2.364,TRUE,1
6095,2,1,Yes,FALSE,13.442,0.477,FALSE,5
6096,3,2,No,TRUE,9.725,1.078,FALSE,5
6097,4,1,No,TRUE,7.995,0.523,TRUE,1
6098,1,2,Yes,TRUE,27.262,3.912,FALSE,2
6099,6,3,No,TRUE,17.807,3.761,FALSE,5
6100,3,4,Yes,TRUE,21.215,0.907,FALSE,4
6101,3,4,No,TRUE,23.599,3.311,FALSE,0
6102,1,3,Yes,TRUE,13.819,1.718,FALSE,2
6103,6,4,Yes,TRUE,28.451,2.766,FALSE,5
6104,2,4,No,FALSE,6.672,4.758,FALSE,5
6105,2,1,No,TRUE,28,2.936,TRUE,4
6106,1,2,No,TRUE,1.584,2.293,FALSE,3
6107,4,1,Yes,TRUE,21.411,3.287,FALSE,3
6108,6,1,No,FALSE,12.381,1.328,FALSE,1
6109,4,3,Yes,TRUE,21.131,0.208,FALSE,4
6110,6,1,No,TRUE,7.044,0.438,FALSE,3
6111,8,4,Yes,FALSE,2.239,4.957,FALSE,3
6112,7,3,No,FALSE,4.18,2.178,FALSE,2
6113,8,1,No,FALSE,9.763,2.591,FALSE,1
6114,4,4,Yes,FALSE,17.524,0.355,FALSE,0
6115,1,4,No,FALSE,10.658,2.965,FALSE,1
6116,5,1,No,FALSE,9.609,1.868,FALSE,2
6117,5,1,No,TRUE,11.258,1.158,FALSE,4
6118,5,1,No,FALSE,9.791,3.93,FALSE,2
6119,9,4,No,TRUE,13.602,2.109,FALSE,2
6120,5,4,Yes,FALSE,12.715,0.665,FALSE,3
6121,3,2,No,FALSE,19.943,2.93,FALSE,5
6122,3,3,Yes,TRUE,28.194,4.544,FALSE,1
6123,3,2,Yes,TRUE,20.164,2.776,FALSE,0
6124,9,3,No,TRUE,9.925,3.012,FALSE,3
6125,1,1,No,TRUE,27.804,0.709,FALSE,2
6126,1,3,No,TRUE,22.018,0.509,FALSE,0
6127,8,3,Yes,FALSE,23.722,2.078,FALSE,2
6128,6,2,No,TRUE,9.798,1.023,FALSE,2
6129,3,1,No,FALSE,5.281,3.101,FALSE,5
6130,2,22,Yes,TRUE,28.178,2.958,FALSE,5
6131,6,1,Yes,TRUE,14.886,0.753,FALSE,4
6132,1,2,Yes,FALSE,0.924,3.495,FALSE,0
6133,3,2,Yes,TRUE,0.682,3.554,TRUE,0
6134,8,4,No,TRUE,4.533,0.885,TRUE,1
6135,3,2,Yes,FALSE,0.047,1.993,FALSE,0
6136,7,4,No,FALSE,18.557,4.614,FALSE,2
6137,2,3,Yes,TRUE,15.883,3.377,FALSE,3
6138,1,2,Yes,TRUE,17.518,2.037,FALSE,1
6139,3,4,No,TRUE,21.64,4.118,FALSE,2
6140,7,1,Yes,FALSE,25.595,2.332,FALSE,1
6141,5,3,Yes,TRUE,12.073,4.789,FALSE,3
6142,3,1,No,FALSE,12.747,4.267,FALSE,0
6143,6,4,Yes,FALSE,22.153,0.411,TRUE,4
6144,4,2,Yes,TRUE,21.644,3.873,FALSE,5
6145,8,2,No,TRUE,25.009,4.045,FALSE,1
6146,5,1,No,FALSE,6.754,1.975,FALSE,3
6147,2,3,Yes,TRUE,27.846,1.439,FALSE,2
6148,4,4,Yes,FALSE,15.208,2.564,FALSE,5
6149,1,13,Yes,FALSE,15.811,4.161,FALSE,0
6150,1,2,No,TRUE,19.424,4.338,FALSE,1
6151,7,3,Yes,TRUE,0.485,4.775,FALSE,0
6152,9,3,Yes,TRUE,28.091,1.909,FALSE,1
6153,1,4,Yes,TRUE,18.442,4.513,FALSE,5
6154,5,4,Yes,FALSE,24.199,0.162,FALSE,4
6155,2,4,Yes,TRUE,29.136,1.108,FALSE,0
6156,5,2,Yes,FALSE,29.901,3.434,FALSE,4
6157,6,2,Yes,TRUE,7.84,3.165,FALSE,2
6158,5,4,Yes,TRUE,1.886,3.243,FALSE,4
6159,3,3,No,FALSE,28.918,2.234,TRUE,3
6160,4,3,No,TRUE,12.504,1.251,FALSE,3
6161,1,2,No,TRUE,16.589,1.418,TRUE,3
6162,9,1,No,FALSE,8.337,2.249,TRUE,0
6163,9,4,Yes,TRUE,7.026,1.203,TRUE,2
6164,5,1,No,TRUE,6.924,0.178,FALSE,4
6165,5,3,No,TRUE,3.571,2.796,FALSE,5
6166,7,4,No,TRUE,9.93,0.855,FALSE,2
6167,9,3,Yes,FALSE,5.833,1.821,FALSE,4
6168,3,4,No,FALSE,3.365,0.601,TRUE,1
6169,9,2,No,TRUE,14.61,0.93,FALSE,3
6170,7,1,No,FALSE,24.487,3.027,FALSE,3
6171,9,4,No,FALSE,26.352,3.429,TRUE,1
6172,7,2,Yes,FALSE,2.829,1.781,FALSE,1
6173,9,3,No,TRUE,19.478,2.504,FALSE,4
6174,7,2,No,FALSE,23.122,4.373,FALSE,1
6175,6,1,No,FALSE,6.357,3.645,TRUE,1
6176,2,3,Yes,TRUE,29.623,1.274,FALSE,4
6177,6,4,Yes,TRUE,27.856,1.784,FALSE,5
6178,2,2,Yes,TRUE,17.968,4.182,FALSE,3
6179,4,1,Yes,TRUE,27.131,1.569,FALSE,1
6180,4,1,No,FALSE,16.401,3.766,TRUE,3
6181,8,1,Yes,TRUE,10.305,1.898,TRUE,3
6182,6,1,Yes,FALSE,28.378,2.549,FALSE,0
6183,2,2,Yes,TRUE,19.51,2.319,FALSE,0
6184,7,1,Yes,FALSE,28.714,2.727,TRUE,4
6185,8,1,Yes,FALSE,23.873,2.079,FALSE,3
6186,1,3,Yes,TRUE,15.244,2.844,FALSE,5
6187,8,3,No,TRUE,12.602,2.464,FALSE,3
6188,1,1,No,TRUE,21.944,2.738,FALSE,3
6189,1,1,No,TRUE,10.057,2.333,TRUE,0
6190,7,4,Yes,FALSE,7.162,2.385,FALSE,5
6191,4,4,No,FALSE,9.322,2.59,TRUE,3
6192,7,3,Yes,TRUE,28.075,3.318,FALSE,2
6193,6,2,Yes,FALSE,15.756,0.611,FALSE,5
6194,4,4,Yes,FALSE,21.602,0.295,FALSE,3
6195,1,1,No,FALSE,17.415,1.836,FALSE,3
6196,2,2,Yes,FALSE,25.956,0.157,TRUE,4
6197,2,1,Yes,TRUE,0.156,2.434,TRUE,3
6198,1,4,No,TRUE,7.376,4.684,FALSE,1
6199,5,3,No,TRUE,2.157,3.572,TRUE,5
6200,4,3,No,FALSE,23.647,4.127,FALSE,0
6201,2,2,Yes,TRUE,14.763,3.603,TRUE,2
6202,8,2,Yes,FALSE,18.11,2.957,FALSE,1
6203,2,1,No,FALSE,16.142,2.535,FALSE,1
6204,1,3,No,TRUE,0.966,4.363,FALSE,1
6205,8,2,Yes,TRUE,6.605,1.141,FALSE,2
6206,8,3,No,TRUE,26.269,0.87,FALSE,3
6207,2,3,No,TRUE,27.798,2.656,TRUE,3
6208,8,2,Yes,FALSE,26.096,2.493,FALSE,4
6209,1,3,No,TRUE,20.68,4.466,FALSE,3
6210,2,2,No,TRUE,20.955,1.154,FALSE,5
6211,3,1,Yes,FALSE,11.882,3.039,TRUE,3
6212,9,1,Yes,FALSE,29.525,2.442,FALSE,2
6213,2,3,No,TRUE,9.937,2.529,FALSE,0
6214,2,3,No,FALSE,23.999,4.618,FALSE,3
6215,7,3,Yes,FALSE,28.948,3.86,FALSE,4
6216,5,2,Yes,FALSE,24.601,1.667,FALSE,4
6217,9,1,No,FALSE,24.993,3.601,FALSE,0
6218,3,3,No,FALSE,0.109,2.121,FALSE,3
6219,1,2,No,TRUE,13.784,4.589,TRUE,4
6220,5,3,No,TRUE,28.562,4.861,FALSE,4
6221,9,2,Yes,FALSE,9.696,2.478,FALSE,1
6222,2,2,Yes,TRUE,14.662,2.95,FALSE,1
6223,9,2,Yes,FALSE,19.769,2.487,FALSE,1
6224,5,4,Yes,FALSE,1.408,0.546,FALSE,2
6225,6,4,No,TRUE,5.183,2.053,FALSE,4
6226,7,3,No,FALSE,26.452,3.319,TRUE,1
6227,5,3,No,TRUE,13.747,0.071,TRUE,5
6228,5,4,Yes,TRUE,10.954,0.337,TRUE,3
6229,9,2,Yes,TRUE,16.567,0.766,FALSE,0
6230,2,4,Yes,FALSE,13.207,2.801,TRUE,2
6231,9,1,No,TRUE,29.43,4.434,FALSE,3
6232,6,3,Yes,TRUE,22.681,1.137,FALSE,2
6233,2,1,Yes,TRUE,14.099,4.008,FALSE,2
6234,4,3,Yes,FALSE,24.7,3.471,FALSE,3
6235,8,2,No,TRUE,6.028,4.568,FALSE,3
6236,3,13,Yes,TRUE,0.129,4.494,FALSE,5
6237,8,2,Yes,TRUE,25.093,2.947,FALSE,0
6238,3,3,No,TRUE,10.253,3.119,TRUE,1
6239,1,1,No,TRUE,6.892,4.144,FALSE,1
6240,9,3,No,FALSE,12.889,0.043,TRUE,0
6241,1,1,No,FALSE,15.856,0.545,FALSE,4
6242,7,4,Yes,FALSE,14.907,0.848,FALSE,5
6243,6,1,Yes,FALSE,9.971,2.144,FALSE,4
6244,5,4,No,TRUE,27.375,2.315,FALSE,5
6245,6,2,Yes,FALSE,1.247,2.78,FALSE,1
6246,2,2,Yes,TRUE,24.508,3.333,FALSE,0
6247,8,2,Yes,TRUE,19.656,4.219,FALSE,1
6248,1,3,No,FALSE,13.554,0.768,TRUE,5
6249,6,4,Yes,FALSE,25.079,3.492,FALSE,1
6250,4,2,No,FALSE,23.049,1.229,FALSE,5
6251,1,3,No,TRUE,15.071,1.599,FALSE,0
6252,6,2,No,TRUE,20.514,2.967,FALSE,2
