customer_id,latitude,longitude,tower_id,city,state,zip_code,distance_from_tower_km,urbanization_level
4247,41.8799174,-87.64845403,38319,Chicago,IL,51872,12.36,Medium
4248,41.8787331,-87.67223569,8438,Chicago,IL,60001,19.92,Medium
4249,25.71491046,-80.21093439,33026,Miami,FL,28879,15.41,Medium
4250,41.84875137,-87.66162649,31073,Chicago,IL,38001,15.82,Medium
4251,29.80865544,-95.41294337,36547,Houston,TX,35175,8.44,Medium
4252,40.68551865,-73.95952103,7870,New York,NY,56893,17.14,Low
4253,40.66748689,-73.97425531,38738,New York,NY,82254,8.76,Medium
4254,29.73355203,-95.38148432,41007,Houston,TX,71560,13.09,Low
4255,41.82983721,-87.63759646,5021,Chicago,IL,18918,18.12,High
4256,29.747953,-95.35716318,39806,Houston,TX,48053,1.45,Low
4257,40.73073807,-74.02222778,7870,New York,NY,33923,19.7,Low
4258,25.78284925,-80.18012517,15306,Miami,FL,35844,17.01,Low
4259,25.7870219,-80.24084671,15208,Miami,FL,84363,15.12,High
4260,34.02166579,-118.2459792,40668,Los Angeles,CA,24898,6.27,Low
4261,34.05319945,-118.2532706,3805,Los Angeles,CA,41415,19.42,Low
4262,41.85709272,-87.64684141,41058,Chicago,IL,86634,1.76,High
4263,34.07875468,-118.2557209,44795,Los Angeles,CA,42464,10.29,High
4264,29.75335573,-95.35412089,25822,Houston,TX,25882,8.9,Low
4265,41.89553223,-87.58731684,21617,Chicago,IL,45573,6.05,High
4266,29.78727258,-95.34091125,22225,Houston,TX,73057,15.98,Low
4267,25.80787055,-80.20784028,38726,Miami,FL,32614,7.47,Medium
4268,41.88729567,-87.58175976,34172,Chicago,IL,87446,15.36,High
4269,34.03312295,-118.2860481,10677,Los Angeles,CA,12808,17.44,Medium
4270,40.75346803,-73.97913737,26655,New York,NY,67235,4.21,High
4271,34.02753229,-118.2911603,9650,Los Angeles,CA,28029,5.64,Medium
4272,34.02718311,-118.2216717,35940,Los Angeles,CA,85625,4.09,Low
4273,25.72820081,-80.17316892,26352,Miami,FL,56789,14.12,Medium
4274,41.83140135,-87.59018795,8084,Chicago,IL,74879,16.04,Medium
4275,29.76639124,-95.35226204,33452,Houston,TX,10322,14.22,High
4276,40.75322147,-73.96479453,7234,New York,NY,63105,6.84,High
4277,40.69128969,-74.03499148,31060,New York,NY,90003,19.11,Low
4278,25.72290755,-80.18400868,15111,Miami,FL,99294,12.76,Low
4279,34.04999871,-118.2321977,44060,Los Angeles,CA,32047,13.81,Low
4280,25.72785626,-80.18809917,33189,Miami,FL,92561,3.51,Medium
4281,40.66427837,-73.97517548,46993,New York,NY,53117,2.33,High
4282,41.85986813,-87.58872733,11064,Chicago,IL,25495,0.55,Medium
4283,40.69357485,-74.02529755,45679,New York,NY,78218,8.57,Low
4284,29.78728658,-95.34622052,25352,Houston,TX,56314,7.77,Medium
4285,40.75599416,-74.01798204,21317,New York,NY,24967,2.51,High
4286,29.71527416,-95.34643888,27633,Houston,TX,89536,9.23,Medium
4287,41.87445292,-87.66721325,14515,Chicago,IL,81485,19.99,Medium
4288,41.92698851,-87.64743188,9908,Chicago,IL,93624,10.43,Medium
4289,25.71996722,-80.15926645,37669,Miami,FL,17266,12.97,Medium
4290,29.77508158,-95.40404953,31872,Houston,TX,88773,19.87,High
4291,29.72334697,-95.40663213,42355,Houston,TX,87195,1.28,Low
4292,25.77433655,-80.1601668,20582,Miami,FL,87926,19.02,Medium
4293,40.70266183,-73.95931657,21656,New York,NY,57172,6.86,Medium
4294,41.83243806,-87.64125244,15208,Chicago,IL,69202,8.77,High
4295,40.67632185,-74.00302561,601,New York,NY,12694,12.84,Medium
4296,25.74808833,-80.16732487,28541,Miami,FL,45715,15.52,High
4297,29.71171682,-95.35457101,9589,Houston,TX,87517,15.55,High
4298,40.70413979,-74.04629691,20004,New York,NY,79575,2.36,High
4299,34.07614226,-118.2668078,19107,Los Angeles,CA,20727,12.47,Low
4300,29.74949381,-95.39114277,41574,Houston,TX,59602,1.39,High
4301,41.92488167,-87.6311026,16439,Chicago,IL,27907,6.9,Medium
4302,41.89509818,-87.59253879,4648,Chicago,IL,93384,1.19,Medium
4303,41.8690869,-87.61185092,38287,Chicago,IL,52334,14.18,Low
4304,41.84689742,-87.6352661,20092,Chicago,IL,90034,10.41,High
4305,40.75310745,-74.0267883,20011,New York,NY,24497,11.96,Medium
4306,25.81011738,-80.2354942,506,Miami,FL,96324,13.42,High
4307,34.06539855,-118.2227758,48230,Los Angeles,CA,55519,16.72,Medium
4308,40.69167809,-74.05379723,45770,New York,NY,12172,9.91,High
4309,41.86303178,-87.65338616,23118,Chicago,IL,59398,15.18,Low
4310,41.83019492,-87.65420489,49788,Chicago,IL,86899,1.39,High
4311,29.75777768,-95.36361297,43112,Houston,TX,56334,6.34,High
4312,29.7688452,-95.32174504,21706,Houston,TX,12583,12.03,High
4313,29.76512638,-95.41293999,12087,Houston,TX,10212,10.32,Low
4314,40.66496823,-74.02625881,37450,New York,NY,45434,6,Low
4315,34.09954418,-118.2904756,30233,Los Angeles,CA,84059,13.99,Low
4316,40.68424825,-74.0055493,11485,New York,NY,78023,15.25,Medium
4317,41.92007992,-87.6175027,36053,Chicago,IL,52647,2.39,High
4318,40.69391134,-74.00675097,26858,New York,NY,27130,0.49,Medium
4319,29.7354633,-95.35920237,32276,Houston,TX,78168,1.7,High
4320,41.92294784,-87.6194789,5423,Chicago,IL,42647,8.78,Low
4321,29.72468056,-95.37766253,21890,Houston,TX,42533,5.11,Low
4322,40.71784918,-74.02881629,42867,New York,NY,95509,6.2,High
4323,40.69651882,-74.01577522,5215,New York,NY,53248,18.15,High
4324,40.68315584,-73.98855049,28643,New York,NY,45742,5.2,High
4325,25.72262554,-80.23104116,11014,Miami,FL,21892,6.78,Medium
4326,34.09642697,-118.2225233,27542,Los Angeles,CA,93604,4,Medium
4327,40.67703732,-74.01518022,27014,New York,NY,19695,9.25,Medium
4328,29.71857453,-95.40208915,1377,Houston,TX,38122,4.56,Low
4329,25.77117281,-80.23789795,4559,Miami,FL,80390,19.98,Medium
4330,34.08117619,-118.25365,47606,Los Angeles,CA,41205,6.14,Low
4331,34.04767713,-118.2552717,26474,Los Angeles,CA,63563,11.25,Low
4332,25.72188137,-80.15409234,33414,Miami,FL,90902,1.5,Low
4333,40.70220552,-74.03038211,22233,New York,NY,26165,16.3,Low
4334,40.69781902,-73.99788968,1169,New York,NY,89437,1.03,Low
4335,41.90096183,-87.59168525,21187,Chicago,IL,82871,7.35,Low
4336,40.69458086,-73.96265581,26680,New York,NY,24430,16.81,Medium
4337,40.74888423,-73.96496375,8588,New York,NY,87093,13.53,Low
4338,34.03684951,-118.208168,41387,Los Angeles,CA,28627,7.37,Medium
4339,25.76803505,-80.14602568,26662,Miami,FL,71517,6.05,High
4340,29.80113084,-95.3254008,18596,Houston,TX,35310,18.25,Medium
4341,40.70408735,-73.97639153,27052,New York,NY,55697,11.75,Low
4342,29.714096,-95.39703028,46873,Houston,TX,10206,19.01,Low
4343,34.07517717,-118.2262482,4209,Los Angeles,CA,36921,12.05,Low
4344,34.00407131,-118.2585034,21464,Los Angeles,CA,52356,1.95,High
4345,25.79960449,-80.23242949,33288,Miami,FL,30880,5.5,High
4346,40.67527678,-74.03867248,15087,New York,NY,97852,10.2,Medium
4347,40.68781134,-74.03746511,45433,New York,NY,47056,9.79,High
4348,29.76655492,-95.34189887,40527,Houston,TX,95836,16.98,High
4349,40.7318387,-73.97154708,33851,New York,NY,95253,4.17,Medium
4350,34.06381144,-118.2280286,7904,Los Angeles,CA,33266,11.82,High
4351,41.85268955,-87.59976219,42418,Chicago,IL,61194,7.19,High
4352,41.92471588,-87.63822646,33744,Chicago,IL,50230,14.72,High
4353,25.73726286,-80.19467434,25839,Miami,FL,56636,13.36,Low
4354,41.83603028,-87.66165993,30920,Chicago,IL,38331,9.11,Medium
4355,34.01931234,-118.2461338,15228,Los Angeles,CA,99008,9.57,Medium
4356,25.71214194,-80.23274866,17523,Miami,FL,42188,15.66,High
4357,29.75461929,-95.39886025,24632,Houston,TX,56370,10.34,Medium
4358,29.79225245,-95.40267286,28303,Houston,TX,65769,10.94,Medium
4359,25.7122384,-80.16610037,4561,Miami,FL,94001,19.29,High
4360,34.03757443,-118.2022474,45310,Los Angeles,CA,75580,19.62,Medium
4361,40.68196741,-74.05156426,2839,New York,NY,73296,5.58,Low
4362,29.73958027,-95.35202235,19757,Houston,TX,14007,3.37,Low
4363,25.77352205,-80.20905254,38621,Miami,FL,43441,18.35,Medium
4364,29.75487478,-95.35407978,40305,Houston,TX,48475,15.46,Medium
4365,40.74365848,-74.03416623,31550,New York,NY,77403,11.67,Low
4366,41.86116335,-87.67644512,39365,Chicago,IL,97596,7.94,Medium
4367,34.04663231,-118.2062751,18961,Los Angeles,CA,29509,1.05,Low
4368,25.75697047,-80.16233256,28350,Miami,FL,53488,4.28,High
4369,41.90927965,-87.67795384,44625,Chicago,IL,79954,13.64,Medium
4370,25.81076345,-80.21325718,38879,Miami,FL,37970,14.26,High
4371,40.74322645,-73.98494224,30168,New York,NY,99781,6.57,Low
4372,34.08583902,-118.2803951,35744,Los Angeles,CA,40956,3.35,High
4373,25.75376417,-80.21353085,10707,Miami,FL,69307,3.81,Low
4374,41.85755124,-87.66703669,10344,Chicago,IL,49349,4.04,Medium
4375,40.72835665,-73.97689739,19453,New York,NY,28694,6.77,High
4376,34.07070511,-118.2227864,13213,Los Angeles,CA,31290,7.4,High
4377,34.04918704,-118.2230109,35505,Los Angeles,CA,34277,3.91,High
4378,41.90942882,-87.61824554,23992,Chicago,IL,81957,12.9,Medium
4379,25.718923,-80.14941379,21194,Miami,FL,68178,17.1,High
4380,25.78695126,-80.22941398,43827,Miami,FL,81014,5,Low
4381,40.72004678,-74.01981737,41696,New York,NY,95839,15.55,High
4382,29.75731893,-95.36135302,7106,Houston,TX,72331,3.33,Low
4383,41.92036022,-87.67887415,39730,Chicago,IL,97394,3.4,Medium
4384,29.79241629,-95.39046063,10243,Houston,TX,18355,11.17,Medium
4385,25.80836303,-80.15461394,4322,Miami,FL,13265,7.55,High
4386,41.92229105,-87.66082311,37852,Chicago,IL,53523,15.98,Medium
4387,25.71795426,-80.22061601,40053,Miami,FL,69609,1.11,Medium
4388,34.07146362,-118.2211813,8285,Los Angeles,CA,12624,17.91,Low
4389,40.75135558,-74.01799946,46480,New York,NY,22176,17.47,Medium
4390,40.71977318,-74.00106075,48421,New York,NY,78436,14.84,Medium
4391,29.71598664,-95.39020319,35528,Houston,TX,30067,6.61,Medium
4392,41.85179042,-87.6164082,16395,Chicago,IL,77581,18.25,High
4393,25.7297028,-80.17626299,32277,Miami,FL,49376,7.56,High
4394,25.77370867,-80.21945346,1551,Miami,FL,19403,15.6,High
4395,25.75234839,-80.15875768,1195,Miami,FL,94103,6.67,Low
4396,25.73661832,-80.18391469,42370,Miami,FL,35692,13.19,High
4397,29.71565593,-95.41261097,6826,Houston,TX,26308,7.73,Medium
4398,25.74657049,-80.22019593,33649,Miami,FL,14029,18.21,Medium
4399,25.78078855,-80.21301862,23494,Miami,FL,62307,2.67,Low
4400,25.76113339,-80.20467376,45236,Miami,FL,99339,19.31,Low
4401,25.76370403,-80.15431235,26657,Miami,FL,98102,14.69,Medium
4402,34.02505897,-118.2146275,41153,Los Angeles,CA,39425,12.79,High
4403,25.75324644,-80.19852691,42654,Miami,FL,42123,18.04,Low
4404,40.71113735,-74.03067512,21754,New York,NY,42664,19.27,Medium
4405,41.89113586,-87.64581905,18944,Chicago,IL,16998,14.84,Medium
4406,41.87981308,-87.65177301,3427,Chicago,IL,48685,1.79,High
4407,40.66930794,-73.98930773,25585,New York,NY,15288,4.82,Medium
4408,40.71522808,-74.00142281,37003,New York,NY,41005,14.52,Medium
4409,40.70571587,-74.00632494,142,New York,NY,32623,13.8,Medium
4410,25.72807957,-80.21301801,16947,Miami,FL,24452,1.21,High
4411,40.72479371,-74.02389963,12468,New York,NY,93824,7.72,High
4412,40.68303655,-73.97496637,4318,New York,NY,25323,16.16,Low
4413,25.76976187,-80.22628114,39462,Miami,FL,56572,13.65,Low
4414,34.08660576,-118.2158307,44111,Los Angeles,CA,79662,11.56,Medium
4415,41.83135369,-87.64931147,41484,Chicago,IL,15358,3.73,High
4416,34.0159477,-118.215381,25184,Los Angeles,CA,14561,14.71,Low
4417,40.68928271,-73.97811914,39762,New York,NY,89578,8.58,High
4418,41.92628974,-87.58203988,43801,Chicago,IL,94558,6.24,Low
4419,25.73991218,-80.1508154,10520,Miami,FL,51351,4.79,Medium
4420,34.07467564,-118.2677408,5205,Los Angeles,CA,69923,9.28,High
4421,29.72434958,-95.34992046,9504,Houston,TX,63078,15.16,Low
4422,25.79209362,-80.19758293,38816,Miami,FL,16802,16.73,Low
4423,29.80964248,-95.33366221,44852,Houston,TX,18033,17.48,High
4424,41.91153783,-87.59798139,17528,Chicago,IL,63942,12.46,Medium
4425,41.92360393,-87.65404589,19094,Chicago,IL,89043,18.52,Medium
4426,40.73139322,-74.00875685,45237,New York,NY,74429,11.27,Low
4427,34.05790351,-118.1988394,45101,Los Angeles,CA,75222,8.74,Medium
4428,34.03255823,-118.2691385,45441,Los Angeles,CA,51606,4.78,Low
4429,25.7497938,-80.23237891,4412,Miami,FL,20960,4.93,Medium
4430,29.77568953,-95.384059,6363,Houston,TX,65522,8.49,Low
4431,40.71852241,-73.98583623,30859,New York,NY,54528,15.66,High
4432,25.8097377,-80.18361938,42104,Miami,FL,51608,9.68,Medium
4433,25.74903167,-80.19066107,16204,Miami,FL,91281,5.58,Low
4434,41.88312881,-87.64146824,21364,Chicago,IL,23922,4.86,Medium
4435,25.78066552,-80.15505964,4660,Miami,FL,66946,4.78,High
4436,34.09444555,-118.2576523,11748,Los Angeles,CA,85920,9.63,High
4437,34.06091658,-118.2537975,14437,Los Angeles,CA,34333,1.41,High
4438,25.73372171,-80.2296043,18283,Miami,FL,22236,3.31,Medium
4439,40.70439444,-74.00084768,49645,New York,NY,60021,16.26,Medium
4440,29.7262492,-95.32642268,32461,Houston,TX,40639,5.2,Low
4441,40.74600088,-73.99983892,21534,New York,NY,11356,1.25,High
4442,29.7695877,-95.33116513,25174,Houston,TX,15618,0.63,Low
4443,41.88406712,-87.6376695,45921,Chicago,IL,17669,9.28,High
4444,41.92219033,-87.59707198,30282,Chicago,IL,58246,6.8,Low
4445,41.83065108,-87.60145737,3172,Chicago,IL,40162,3.29,High
4446,25.71558942,-80.21271075,27669,Miami,FL,67159,15.26,High
4447,25.73506571,-80.17025025,13539,Miami,FL,99667,5.98,Low
4448,40.70844655,-73.98990869,3496,New York,NY,65113,8.19,Medium
4449,25.72875406,-80.17306179,1917,Miami,FL,71966,1.43,Medium
4450,34.03179949,-118.2173208,32507,Los Angeles,CA,48524,2.13,Medium
4451,25.77467914,-80.20619964,8362,Miami,FL,50824,16.3,Medium
4452,41.84684411,-87.63231986,39917,Chicago,IL,73645,5.35,Low
4453,41.87546622,-87.5905141,41545,Chicago,IL,54034,14.46,High
4454,25.80665922,-80.15704796,26846,Miami,FL,99871,2.09,High
4455,29.77055509,-95.41241132,42952,Houston,TX,15841,19.07,Medium
4456,29.74126098,-95.35252178,15159,Houston,TX,57047,5.6,High
4457,41.87909082,-87.59321696,38488,Chicago,IL,91228,0.58,Low
4458,29.76542559,-95.39690462,33159,Houston,TX,34320,11.33,High
4459,25.79810622,-80.19515147,29225,Miami,FL,96954,4.8,Low
4460,29.78790386,-95.40606543,19841,Houston,TX,58486,1.77,High
4461,29.74792998,-95.38069065,16076,Houston,TX,43872,15.65,Low
4462,41.89586322,-87.60666109,25569,Chicago,IL,72408,8.53,Low
4463,41.90860935,-87.61819657,49345,Chicago,IL,12686,18.33,Low
4464,25.80873882,-80.23649162,40497,Miami,FL,17927,5.06,Medium
4465,34.05568459,-118.2475986,30973,Los Angeles,CA,74081,16.95,High
4466,40.6752536,-74.05163188,26468,New York,NY,44727,14.94,Low
4467,41.84700762,-87.59774414,44508,Chicago,IL,87164,19.12,Medium
4468,41.87121096,-87.63748809,11047,Chicago,IL,29042,18.55,Low
4469,34.00807052,-118.1966239,10512,Los Angeles,CA,81085,3.81,Low
4470,34.03387602,-118.2292111,47698,Los Angeles,CA,63352,9.02,High
4471,40.71411022,-74.04844906,33159,New York,NY,89053,0.31,Low
4472,29.78585699,-95.33724942,31360,Houston,TX,93616,2.9,Medium
4473,34.09160764,-118.2404227,14738,Los Angeles,CA,95450,19.81,Medium
4474,41.9217277,-87.63705637,19008,Chicago,IL,62737,13.43,Medium
4475,40.75994884,-73.98480944,5556,New York,NY,35934,16.97,High
4476,40.7494542,-74.02166558,39513,New York,NY,56905,4.59,Medium
4477,41.88785712,-87.65931265,48020,Chicago,IL,48065,7.8,Medium
4478,29.74899139,-95.33766271,32514,Houston,TX,89147,15.97,Medium
4479,40.70452617,-74.04881011,8797,New York,NY,64020,3.84,Medium
4480,25.72735633,-80.15593283,13763,Miami,FL,40680,4.88,Low
4481,40.67511213,-74.05593795,6296,New York,NY,69856,0.79,Medium
4482,34.09390514,-118.2265475,9891,Los Angeles,CA,20809,15.62,High
4483,41.88263685,-87.66295393,859,Chicago,IL,59982,2.7,Low
4484,41.88374625,-87.67312035,13257,Chicago,IL,29711,7.96,Low
4485,34.05057934,-118.2020665,12813,Los Angeles,CA,92697,5.14,Medium
4486,34.06306288,-118.2145392,27016,Los Angeles,CA,57442,14.19,Medium
4487,25.79037291,-80.15206026,21978,Miami,FL,37078,18.72,High
4488,25.72245116,-80.15879011,27182,Miami,FL,94649,5.32,Low
4489,40.70207064,-74.03531069,12103,New York,NY,96948,12.64,Medium
4490,40.6687236,-73.96442027,36108,New York,NY,11588,18.92,High
4491,34.06106052,-118.2712737,39108,Los Angeles,CA,45764,9.46,Low
4492,34.06939036,-118.2657944,21926,Los Angeles,CA,55417,15.29,High
4493,40.68226044,-73.99156974,7918,New York,NY,88973,11.15,Medium
4494,29.79655608,-95.35041821,29144,Houston,TX,98429,9.76,Medium
4495,34.04469019,-118.2324569,3340,Los Angeles,CA,79920,12.17,Low
4496,29.73780314,-95.34443644,34210,Houston,TX,34247,15.11,High
4497,40.71658036,-73.98864197,20306,New York,NY,60882,12.52,High
4498,29.79553057,-95.33280382,40893,Houston,TX,20806,4,High
4499,40.7053799,-74.04832313,47174,New York,NY,52161,16.08,Low
4500,25.7885033,-80.21034958,17878,Miami,FL,97976,19.72,Medium
4501,29.77771856,-95.3412355,23743,Houston,TX,15035,0.71,High
4502,34.07934671,-118.2866714,33571,Los Angeles,CA,36555,8.16,Medium
4503,25.73622642,-80.18323711,16415,Miami,FL,68880,4.24,Low
4504,29.80019365,-95.40977389,31140,Houston,TX,48692,12.72,Low
4505,40.75215982,-74.01584427,7392,New York,NY,84402,14.74,High
4506,29.72496678,-95.4158577,26449,Houston,TX,22061,3.3,Low
4507,34.09548012,-118.2913881,47710,Los Angeles,CA,19471,13.58,High
4508,29.73432199,-95.32028647,16553,Houston,TX,21138,14.4,High
4509,40.66876014,-74.02963649,37579,New York,NY,24338,6.81,High
4510,29.72595106,-95.32160288,30066,Houston,TX,60666,4.29,Medium
4511,25.79524011,-80.22458348,11907,Miami,FL,17726,3.26,High
4512,34.03660021,-118.2812095,30518,Los Angeles,CA,65097,18.53,Medium
4513,40.70156617,-74.02423075,41694,New York,NY,60309,13.27,Low
4514,25.7553282,-80.23260245,4741,Miami,FL,12853,15.36,Medium
4515,34.0780369,-118.2504849,28979,Los Angeles,CA,17894,16.26,High
4516,25.75630815,-80.20038135,31473,Miami,FL,89415,12.46,High
4517,25.72781844,-80.21181939,11140,Miami,FL,18983,1.05,Medium
4518,25.73970617,-80.18321836,40432,Miami,FL,46767,2.84,Low
4519,29.7445268,-95.39823711,3647,Houston,TX,47756,11.4,Medium
4520,41.83827021,-87.59531021,49656,Chicago,IL,45982,19.6,Medium
4521,41.86623099,-87.57996906,26979,Chicago,IL,15151,2.11,Low
4522,34.06661792,-118.2476702,30538,Los Angeles,CA,26157,0.94,Low
4523,40.67018345,-73.9954453,19924,New York,NY,65553,12.33,Low
4524,40.73074771,-74.05407182,11028,New York,NY,23010,13.19,Low
4525,29.75840004,-95.34512405,34663,Houston,TX,97994,1.95,High
4526,34.09303934,-118.25119,10536,Los Angeles,CA,92689,19.29,Low
4527,41.82820959,-87.63018951,12176,Chicago,IL,17673,17.3,High
4528,40.75033926,-73.98413654,34509,New York,NY,78627,5.1,Medium
4529,41.87570892,-87.63836383,2012,Chicago,IL,10873,7.52,High
4530,34.00670436,-118.2211095,47768,Los Angeles,CA,78325,5.06,High
4531,29.73835533,-95.40400405,23147,Houston,TX,26634,10,Medium
4532,25.79513343,-80.15540768,10328,Miami,FL,58193,15.75,High
4533,25.73055289,-80.14192941,36031,Miami,FL,89917,1.76,High
4534,40.76097339,-73.96418246,35748,New York,NY,11488,0.29,Medium
4535,29.71090706,-95.34541905,32703,Houston,TX,61048,19.95,Medium
4536,34.05477896,-118.2088195,48713,Los Angeles,CA,12898,13.6,Medium
4537,29.71506737,-95.38777099,40603,Houston,TX,27909,16.93,Medium
4538,25.76536734,-80.19171377,38338,Miami,FL,96813,4.42,High
4539,29.78413316,-95.33591034,15095,Houston,TX,81092,8.58,High
4540,34.05502764,-118.2039107,2810,Los Angeles,CA,68016,9,Low
4541,25.7296608,-80.19556343,26983,Miami,FL,26855,7.79,High
4542,34.03349722,-118.2428979,42607,Los Angeles,CA,76552,6.13,Medium
4543,29.77814761,-95.39944889,5392,Houston,TX,60208,2.32,Low
4544,29.72274432,-95.36789065,21332,Houston,TX,90237,18.15,Medium
4545,41.92037642,-87.58066588,18316,Chicago,IL,82041,13.38,High
4546,34.01193062,-118.2742749,46338,Los Angeles,CA,37610,8.24,Medium
4547,25.73253388,-80.15007069,33273,Miami,FL,27021,6.67,Low
4548,29.8034647,-95.41795726,48635,Houston,TX,86715,4.37,High
4549,29.73156216,-95.36327436,29336,Houston,TX,16215,11.88,Medium
4550,40.72134432,-74.04477319,48515,New York,NY,80850,0.37,Low
4551,29.75725573,-95.32833759,24833,Houston,TX,49474,1.31,High
4552,40.70132691,-73.97130332,15268,New York,NY,58757,10.46,Low
4553,40.73297248,-74.03102926,48229,New York,NY,81803,3,Low
4554,40.70762877,-73.98721283,36881,New York,NY,84825,14.7,High
4555,25.72112908,-80.20860797,37200,Miami,FL,38518,6.24,Low
4556,40.71708975,-74.03523498,40866,New York,NY,88536,16.76,High
4557,34.02881139,-118.2587097,42882,Los Angeles,CA,56001,15.37,High
4558,25.7557778,-80.17718122,42791,Miami,FL,48042,3.49,Medium
4559,34.00773672,-118.2131368,9219,Los Angeles,CA,89981,2.03,High
4560,29.71290969,-95.35786138,5139,Houston,TX,49425,19.96,High
4561,41.92682943,-87.59872072,11560,Chicago,IL,44669,16.28,Low
4562,40.66312602,-73.99730548,19258,New York,NY,72774,8.51,Low
4563,25.77854032,-80.19215186,28278,Miami,FL,65690,13.31,High
4564,34.02851529,-118.2053223,23885,Los Angeles,CA,98610,14.33,Medium
4565,40.74280144,-74.03947881,33698,New York,NY,66743,19.5,Medium
4566,41.91955285,-87.63627437,6933,Chicago,IL,64377,15.31,High
4567,25.80284419,-80.14730954,30042,Miami,FL,29161,5.52,Medium
4568,41.8548934,-87.65856322,7978,Chicago,IL,16865,11.61,High
4569,40.67164405,-74.05354103,1630,New York,NY,98644,7.45,Medium
4570,40.68665256,-73.98969832,6552,New York,NY,14138,10.39,Low
4571,41.90687184,-87.57999449,49293,Chicago,IL,31910,13.25,High
4572,34.00516956,-118.279099,10824,Los Angeles,CA,73262,14.68,High
4573,34.09773492,-118.2747399,46241,Los Angeles,CA,55226,16.84,High
4574,25.77419445,-80.21045865,15202,Miami,FL,86496,5.33,Low
4575,29.72651302,-95.38243924,25687,Houston,TX,57001,9.46,High
4576,25.74366524,-80.18846045,10239,Miami,FL,90755,7.78,High
4577,34.06362633,-118.1992202,11068,Los Angeles,CA,52635,5.68,High
4578,41.89740184,-87.58664403,48490,Chicago,IL,61756,7.36,High
4579,25.80480061,-80.22179796,44360,Miami,FL,71060,1.6,High
4580,41.85649862,-87.59852928,27139,Chicago,IL,94139,3.12,Medium
4581,40.70101126,-73.98796754,31962,New York,NY,39438,15.8,High
4582,34.08719926,-118.2783714,41954,Los Angeles,CA,57227,18.19,High
4583,41.87204134,-87.66788657,34835,Chicago,IL,50326,17.57,Low
4584,40.67610003,-74.00731874,48149,New York,NY,27473,1.02,Low
4585,25.72050676,-80.21487591,32702,Miami,FL,41759,9.51,High
4586,41.91623594,-87.61393213,39338,Chicago,IL,96177,15.19,High
4587,25.74196474,-80.17685331,34755,Miami,FL,97076,12.33,Low
4588,29.77998291,-95.39101158,22926,Houston,TX,23688,13.11,Low
4589,34.05525094,-118.2682526,28709,Los Angeles,CA,36967,4.98,Low
4590,41.85550018,-87.65895489,39610,Chicago,IL,59463,18.69,Low
4591,40.69163192,-74.01186243,20451,New York,NY,15487,9.56,Medium
4592,34.06400037,-118.2824858,38280,Los Angeles,CA,36943,0.91,Low
4593,34.013123,-118.2924574,30107,Los Angeles,CA,93429,8.04,Medium
4594,25.7676298,-80.21102186,37449,Miami,FL,46733,6.58,High
4595,34.0978289,-118.2536358,2152,Los Angeles,CA,64549,15.72,Medium
4596,34.0056434,-118.2575479,27150,Los Angeles,CA,78707,1.15,High
4597,40.72465879,-73.95714121,34030,New York,NY,54279,3.65,High
4598,25.80615658,-80.19407804,12114,Miami,FL,39800,15.83,Medium
4599,40.70736092,-73.99541514,16145,New York,NY,42970,16.26,Medium
4600,40.70518363,-73.9637494,18686,New York,NY,84260,2.95,Low
4601,34.00228876,-118.230848,14242,Los Angeles,CA,36710,18.58,Medium
4602,40.70427752,-73.99723426,38188,New York,NY,39357,19.67,Low
4603,34.03714231,-118.2394593,21298,Los Angeles,CA,72724,13.28,Low
4604,29.78504247,-95.39000451,46624,Houston,TX,74163,7.83,Medium
4605,25.76947609,-80.2208581,22129,Miami,FL,51033,15.53,Medium
4606,25.75440405,-80.23780183,43584,Miami,FL,51138,11.61,High
4607,25.74517612,-80.19682998,49935,Miami,FL,42248,14.77,High
4608,29.78255662,-95.36824994,24872,Houston,TX,54319,12.19,Low
4609,25.73289362,-80.19310965,46620,Miami,FL,75441,14.39,High
4610,34.01023175,-118.284002,2820,Los Angeles,CA,40690,15.03,Medium
4611,34.05488219,-118.2766107,34878,Los Angeles,CA,95078,16.8,Medium
4612,29.79338059,-95.36408994,31421,Houston,TX,95530,4.28,Medium
4613,25.76776499,-80.21318742,3288,Miami,FL,36585,19.89,High
4614,29.79405149,-95.36337847,47107,Houston,TX,41387,8.88,Medium
4615,29.78874704,-95.40330758,14233,Houston,TX,27540,7.98,Low
4616,34.0339057,-118.2468707,7570,Los Angeles,CA,80367,18.71,Medium
4617,41.91242847,-87.65899199,34655,Chicago,IL,74831,2.66,High
4618,40.76139343,-74.00852858,28655,New York,NY,92577,4.3,High
4619,25.76447201,-80.16487562,36289,Miami,FL,80105,14.92,Low
4620,34.10159656,-118.2385202,16176,Los Angeles,CA,87047,9.47,Low
4621,40.72013624,-73.96013306,11795,New York,NY,52417,6.54,High
4622,25.71921507,-80.23170394,39941,Miami,FL,59780,18.94,Medium
4623,34.02225648,-118.2165477,31529,Los Angeles,CA,35652,4.02,Low
4624,25.79873836,-80.16007657,13801,Miami,FL,83303,12.27,Low
4625,29.72162395,-95.37432889,25806,Houston,TX,18951,10.14,Medium
4626,29.78283751,-95.4000985,41757,Houston,TX,29041,19.7,High
4627,25.75405474,-80.1586087,15596,Miami,FL,53672,7.51,Low
4628,34.08080533,-118.2837323,16736,Los Angeles,CA,61238,9.05,Low
