customer_id,customer_satisfaction_score,customer_complaints,customer_feedback_score,technical_support_rating,has_contacted_support,churn_risk_score
3969,3.967,8,2,2,FALSE,0.291
3970,5.504,11,1,3,FALSE,0.255
3971,1.079,8,5,4,FALSE,0.675
3972,3.188,11,2,2,FALSE,0.975
3973,7.147,19,2,2,TRUE,0.857
3974,2.359,12,1,3,FALSE,0.268
3975,8.452,19,4,1,FALSE,0.575
3976,7.609,15,2,5,FALSE,0.26
3977,5.817,6,2,4,TRUE,0.887
3978,2.653,19,5,2,FALSE,0.377
3979,2.818,12,2,3,FALSE,0.469
3980,6.353,14,2,2,FALSE,0.737
3981,6.136,17,2,2,FALSE,0.792
3982,4.37,4,4,3,FALSE,0.713
3983,5.526,14,4,1,FALSE,0.274
3984,3.422,4,2,1,FALSE,0.75
3985,6.024,7,4,2,FALSE,0.839
3986,1.209,12,2,2,TRUE,0.643
3987,7.82,15,5,5,FALSE,0.428
3988,3.729,12,2,5,FALSE,0.118
3989,9.797,17,3,2,TRUE,0.237
3990,1.965,14,5,5,FALSE,0.819
3991,1.685,2,5,5,TRUE,0.368
3992,1.857,13,4,5,TRUE,0.392
3993,9.818,7,2,3,FALSE,0.331
3994,2.38,2,2,5,FALSE,0.598
3995,8.823,4,3,1,FALSE,0.004
3996,6.336,8,3,2,FALSE,0.606
3997,5.283,13,1,2,FALSE,0.091
3998,1.846,1,2,3,TRUE,0.443
3999,2.497,1,3,4,FALSE,0.462
4000,9.294,0,2,5,FALSE,0.702
4001,9.212,3,2,5,FALSE,0.135
4002,1.593,1,4,5,TRUE,0.335
4003,6.479,10,1,3,FALSE,0.461
4004,7.247,17,4,3,FALSE,0.231
4005,5.841,5,1,2,TRUE,0.801
4006,3.344,10,5,4,FALSE,0.972
4007,3.773,17,4,4,FALSE,0.23
4008,7.199,19,5,3,FALSE,0.52
4009,4.209,17,2,2,TRUE,0.281
4010,1.664,0,2,4,FALSE,0.808
4011,4.822,17,3,2,FALSE,0.356
4012,8.317,17,1,5,FALSE,0.593
4013,9.661,11,2,1,FALSE,0.976
4014,3.864,7,1,2,FALSE,0.864
4015,5.584,5,3,5,TRUE,0.092
4016,1.475,14,5,2,TRUE,0.458
4017,6.348,18,3,3,TRUE,0.14
4018,5.258,17,1,1,FALSE,0.805
4019,9.8,3,4,4,FALSE,0.241
4020,1.646,10,2,2,TRUE,0.244
4021,1.449,6,4,5,FALSE,0.245
4022,7.416,16,4,4,TRUE,0.494
4023,4.505,8,1,1,FALSE,0.319
4024,2.996,1,5,5,FALSE,0.917
4025,2.194,3,5,3,FALSE,0.564
4026,9.034,7,5,5,FALSE,0.033
4027,9.394,7,2,3,FALSE,0.775
4028,5.392,1,1,1,FALSE,0.551
4029,3.318,14,3,4,FALSE,0.02
4030,3.468,11,1,2,FALSE,0.706
4031,3.773,1,5,3,FALSE,0.392
4032,1.333,18,5,1,FALSE,0.266
4033,6.876,6,3,1,FALSE,0.18
4034,6.624,17,5,4,TRUE,0.388
4035,8.278,17,2,3,FALSE,0.004
4036,9.942,5,1,2,FALSE,0.199
4037,8.838,9,2,2,FALSE,0.434
4038,8.887,7,4,2,FALSE,0.05
4039,4.419,9,3,5,TRUE,0.949
4040,1.984,0,4,3,TRUE,0.679
4041,7.839,19,2,3,FALSE,0.65
4042,2.978,11,3,1,FALSE,0.402
4043,8.997,3,5,1,TRUE,0.918
4044,8.918,6,3,2,TRUE,0.803
4045,7.868,8,4,2,FALSE,0.269
4046,8.118,7,4,3,FALSE,0.483
4047,2.615,13,4,2,FALSE,0.836
4048,2.258,14,4,4,FALSE,0.058
4049,4.943,18,2,1,TRUE,0.619
4050,9.369,5,2,3,FALSE,0.395
4051,7.972,17,3,5,FALSE,0.961
4052,9.975,6,5,1,FALSE,0.071
4053,6.67,0,1,3,TRUE,0.842
4054,4.086,7,1,1,TRUE,0.15
4055,2.383,2,5,2,FALSE,0.545
4056,5.857,2,5,2,TRUE,0.507
4057,3.682,18,5,3,FALSE,0.934
4058,6.178,17,1,2,FALSE,0.985
4059,9.258,12,1,4,FALSE,0.332
4060,3.711,2,4,2,FALSE,0.185
4061,4.414,19,1,3,FALSE,0.895
4062,7.444,18,3,2,TRUE,0.956
4063,2.298,4,3,3,TRUE,0.312
4064,3.801,0,2,2,FALSE,0.33
4065,8.153,15,3,5,FALSE,0.841
4066,9.326,17,2,2,FALSE,0.679
4067,2.252,12,3,2,TRUE,0.522
4068,5.715,2,1,2,FALSE,0.185
4069,1.92,5,3,1,TRUE,0.996
4070,1.244,5,4,4,TRUE,0.092
4071,2.661,10,4,4,FALSE,0.567
4072,8.053,18,2,3,TRUE,0.455
4073,3.312,17,1,2,TRUE,0.438
4074,3.798,13,4,2,FALSE,0.47
4075,7.533,6,3,3,TRUE,0.992
4076,9.562,7,4,1,FALSE,0.335
4077,8.035,14,5,2,FALSE,0.322
4078,5.741,16,1,3,FALSE,0.441
4079,9.504,5,4,5,FALSE,0.461
4080,5.005,6,2,4,FALSE,0.612
4081,9.291,10,2,2,TRUE,0.351
4082,1.493,3,2,4,TRUE,0.689
4083,3.556,17,5,3,FALSE,0.746
4084,9.597,3,4,5,FALSE,0.33
4085,4.022,0,3,2,FALSE,0.997
4086,1.886,16,4,3,FALSE,0.976
4087,1.176,15,1,1,TRUE,0.36
4088,2.123,12,5,1,FALSE,0.597
4089,7.067,8,4,4,FALSE,0.059
4090,8.921,19,1,1,FALSE,0.659
4091,5.367,14,4,1,FALSE,0.347
4092,6.825,0,5,5,FALSE,0.091
4093,7.927,15,2,1,TRUE,0.195
4094,8.494,2,5,2,FALSE,0.835
4095,4.758,11,4,5,FALSE,0.497
4096,7.661,8,5,4,FALSE,0.786
4097,8.222,8,1,2,FALSE,0.255
4098,3.289,5,5,1,TRUE,0.576
4099,8.307,14,2,5,TRUE,0.198
4100,5.52,3,3,2,FALSE,0.953
4101,1.307,10,2,5,TRUE,0.521
4102,2.598,17,1,4,FALSE,0.376
4103,6.018,9,2,3,TRUE,0.629
4104,3.889,17,4,3,FALSE,0.334
4105,2.655,11,2,5,FALSE,0.553
4106,6.085,6,1,1,FALSE,0.998
4107,9.708,5,3,4,FALSE,0.128
4108,3.169,14,2,2,FALSE,0.559
4109,7.173,8,2,5,FALSE,0.239
4110,7.246,12,4,5,TRUE,0.459
4111,5.281,18,5,3,FALSE,0.851
4112,9.102,14,2,3,FALSE,0.124
4113,4.622,12,3,1,FALSE,0.642
4114,1.24,6,3,1,FALSE,0.263
4115,5.837,4,2,2,TRUE,0.11
4116,6.892,16,3,5,TRUE,0.472
4117,9.626,7,2,1,FALSE,0.784
4118,9.736,0,5,3,FALSE,0.241
4119,9.283,16,3,4,FALSE,0.186
4120,4.804,12,2,3,TRUE,0.953
4121,4.212,2,2,2,FALSE,0.848
4122,9.646,1,1,4,FALSE,0.42
4123,3.47,10,2,5,FALSE,0.855
4124,3.563,5,3,4,FALSE,0.786
4125,8.045,18,1,5,TRUE,0.155
4126,3.308,18,5,1,FALSE,0.199
4127,6.834,16,3,3,FALSE,0.183
4128,8.758,8,1,3,FALSE,0.719
4129,5.983,18,1,2,FALSE,0.436
4130,1.481,10,4,4,FALSE,0.764
4131,4.706,13,1,1,TRUE,0.812
4132,1.253,9,4,3,TRUE,0.752
4133,1.349,0,5,5,FALSE,0.461
4134,5.995,11,4,4,TRUE,0.694
4135,4.986,7,4,4,FALSE,0.652
4136,4.771,6,3,4,FALSE,0.784
4137,6.202,2,2,2,FALSE,0.025
4138,9.156,4,3,4,TRUE,0.284
4139,6.932,2,3,4,TRUE,0.383
4140,1.535,11,5,3,TRUE,0.715
4141,6.274,3,5,3,FALSE,0.611
4142,9.082,7,3,4,FALSE,0.863
4143,2.379,14,1,2,FALSE,0.235
4144,2.011,3,2,1,FALSE,0.896
4145,3.432,12,5,5,TRUE,0.522
4146,6.096,17,5,3,FALSE,0.114
4147,2.398,6,3,2,FALSE,0.473
4148,2.605,14,5,1,FALSE,0.116
4149,1.544,12,5,5,FALSE,0.082
4150,3.529,4,5,1,TRUE,0.663
4151,9.847,3,2,2,FALSE,0.384
4152,7.82,15,1,3,FALSE,0.09
4153,6.964,8,5,1,FALSE,0.885
4154,1.57,9,3,1,FALSE,0.252
4155,8.44,13,1,2,FALSE,0.456
4156,6.363,10,4,1,FALSE,0.143
4157,5.877,17,2,5,TRUE,0.193
4158,5.681,11,2,3,FALSE,0.527
4159,4.676,1,4,1,FALSE,0.138
4160,2.993,17,3,1,TRUE,0.072
4161,1.236,2,4,4,TRUE,0.624
4162,3.619,0,5,3,FALSE,0.396
4163,6.259,10,2,5,FALSE,0.625
4164,1.05,1,3,4,FALSE,0.424
4165,4.032,14,1,5,TRUE,0.808
4166,2.627,13,5,2,FALSE,0.199
4167,6.665,0,2,3,FALSE,0.924
4168,4.807,8,2,4,FALSE,0.677
4169,7.036,3,1,4,FALSE,0.448
4170,8.306,11,5,5,FALSE,0.104
4171,4.163,2,2,3,FALSE,0.846
4172,5.373,4,2,2,TRUE,0.759
4173,5.779,8,2,3,FALSE,0.715
4174,9.12,8,1,5,FALSE,0.796
4175,4.808,3,4,1,FALSE,0.288
4176,7.535,12,5,3,FALSE,0.987
4177,7.859,0,2,2,FALSE,0.869
4178,1.067,12,2,2,TRUE,0.929
4179,8.105,11,4,2,FALSE,0.98
4180,6.133,10,1,5,TRUE,0.514
4181,9.327,13,2,3,FALSE,0.564
4182,1.641,12,3,4,FALSE,0.818
4183,8.506,7,5,2,TRUE,0.494
4184,2.424,9,5,2,FALSE,0.525
4185,5.617,17,1,1,TRUE,0.183
4186,8.302,7,1,5,FALSE,0.536
4187,9.789,14,2,3,TRUE,0.563
4188,5.152,2,4,3,FALSE,0.218
4189,2.181,7,1,4,TRUE,1
4190,1.621,6,2,3,TRUE,0.707
4191,3.207,1,4,4,FALSE,0.421
4192,9.724,5,3,5,FALSE,0.408
4193,3.234,9,4,5,TRUE,0.125
4194,2.057,12,5,5,FALSE,0.077
4195,3.037,19,5,1,FALSE,0.419
4196,9.985,15,1,1,FALSE,0.396
4197,2.878,12,2,2,TRUE,0.451
4198,4.489,16,4,1,FALSE,0.433
4199,3.23,16,5,2,FALSE,0.032
4200,4.734,12,2,2,TRUE,0.673
4201,7.55,19,3,4,TRUE,0.857
4202,5.525,0,2,4,FALSE,0.391
4203,7.809,3,2,3,FALSE,0.848
4204,2.739,4,3,2,TRUE,0.08
4205,5.375,11,3,5,FALSE,0.704
4206,4.199,12,5,2,FALSE,0.792
4207,4.931,0,2,1,FALSE,0.234
4208,2.101,16,3,5,TRUE,0.275
4209,7.128,19,4,4,FALSE,0.359
4210,4.522,12,1,1,FALSE,0.385
4211,1.06,10,5,2,FALSE,0.523
4212,7.685,19,4,3,FALSE,0.966
4213,8.526,17,4,2,FALSE,0.222
4214,4.495,16,5,3,FALSE,0.276
4215,9.323,6,1,4,FALSE,0.313
4216,4.343,13,1,2,FALSE,0.912
4217,5.101,11,3,2,FALSE,0.204
4218,7.687,7,3,2,FALSE,0.334
4219,5.654,3,1,5,FALSE,0.891
4220,3.478,2,1,4,FALSE,0.937
4221,4.712,12,4,2,FALSE,0.464
4222,7.427,13,1,1,FALSE,0.379
4223,6.221,4,1,1,FALSE,0.43
4224,3.301,19,4,3,FALSE,0.157
4225,1.055,12,4,5,FALSE,0.907
4226,1.137,16,1,5,TRUE,0.065
4227,3.34,16,3,1,TRUE,0.22
4228,3.505,3,4,3,FALSE,0.637
4229,5.003,7,2,3,FALSE,0.906
4230,6.379,1,4,1,FALSE,0.416
4231,8.049,3,4,2,FALSE,0.148
4232,3.685,1,5,5,TRUE,0.202
4233,8.802,1,5,3,FALSE,0.349
4234,6.759,15,4,4,FALSE,0.297
4235,1.864,14,3,5,FALSE,0.461
4236,5.752,8,2,4,FALSE,0.394
4237,5.569,5,5,4,FALSE,0.956
4238,3.589,6,2,2,FALSE,0.688
4239,4.908,5,3,5,TRUE,0.408
4240,1.87,6,3,2,FALSE,0.466
4241,3.89,15,2,4,FALSE,0.823
4242,4.597,16,1,5,TRUE,0.662
4243,6.189,4,4,4,FALSE,0.679
4244,7.513,13,5,1,FALSE,0.369
4245,6.468,5,2,3,FALSE,0.922
4246,7.895,13,2,3,FALSE,0.715
4247,1.133,14,2,5,TRUE,0.962
4248,6.251,13,1,3,FALSE,0.823
4249,5.668,16,3,3,TRUE,0.154
4250,1.155,1,1,3,TRUE,0.034
4251,4.188,3,2,2,FALSE,0.315
4252,2.876,8,4,4,TRUE,0.06
4253,6.143,18,4,5,TRUE,0.868
4254,2.465,5,3,1,TRUE,0.067
4255,9.307,4,5,2,FALSE,0.385
4256,4.503,18,4,4,FALSE,0.141
4257,7.219,13,3,5,FALSE,0.35
4258,1.95,7,2,1,FALSE,0.572
4259,3.975,3,2,1,FALSE,0.53
4260,4.444,13,4,3,TRUE,0.915
4261,9.254,19,4,5,TRUE,0.361
4262,5.703,8,5,4,FALSE,0.628
4263,4.74,1,1,5,TRUE,0.197
4264,7.155,12,3,1,FALSE,0.473
4265,8.732,6,5,4,TRUE,0.747
4266,9.733,6,4,5,FALSE,0.748
4267,2.924,19,3,2,FALSE,0.826
4268,1.597,6,5,2,FALSE,0.562
4269,1.919,16,4,1,FALSE,0.288
4270,9.781,5,4,1,FALSE,0.39
4271,3.669,8,2,5,FALSE,0.12
4272,5.821,16,2,1,TRUE,0.245
4273,8.696,1,4,4,FALSE,0.37
4274,6.099,7,4,2,FALSE,0.685
4275,9.056,3,1,1,TRUE,0.262
4276,9.376,5,3,3,FALSE,0.45
4277,3.085,8,1,5,TRUE,0.046
4278,2.763,0,5,5,FALSE,0.256
4279,1.976,10,1,1,FALSE,0.062
4280,9.219,11,2,4,FALSE,0.898
4281,7.834,11,5,2,FALSE,0.633
4282,3.616,17,3,4,TRUE,0.705
4283,4.509,10,1,2,TRUE,0.352
4284,2.221,7,5,1,TRUE,0.343
4285,1.291,12,4,5,FALSE,0.825
4286,3.726,2,4,2,FALSE,0.307
4287,4.554,18,5,2,FALSE,0.81
4288,9.196,10,5,1,FALSE,0.116
4289,5.43,9,4,5,FALSE,0.096
4290,4.771,13,5,5,FALSE,0.602
4291,4.472,13,5,5,FALSE,0.869
4292,9.921,10,5,1,FALSE,0.093
4293,2.122,19,3,5,FALSE,0.604
4294,6.739,1,2,3,FALSE,0.426
4295,5.663,11,2,3,TRUE,0.843
4296,3.151,19,4,1,FALSE,0.845
4297,5.93,1,5,1,FALSE,0.771
4298,4.404,16,2,5,TRUE,0.514
4299,7.982,17,2,4,TRUE,0.822
4300,7.838,16,2,4,FALSE,0.945
4301,5.917,14,4,5,TRUE,0.346
4302,6.22,16,1,2,FALSE,0.562
4303,6.911,10,5,5,FALSE,0.502
4304,7.486,9,2,3,FALSE,0.623
4305,7.384,16,3,1,FALSE,0.164
4306,5.799,19,1,5,FALSE,0.614
4307,5.921,4,2,5,FALSE,0.791
4308,8.819,11,1,1,FALSE,0.712
4309,6.971,4,3,3,FALSE,0.469
4310,7.4,7,4,2,FALSE,0.629
4311,5.616,4,4,5,TRUE,0.244
4312,1.778,6,4,2,FALSE,0.748
4313,3.005,14,2,5,FALSE,0.529
4314,2.549,1,3,5,TRUE,0.65
4315,8.29,17,5,2,FALSE,0.886
4316,4.569,13,2,5,FALSE,0.833
4317,4.304,8,5,5,FALSE,0.647
4318,1.303,12,4,5,FALSE,0.996
4319,3.428,14,3,1,FALSE,0.911
4320,6.098,9,5,5,TRUE,0.106
4321,4.751,10,2,5,TRUE,0.545
4322,5.263,10,1,5,FALSE,0.852
4323,8.956,0,1,5,TRUE,0.811
4324,3.595,5,5,4,FALSE,0.102
4325,2.514,17,4,3,FALSE,0.815
4326,1.831,16,1,4,FALSE,0.194
4327,4.334,15,2,2,TRUE,0.604
4328,6.464,13,1,1,TRUE,0.536
4329,1.643,6,3,3,FALSE,0.345
4330,1.317,7,3,2,FALSE,0.104
4331,3.656,12,5,4,FALSE,0.261
4332,8.576,1,4,5,TRUE,0.787
4333,7.68,8,3,2,FALSE,0.698
4334,8.945,9,2,2,FALSE,0.63
4335,6.482,3,1,2,FALSE,0.321
4336,1.48,2,2,2,FALSE,0.011
4337,5.805,7,4,5,FALSE,0.858
4338,5.666,14,4,5,FALSE,0.356
4339,4.283,18,3,3,FALSE,0.638
4340,2.386,10,4,2,TRUE,0.475
4341,7.462,19,4,5,FALSE,0.538
4342,4.262,5,3,3,FALSE,0.109
4343,2.019,7,1,2,TRUE,0.785
4344,4.78,10,2,5,FALSE,0.075
4345,1.747,8,3,1,FALSE,0.338
4346,1.595,15,3,2,FALSE,0.614
4347,3.89,15,2,2,TRUE,0.915
4348,9.137,11,1,5,FALSE,0.498
4349,7.544,17,5,5,TRUE,0.816
4350,2.597,10,1,4,TRUE,0.793
4351,1.36,16,4,4,FALSE,0.289
4352,3.427,14,1,2,TRUE,0.578
4353,6.551,18,3,2,FALSE,0.788
4354,4.367,6,5,1,FALSE,0.699
4355,5.493,3,3,5,TRUE,0.821
4356,8.076,12,2,3,FALSE,0.917
4357,7.764,1,5,4,FALSE,0.39
4358,1.769,8,2,1,FALSE,0.573
4359,5.509,9,2,1,TRUE,0.694
4360,9.365,13,4,1,FALSE,0.441
4361,8.608,2,3,1,TRUE,0.552
4362,4.081,13,5,2,FALSE,0.068
4363,3.19,19,4,1,FALSE,0.553
4364,6.116,15,2,4,FALSE,0.123
4365,7.227,14,1,4,FALSE,0.134
4366,3.179,14,5,4,FALSE,0.766
4367,6.461,7,2,3,FALSE,0.993
4368,1.553,11,1,2,TRUE,0.739
4369,6.999,6,5,3,TRUE,0.726
4370,8.355,7,4,2,FALSE,0.351
4371,6.517,19,5,5,FALSE,0.656
4372,3.236,7,4,5,TRUE,0.38
4373,7.465,13,4,3,FALSE,0.71
4374,2.029,15,2,4,TRUE,0.891
4375,8.601,16,5,3,TRUE,0.238
4376,4.078,7,5,1,TRUE,0.738
4377,9.529,11,2,1,FALSE,0.667
4378,8.063,5,3,5,FALSE,0.046
4379,7.046,3,3,2,FALSE,0.73
4380,8.956,0,4,4,FALSE,0.186
4381,7.446,13,4,3,FALSE,0.082
4382,8.12,5,5,2,FALSE,0.955
4383,5.362,10,4,1,FALSE,0.043
4384,7.107,15,3,1,FALSE,0.74
4385,2.069,16,2,4,TRUE,0.771
4386,1.436,11,4,3,TRUE,0.42
4387,7.035,18,4,1,FALSE,0.717
4388,1.284,14,5,2,FALSE,0.524
4389,1.893,15,3,3,TRUE,0.646
4390,1.813,0,2,4,FALSE,0.408
4391,9.592,19,5,1,FALSE,0.801
4392,6.585,2,3,1,FALSE,0.511
4393,5.34,19,4,4,FALSE,0.961
4394,2.298,4,2,3,FALSE,0.556
4395,3.229,12,5,5,FALSE,0.825
4396,9.015,7,2,2,TRUE,0.161
4397,8.729,10,4,1,FALSE,0.132
4398,2.81,14,5,4,TRUE,0.288
4399,2.617,13,3,4,FALSE,0.896
4400,2.945,17,3,1,FALSE,0.201
4401,3.635,14,3,4,FALSE,0.538
4402,9.387,10,3,1,FALSE,0.479
4403,8.27,0,3,1,TRUE,0.907
4404,1.208,9,4,3,TRUE,0.002
4405,7.582,1,1,1,FALSE,0.239
4406,5.664,7,3,4,FALSE,0.169
4407,4.49,14,1,2,FALSE,0.391
4408,2.219,13,2,3,FALSE,0.851
4409,8.326,18,1,5,FALSE,0.226
4410,3.128,7,1,3,FALSE,0.594
4411,5.64,6,5,2,FALSE,0.761
4412,7.484,12,4,1,FALSE,0.555
4413,8.183,5,1,2,TRUE,0.906
4414,4.688,2,2,2,FALSE,0.844
4415,8.873,2,3,1,TRUE,0.572
4416,5.069,14,4,3,FALSE,0.843
4417,1.18,11,5,1,TRUE,0.655
4418,4.139,5,5,3,TRUE,0.518
4419,4.919,10,5,3,FALSE,0.534
4420,4.227,4,4,1,TRUE,0.624
4421,7.848,3,3,3,FALSE,0.638
4422,5.285,15,1,2,TRUE,0.992
4423,5.299,6,3,2,FALSE,0.045
4424,4.788,13,4,2,TRUE,0.084
4425,9.944,2,4,3,FALSE,0.788
4426,8.353,5,4,1,FALSE,0.881
4427,8.668,3,3,1,TRUE,0.269
4428,1.18,4,4,2,FALSE,0.418
4429,2.522,11,4,4,FALSE,0.726
4430,4.853,19,3,2,FALSE,0.872
4431,8.127,19,1,4,FALSE,0.728
4432,7.237,11,3,5,TRUE,0.121
4433,2.914,19,2,2,FALSE,0.281
4434,1.207,18,1,3,TRUE,0.887
4435,5.815,4,4,3,FALSE,0.654
4436,1.47,9,4,2,FALSE,0.989
4437,3.452,7,3,2,FALSE,0.663
4438,6.323,10,5,1,FALSE,0.543
4439,4.94,9,2,2,FALSE,0.44
4440,8.918,12,2,4,FALSE,0.665
4441,7.569,2,4,3,FALSE,0.256
4442,2.511,16,2,3,TRUE,0.261
4443,1.838,15,4,4,TRUE,0.268
4444,9.549,5,1,5,TRUE,0.397
4445,5.928,1,2,2,FALSE,0.529
4446,4.431,17,3,1,FALSE,0.219
4447,2.787,8,3,1,FALSE,0.472
4448,1.502,0,4,3,TRUE,0.232
4449,9.617,19,1,5,TRUE,0.24
4450,9.824,11,4,1,FALSE,0.742
4451,6.49,7,1,5,TRUE,0.905
4452,8.781,2,3,1,TRUE,0.105
4453,7.811,0,3,3,TRUE,0.453
4454,6.944,2,2,3,FALSE,0.119
4455,5.853,14,3,5,FALSE,0.793
4456,3,0,3,1,FALSE,0.015
4457,2.507,10,3,2,TRUE,0.16
4458,8.531,6,1,1,FALSE,0.843
4459,8.798,2,2,1,TRUE,0.43
4460,5.791,12,3,5,FALSE,0.324
4461,5.756,8,3,5,FALSE,0.861
4462,7.987,1,4,2,FALSE,0.039
4463,5.76,12,4,2,FALSE,0.045
4464,9.919,3,5,5,FALSE,0.643
4465,7.354,14,5,1,FALSE,0.01
4466,9.755,15,5,4,FALSE,0.323
4467,3.859,8,4,5,FALSE,0.385
4468,4.278,14,2,2,FALSE,0.688
4469,5.719,1,5,5,FALSE,0.483
4470,2.02,1,2,3,FALSE,0.699
4471,4.038,11,5,3,TRUE,0.341
4472,2.889,6,2,4,FALSE,0.359
4473,9.432,15,4,2,TRUE,0.629
4474,5.466,12,5,4,TRUE,0.659
4475,7.406,8,5,2,FALSE,0.111
4476,3.694,18,4,3,FALSE,0.477
4477,1.101,12,4,1,FALSE,0.529
4478,9.474,12,4,2,FALSE,0.478
4479,3.484,14,3,4,FALSE,0.146
4480,9.688,7,2,5,FALSE,0.216
4481,2.524,5,3,3,TRUE,0.716
4482,4.884,7,3,1,TRUE,0.574
4483,3.298,14,4,5,FALSE,0.139
4484,2.725,9,4,3,FALSE,0.01
4485,7.957,11,3,2,FALSE,0.716
4486,5.276,12,4,1,FALSE,0.532
4487,1.084,17,1,3,FALSE,0.976
4488,9.111,6,1,3,TRUE,0.445
4489,6.342,3,4,4,FALSE,0.586
4490,2.891,12,2,5,FALSE,0.852
4491,2.144,17,5,3,FALSE,0.378
4492,2.731,4,3,1,FALSE,0.136
4493,1.534,1,3,3,FALSE,0.374
4494,8.762,5,3,5,TRUE,0.839
4495,8.328,7,5,1,FALSE,0.594
4496,1.316,12,2,3,TRUE,0.287
4497,2.265,14,1,5,FALSE,0.177
4498,5.006,4,4,2,FALSE,0.519
4499,8.421,12,4,2,FALSE,0.677
4500,4.493,14,5,5,FALSE,0.144
4501,4.728,2,1,2,FALSE,0.806
4502,7.613,15,1,5,FALSE,0.08
4503,7.886,8,1,5,FALSE,0.192
4504,9.837,4,4,4,FALSE,0.114
4505,3.803,14,2,1,FALSE,0.825
4506,2.107,14,2,3,TRUE,0.546
4507,2.739,19,1,1,TRUE,0.177
4508,9.537,7,5,1,TRUE,0.362
4509,3.818,3,5,5,FALSE,0.644
4510,1.971,1,1,4,FALSE,0.82
4511,5.949,15,3,5,FALSE,0.446
4512,9.865,12,3,5,FALSE,0.187
4513,7.151,4,1,5,FALSE,0.512
4514,6.069,0,4,2,FALSE,0.682
4515,4.985,4,1,5,TRUE,0.319
4516,4.453,4,1,1,TRUE,0.92
4517,5.093,4,5,3,FALSE,0.803
4518,5.106,4,4,3,TRUE,0.532
4519,3.717,16,1,5,TRUE,0.617
4520,9.427,9,5,3,FALSE,0.266
4521,8.619,7,2,2,TRUE,0.069
4522,5.101,8,1,5,TRUE,0.826
4523,3.787,11,1,1,FALSE,0.99
4524,1.959,19,2,2,FALSE,0.316
4525,1.59,5,4,5,FALSE,0.831
4526,4.115,1,5,2,TRUE,0.211
4527,2.537,5,1,5,FALSE,0.359
4528,8.166,11,2,2,FALSE,0.93
4529,5.711,5,4,1,FALSE,0.849
4530,9.572,12,2,2,FALSE,0.377
4531,6.512,15,4,3,TRUE,0.097
4532,9.086,15,4,3,FALSE,0.224
4533,9.102,5,1,2,FALSE,0.42
4534,7.631,4,2,2,FALSE,0.771
4535,5.41,2,3,5,FALSE,0.395
4536,5.554,2,2,5,TRUE,0.003
4537,2.819,11,4,3,FALSE,0.884
4538,5.275,19,2,5,FALSE,0.878
4539,2.069,1,4,3,FALSE,0.189
4540,1.943,9,4,3,FALSE,0.204
4541,2.913,17,4,1,FALSE,0.789
4542,4.638,3,3,5,TRUE,0.728
4543,6.478,8,4,4,TRUE,0.903
4544,8.586,5,1,4,FALSE,0.309
4545,9.847,11,1,5,FALSE,0.2
4546,5.621,6,1,1,FALSE,0.409
4547,6.561,6,5,3,TRUE,0.009
4548,7.576,10,3,1,FALSE,0.56
4549,4.634,16,2,1,FALSE,0.754
4550,1.367,9,3,5,FALSE,0.279
4551,6.725,12,5,2,TRUE,0.919
4552,3.121,4,4,3,FALSE,0.648
4553,7.185,14,2,2,TRUE,0.724
4554,3.71,19,5,4,FALSE,0.574
4555,6.719,3,3,1,FALSE,0.672
4556,6.764,13,2,2,TRUE,0.047
4557,6.324,8,4,2,FALSE,0.43
4558,4.342,8,5,1,FALSE,0.423
4559,8.274,18,5,4,FALSE,0.289
4560,3.877,17,4,2,FALSE,0.673
4561,4.161,14,4,4,FALSE,0.687
4562,9.283,10,1,1,TRUE,0.321
4563,4.892,1,4,4,FALSE,0.986
4564,5.349,7,5,4,FALSE,0.985
4565,8.032,3,1,5,TRUE,0.408
4566,4.858,11,1,3,FALSE,0.956
4567,9.505,11,5,5,FALSE,0.858
4568,7.512,2,2,4,FALSE,0.239
4569,5.259,10,2,5,FALSE,0.793
4570,9.39,6,1,3,FALSE,0.653
4571,1.435,3,3,3,FALSE,0.322
4572,6.69,6,2,1,FALSE,0.752
4573,7.093,19,2,1,TRUE,0.127
4574,9.165,16,3,4,TRUE,0.732
4575,3.284,0,1,3,FALSE,0.768
4576,1.556,4,5,2,FALSE,0.018
4577,9.726,1,5,2,FALSE,0.505
4578,7.305,7,2,3,TRUE,0.533
4579,3.137,9,2,3,TRUE,0.447
4580,8.155,3,5,2,TRUE,0.207
4581,3.909,2,1,4,TRUE,0.564
4582,8.45,8,2,3,FALSE,0.922
4583,5.583,6,4,3,FALSE,0.546
4584,6.017,10,1,4,FALSE,0.354
4585,7.309,12,4,5,FALSE,0.319
4586,7.527,14,2,5,FALSE,0.959
4587,7.163,18,1,4,FALSE,0.788
4588,3.943,8,4,5,FALSE,0.231
4589,9.402,10,5,1,FALSE,0.952
4590,6.875,11,1,2,FALSE,0.444
4591,8.734,1,2,2,FALSE,0.599
4592,5.582,4,4,4,FALSE,0.015
4593,2.21,6,5,5,TRUE,0.541
4594,5.65,15,4,3,FALSE,0.08
4595,7.354,7,4,1,FALSE,0.257
4596,2.475,2,5,3,FALSE,0.838
4597,2.728,16,2,2,TRUE,0.777
4598,1.623,2,5,4,FALSE,0.509
4599,5.755,15,4,3,FALSE,0.392
4600,4.57,8,5,4,TRUE,0.699
4601,9.004,0,5,1,TRUE,0.251
4602,1.357,6,4,1,FALSE,0.379
