customer_id,internet_usage_gb,internet_speed_avg_mbps,latency_ms,weekend_data_ratio,peak_usage_hour
1964,64.99,40.857,96.23,0.86,14
1965,69.46,254.842,24.484,0.21,7
1966,287.59,5.354,154.914,0.84,0
1967,109.75,217.431,185.41,0.84,13
1968,155.49,240.593,189.52,0.6,0
1969,1.88,391.215,186.26,0.56,6
1970,177.91,361.007,126.124,0.46,21
1971,36.98,79.695,190.964,0.29,8
1972,138.6,54.154,142.825,0.32,7
1973,184.52,239.333,125.498,0.15,14
1974,165.28,325.334,71.688,0.85,15
1975,106.31,40.042,108.948,0.32,19
1976,287.01,35.883,14.253,0.41,1
1977,79.64,140.873,149.75,0.55,23
1978,125.42,372.988,159.096,0.78,18
1979,30.91,309.693,10.441,0.87,7
1980,190.88,150.055,35.949,0.66,2
1981,224.01,224.417,195.151,0.7,22
1982,43.35,44.275,51.493,0.79,23
1983,78.32,377.516,140.365,0.13,17
1984,259.56,373.298,26.687,0.82,11
1985,23.35,184.563,118.231,0.3,22
1986,269.92,36.672,110.49,0.86,14
1987,94.91,285.039,61.637,0.6,2
1988,106.29,227.411,102.597,0.64,10
1989,55.76,71.238,147.145,0.33,5
1990,248.79,395.546,136.349,0.34,9
1991,245.49,159.489,115.943,0.51,13
1992,221.22,313.57,157.607,0.73,16
1993,98.55,356.346,123.661,0.83,23
1994,256.83,113.719,28.352,0.32,10
1995,50.17,63.17,92.189,0.77,6
1996,63.93,18.452,180.234,0.36,17
1997,286.83,3.921,165.105,0.21,13
1998,219.46,122.63,83.826,0.73,3
1999,231.47,57.847,133.298,0.65,0
2000,117.65,260.375,155.822,0.35,23
2001,209.14,397.81,99.64,0.6,22
2002,197.34,333.809,11.949,0.73,10
2003,81.52,122.263,19.791,0.71,2
2004,198.72,124.541,133.094,0.55,1
2005,34.8,94.738,179.855,0.54,21
2006,271.75,163.918,99.056,0.25,14
2007,266.9,391.822,34.662,0.86,10
2008,146.99,44.086,92.032,0.47,6
2009,103.83,260.49,155.927,0.77,15
2010,273.24,185.311,121.341,0.47,1
2011,280.01,382.77,78.959,0.64,9
2012,164.12,230.769,177.946,0.73,9
2013,202.05,263.619,165.319,0.44,7
2014,196.95,253.523,48.937,0.45,14
2015,155.75,69.722,199.341,0.38,18
2016,112.47,187.418,68.754,0.11,11
2017,3.71,346.774,115.336,0.81,15
2018,245.56,333.73,33.702,0.1,16
2019,292.75,10.041,197.364,0.49,22
2020,149.93,8.014,51.53,0.4,5
2021,125.57,186.286,162.155,0.15,15
2022,196.5,206.558,124.432,0.43,2
2023,13.65,175.63,170.728,0.67,2
2024,297.77,96.717,131.582,0.58,10
2025,276.43,114.239,92.924,0.44,20
2026,76.38,349.13,171.222,0.75,21
2027,290.5,250.56,57.014,0.62,6
2028,101.43,214.204,36.05,0.62,23
2029,114.92,291.519,29.818,0.32,23
2030,272.56,279.201,81.579,0.82,14
2031,68.55,30.441,162.682,0.3,15
2032,80.16,157.897,186.039,0.38,13
2033,94.04,160.886,73.315,0.45,22
2034,73.72,316.322,130.555,0.14,13
2035,250.21,329.582,46.67,0.73,10
2036,200.17,291.934,178.469,0.82,21
2037,123.37,279.798,115.3,0.36,11
2038,222.83,30.729,45.994,0.47,19
2039,116.31,262.257,181.91,0.29,23
2040,76.61,219.496,68.008,0.11,14
2041,230.41,240.023,189.848,0.81,15
2042,62.4,180.782,159.796,0.38,2
2043,6.16,169.776,147.986,0.5,5
2044,116.47,48.806,12.578,0.65,17
2045,31.39,337.96,118.207,0.68,20
2046,254.28,31.638,160.762,0.58,18
2047,27.74,231.561,146.384,0.67,7
2048,284.34,335.25,21.294,0.32,22
2049,274.53,226.013,197.397,0.6,2
2050,1.28,99.527,105.757,0.78,18
2051,148.41,60.255,69.554,0.68,4
2052,253.63,110.696,20.423,0.19,14
2053,56.93,199.307,55.76,0.18,16
2054,75.25,354.472,171.069,0.22,7
2055,19.52,152.368,11.815,0.41,3
2056,211.88,138.001,101.706,0.31,15
2057,88.65,221.487,60.805,0.29,21
2058,239.17,6.219,189.852,0.14,11
2059,236.21,43.239,97.538,0.12,20
2060,85.49,285.94,37.536,0.19,16
2061,217.85,331.274,39.429,0.85,16
2062,53.58,258.839,145.569,0.32,6
2063,129.59,105.485,173.277,0.27,3
2064,273.15,217.257,142.803,0.79,3
2065,186.14,166.81,124.581,0.5,15
2066,85.77,117.853,83.584,0.27,22
2067,93.19,40.342,190.964,0.18,22
2068,51.56,327.201,154.136,0.53,16
2069,9.93,295.689,169.221,0.46,15
2070,11.36,163.048,183.634,0.19,8
2071,125.13,367.97,60.392,0.21,19
2072,250.97,147.138,191.404,0.76,7
2073,92.3,288.858,63.778,0.42,3
2074,34.21,343.425,194.829,0.59,19
2075,87.26,364.858,125.464,0.6,3
2076,68.26,159.919,83.022,0.47,20
2077,285.65,2.839,123.278,0.39,2
2078,139.64,109.886,158.047,0.68,16
2079,27.27,176.642,179.301,0.55,8
2080,261.44,213.546,131.243,0.29,14
2081,50.69,266.839,67.04,0.31,9
2082,160.8,190.597,184.728,0.29,15
2083,210.96,339.924,44.072,0.29,22
2084,298.2,333.873,104.629,0.69,12
2085,219.48,282.365,179.84,0.89,5
2086,196.14,278.236,84.608,0.13,5
2087,232.6,350.955,68.967,0.36,0
2088,268.57,61.171,88.247,0.3,16
2089,95,292.857,179.088,0.28,20
2090,37.48,307.021,97.29,0.85,3
2091,57.44,387.76,79.248,0.88,14
2092,25.19,265.907,134.065,0.51,13
2093,124.73,258.645,52.241,0.39,4
2094,72.47,350.176,95.962,0.15,22
2095,39.45,4.068,27.349,0.28,19
2096,219.92,227.893,122.761,0.32,22
2097,137.54,277.452,94.232,0.29,2
2098,299.32,133.1,140.957,0.25,8
2099,114.66,219.921,80.773,0.11,5
2100,81.54,118.672,76.59,0.81,23
2101,58.1,116.806,38.472,0.76,11
2102,232.38,194.665,156.415,0.16,17
2103,14.4,46.019,105.783,0.15,2
2104,147.89,386.212,97.827,0.8,14
2105,267.22,255.16,140.381,0.68,1
2106,129.25,52.432,145.665,0.49,17
2107,108.98,82.032,100.527,0.84,13
2108,70.53,341.776,130.592,0.41,10
2109,6.78,397.623,100.755,0.77,19
2110,60.31,391.734,137.191,0.63,11
2111,276.61,143.996,175.05,0.75,12
2112,68.37,351.363,112.402,0.61,4
2113,135.33,147.062,102.724,0.5,18
2114,145.25,265.9,53.529,0.13,1
2115,32.9,110.628,22.543,0.19,3
2116,170.81,260.494,177.343,0.14,20
2117,108.84,390.669,33.412,0.35,3
2118,183.74,181.689,76.635,0.11,13
2119,230.3,104.88,193.663,0.41,0
2120,45.94,33.604,160.82,0.59,4
2121,275.68,89.714,57.802,0.28,11
2122,103.78,100.432,26.458,0.65,8
2123,146.55,322.576,87.428,0.84,10
2124,258.3,97.5,79.423,0.78,5
2125,227.87,176.544,139.361,0.3,8
2126,32.01,93.242,178.745,0.69,13
2127,94.11,103.461,61.481,0.49,20
2128,43.33,370.383,172.537,0.21,2
2129,64.99,164.309,15.301,0.1,19
2130,83.87,265.694,140.514,0.84,14
2131,122.23,247.038,52.313,0.68,20
2132,86.81,51.249,72.348,0.18,16
2133,175.3,227.526,35.238,0.11,19
2134,116.04,358.084,127.071,0.73,17
2135,126.15,145.218,167.795,0.14,16
2136,263.09,95.563,193.477,0.29,22
2137,53.04,264.608,152.457,0.26,4
2138,22.4,196.707,68.543,0.25,23
2139,270.34,270.915,138.951,0.48,2
2140,98.76,327.936,183.729,0.28,19
2141,287.42,162.233,18.747,0.57,23
2142,113.57,16.857,163.134,0.69,8
2143,161.44,43.232,51.621,0.63,4
2144,269.15,302.152,133.414,0.35,4
2145,167.72,345.76,186.178,0.1,11
2146,222.5,211.984,97.011,0.2,3
2147,20.61,164.591,50.395,0.34,20
2148,223.55,90.179,102.595,0.64,7
2149,31.6,240.451,159.734,0.86,1
2150,265.58,100.888,122.34,0.89,7
2151,227.23,89.292,175.938,0.89,15
2152,71.85,383.83,194.861,0.11,14
2153,18.82,272.286,162.53,0.82,14
2154,204.3,305.372,23.313,0.57,8
2155,168.69,139.336,115.495,0.47,11
2156,20.06,349.89,176.756,0.88,19
2157,23.33,346.205,87.201,0.5,12
2158,34.6,322.351,23.744,0.26,2
2159,209.01,69.77,60.099,0.13,3
2160,282.1,125.326,88.379,0.52,9
2161,150.91,143.452,27.139,0.75,9
2162,269.68,364.372,102.061,0.5,10
2163,203.88,218.292,36.195,0.21,7
2164,13.5,267.443,192.893,0.89,6
2165,201.55,48.936,35.536,0.87,15
2166,104.56,358.925,135.558,0.83,23
2167,270.89,37.031,100.818,0.84,3
2168,160.28,226.115,9.285,0.28,7
2169,23.47,53.469,145.384,0.85,23
2170,204.32,89.391,85.171,0.52,21
2171,142.97,243.525,54.621,0.19,19
2172,207.09,74.03,100.916,0.3,2
2173,255.29,19.069,60.539,0.45,2
2174,0.62,77.099,157.158,0.11,17
2175,59.76,6.349,60.95,0.23,20
2176,117.77,178.691,174.441,0.44,23
2177,124.65,352.167,98.077,0.62,4
2178,118.03,139.08,138.767,0.41,22
2179,99.87,207.672,183.432,0.75,13
2180,6.44,97.001,79.305,0.45,17
2181,23.71,392.068,80.72,0.69,3
2182,275.71,364.388,56.75,0.69,17
2183,124.38,37.938,39.866,0.56,13
2184,195.84,256.955,191.357,0.74,5
2185,145.3,48.499,133.283,0.27,13
2186,192.04,256.867,116.798,0.29,9
2187,104.59,327.957,194.252,0.55,23
2188,292.97,246.173,46.943,0.65,3
2189,162.06,56.84,140.532,0.43,14
2190,44.02,280.236,196.465,0.76,6
2191,140.31,255.418,137.282,0.43,18
2192,46.42,217.826,165.563,0.33,4
2193,68.5,217.781,51.916,0.79,18
2194,276.09,331.005,88.059,0.76,0
2195,226.7,27.247,141.172,0.33,9
2196,178.66,46.985,181.827,0.33,9
2197,172.14,7.457,24.331,0.42,7
2198,84.91,390.914,14.631,0.5,18
2199,136.65,207.882,95.4,0.68,0
2200,205.75,306.818,167.4,0.65,9
2201,188.75,391.092,96.05,0.46,21
2202,108.76,203.087,70.409,0.2,1
2203,289.37,365.129,119.826,0.76,3
2204,171.36,379.347,39.94,0.21,5
2205,219,326.847,198.165,0.68,3
2206,190.01,46.808,133.837,0.1,14
2207,97.22,362.131,48.403,0.42,14
2208,116.57,44.981,138.685,0.82,17
2209,64.87,258.064,193.397,0.81,7
2210,240.53,325.23,80.185,0.4,8
2211,62.72,377.402,139.294,0.25,20
2212,63.34,65.734,88.819,0.22,21
2213,56.16,287.183,164.286,0.31,21
2214,73.71,359.526,116.032,0.35,17
2215,128.7,156.278,38.652,0.21,0
2216,274.69,21.07,68.676,0.66,6
2217,274.76,188.107,190.249,0.59,1
2218,137.74,222.468,56.079,0.83,18
2219,274.49,12.121,24.295,0.18,5
2220,225.45,338.421,89.923,0.58,16
2221,100.88,24.537,47.478,0.2,16
2222,261.44,60.451,136.375,0.43,5
2223,290.4,149.403,130.715,0.27,4
2224,219.29,210.879,74.934,0.15,10
2225,50.16,3.112,131.208,0.85,10
2226,102.26,393.316,181.16,0.74,18
2227,68.15,38.197,39.458,0.55,7
2228,120.48,390.097,100.361,0.65,0
2229,49.87,373.766,165.368,0.72,6
2230,185.31,373.78,16.481,0.8,17
2231,115.58,151.354,133.272,0.54,18
2232,24.29,326.504,56.41,0.44,18
2233,124.16,387.77,161.294,0.54,8
2234,34.24,53.791,116.57,0.29,20
2235,212.48,339.022,127.724,0.72,20
2236,154.99,247.925,18.69,0.84,14
2237,17.47,371.274,114.107,0.44,4
2238,42.22,140.072,36.576,0.37,4
2239,107.23,187.424,170.817,0.31,8
2240,215.09,373.065,131.434,0.18,21
2241,297.3,367.933,114.906,0.76,12
2242,180.42,103.14,23.388,0.58,15
2243,245.26,37.638,94.581,0.86,18
2244,292.26,374.746,178.634,0.7,0
2245,236.63,289.99,32.342,0.88,6
2246,6.85,9.609,127.39,0.11,10
2247,39.06,316.159,76.76,0.31,18
2248,42.07,138.586,59.125,0.1,21
2249,251.91,115.861,13.699,0.34,6
2250,251.55,194.741,105.33,0.48,8
2251,86.19,242.719,147.146,0.43,20
2252,279.73,356.732,159.154,0.53,12
2253,258.79,177.866,129.134,0.64,22
2254,288.69,185.255,18.506,0.73,13
2255,262.14,21.176,9.106,0.48,20
2256,199.99,219.365,82.945,0.21,5
2257,1.37,194.826,110.341,0.42,0
2258,45.54,297.044,81.215,0.34,7
2259,278.09,294.987,83.918,0.17,1
2260,232.72,371.32,35.558,0.65,20
2261,171.88,291.75,131.321,0.88,4
2262,293.93,311.949,109.369,0.53,16
2263,41.39,22.904,9.446,0.64,8
2264,293.94,14.141,113.226,0.79,3
2265,59.8,9.364,21.633,0.63,21
2266,148.44,144.502,111.804,0.34,21
2267,56.86,232.298,100.168,0.66,14
2268,116.19,282.28,191.697,0.31,16
2269,28.46,301.276,29.961,0.32,2
2270,288.49,120.301,145.807,0.14,12
2271,132.82,146.498,183.513,0.11,6
2272,169.04,318.362,56.261,0.42,2
2273,18.73,64.233,155.787,0.42,1
2274,272.14,57.039,78.275,0.2,7
2275,237.32,300.471,14.314,0.63,4
2276,234.3,81.745,38.718,0.79,9
2277,200.1,47.53,165.479,0.36,21
2278,286.95,190.683,61.159,0.52,21
2279,64.58,102.604,101.243,0.57,12
2280,252.94,181.741,96.393,0.53,16
2281,278.54,363.38,108.129,0.88,21
2282,142.54,16.298,159.209,0.83,1
2283,264.12,339.033,109.438,0.83,21
2284,52.48,153.312,68.578,0.44,5
2285,13.16,367.71,94.337,0.67,6
2286,74.75,226.966,60.402,0.59,1
2287,187.11,366.178,24.576,0.28,13
2288,37.63,345.803,37.439,0.36,21
2289,154.91,39.516,151.839,0.5,10
2290,23.41,36.926,9.509,0.78,15
2291,194.14,183.76,35.707,0.25,1
2292,44.99,208.691,175.225,0.75,6
2293,59.9,181.772,146.354,0.23,1
2294,141.25,201.393,184.957,0.74,19
2295,26.49,87.203,116.567,0.33,1
2296,129.72,20.953,159.119,0.38,23
2297,285.51,223.98,175.466,0.56,1
2298,154.44,195.433,120.131,0.34,20
2299,133.48,135.234,103.987,0.47,22
2300,284.75,262.108,147.514,0.84,6
2301,81.5,327.251,161.439,0.22,19
2302,5.78,294.873,25.141,0.3,22
2303,54.97,165.404,18.204,0.84,2
2304,63.26,224.709,98.637,0.85,22
2305,81.42,228.554,186.96,0.79,13
2306,199.23,12.83,139.978,0.16,15
2307,235.97,84.811,32.507,0.36,9
2308,24.32,248.844,72.336,0.66,9
2309,257.19,301.906,166.851,0.84,20
2310,282.31,28.59,185.497,0.16,7
2311,185.59,375.403,37.78,0.47,11
2312,259.76,97.431,199.807,0.39,11
2313,252.43,107.218,169.05,0.46,6
2314,61.2,47.262,198.532,0.53,20
2315,133.19,229.153,90.169,0.48,3
2316,46.74,198.51,136.323,0.62,23
2317,266.9,56.676,127.828,0.83,13
2318,285.43,115.903,8.386,0.6,2
2319,246.76,346.258,156.334,0.42,7
2320,240.24,214.976,177.253,0.26,7
2321,233.35,267.113,196.145,0.56,15
2322,275.11,339.785,117.591,0.49,18
2323,269.73,136.192,115.617,0.81,0
2324,182.53,102.6,179.126,0.62,22
2325,27.02,380.482,171.036,0.37,16
2326,38.69,76.66,113.405,0.78,8
2327,41.09,356.037,48.519,0.11,17
2328,50.26,294.41,112.373,0.71,16
2329,233.86,19.453,23.282,0.65,15
2330,119.56,346.671,44.523,0.39,8
2331,245.55,71.126,125.058,0.11,14
2332,200.55,248.148,137.094,0.63,15
2333,32.37,351.641,55.56,0.15,0
2334,5.69,130.967,11.821,0.64,3
2335,9.56,45.689,147.879,0.73,19
2336,73.63,362.916,173.822,0.16,0
2337,295.98,218.607,38.091,0.55,2
2338,184.7,164.448,125.024,0.78,12
2339,233.41,71.619,39.629,0.79,11
2340,241.08,76.303,151.528,0.48,15
2341,211.72,46.14,139.959,0.51,9
2342,194.27,378.515,63.221,0.88,22
2343,187.84,254.276,23.336,0.25,4
2344,235.36,351.326,123.566,0.62,19
2345,26.81,133.884,53.08,0.15,23
2346,255.41,303.708,185.22,0.52,12
2347,94.26,262.673,92.355,0.81,16
2348,275.88,5.116,85.268,0.42,0
2349,214.15,265.615,50.099,0.79,15
2350,54.72,375.256,15.902,0.63,23
2351,59.92,271.129,6.164,0.18,17
2352,18.09,219.622,66.268,0.53,13
2353,297.16,346.775,9.15,0.42,0
2354,165.49,177.184,48.901,0.25,3
2355,262.12,377.253,126.109,0.82,20
2356,235.42,212.012,168.851,0.54,3
2357,240.6,23.297,85.503,0.22,15
2358,195.17,61.282,90.36,0.74,7
2359,298.26,115.645,46.824,0.43,5
2360,281.05,268.166,12.428,0.52,10
2361,278.6,323.085,164.402,0.1,12
2362,274.94,138.56,113.414,0.64,14
2363,256.72,72.823,65.414,0.73,19
2364,130.92,51.652,194.669,0.9,21
2365,185.92,224.57,90.722,0.73,0
2366,153.11,88.893,26.442,0.5,14
2367,45.92,340.83,74.819,0.56,23
2368,164,125.422,73.56,0.37,16
2369,147.3,310.018,67.508,0.62,8
2370,4.54,31.311,26.407,0.78,23
2371,251.16,218.351,49.993,0.88,15
2372,78.54,68.961,161.226,0.58,21
2373,230.28,9.742,97.528,0.89,18
2374,21.93,73.721,51.044,0.44,12
2375,153.91,98.357,28.314,0.86,21
2376,274.35,253.515,20.478,0.28,2
2377,278.83,51.261,193.391,0.5,8
2378,287.88,82.65,60.903,0.61,17
2379,21.82,173.769,148.306,0.47,10
2380,208.31,376.738,137.431,0.37,0
2381,62.56,251.346,148.987,0.5,19
2382,293.17,65.323,135.053,0.71,5
2383,83.62,331.766,59.721,0.46,16
2384,155.47,180.278,81.286,0.11,14
2385,192.02,88.136,105.208,0.71,8
2386,287.06,49.806,71.049,0.82,5
2387,242.53,15.921,45.278,0.71,2
2388,244.7,79.23,36.059,0.51,13
2389,51.57,13.044,70.218,0.34,6
2390,54.03,53.331,64.042,0.87,23
2391,295.94,4.086,198.906,0.59,13
2392,210.87,375.044,27.722,0.58,11
2393,299.73,354.829,177.733,0.31,0
2394,79.21,229.644,68.882,0.32,8
2395,229.72,363.276,98.511,0.2,7
2396,18.49,112.368,163.713,0.24,16
2397,85.86,290.634,109.548,0.6,10
2398,290.45,395.84,10.318,0.11,14
2399,256.76,68.616,118.184,0.29,14
2400,261.91,300.317,196.617,0.45,13
2401,117.88,381.441,184.809,0.61,10
2402,190.34,28.35,198.815,0.44,17
2403,204.38,371.254,129.072,0.89,20
2404,184.55,101.581,110.543,0.68,23
2405,106.4,336.076,190.226,0.31,13
2406,229.51,264.72,95.948,0.87,5
2407,169.82,12.228,14.629,0.81,23
2408,258.69,256.99,110.166,0.4,7
2409,55.83,89.511,151.803,0.15,5
2410,87.97,215.962,133.78,0.85,18
2411,141.83,74.432,99.069,0.42,2
2412,52.33,323.134,137.11,0.51,4
2413,297,258.706,133.922,0.15,2
2414,167.96,119.293,30.52,0.86,14
2415,70.25,315.105,198.432,0.39,7
2416,147.29,15.319,23.197,0.42,4
2417,219.47,265.451,168.145,0.69,5
2418,147.88,356.856,5.395,0.65,7
2419,288.4,186.514,20.663,0.14,11
2420,114.87,227.025,125.968,0.38,3
2421,54.1,78.602,6.656,0.24,4
2422,27.51,322.587,56.121,0.39,17
2423,116.81,103.995,54.623,0.4,3
2424,9.89,312.358,17.268,0.71,19
2425,241.2,280.15,101.046,0.45,7
2426,64.17,49.292,178.998,0.68,20
2427,280.73,204.636,61.421,0.24,16
2428,70.46,109.991,93.626,0.17,0
2429,193.29,362.11,146.355,0.66,17
2430,225.17,162.242,51.146,0.12,17
2431,265.11,242.015,180.952,0.62,15
2432,147.32,293.027,106.128,0.73,15
2433,9.83,44.633,73.47,0.51,3
2434,157.61,79.055,40.822,0.35,7
2435,52.41,114.025,185.181,0.22,23
2436,251,206.399,81.398,0.83,0
2437,293.22,24.281,184.638,0.29,0
2438,51.53,363.409,157.619,0.52,15
2439,297.32,38.216,121.752,0.65,22
2440,86.65,41.427,135.037,0.5,12
2441,209.32,21.898,100.429,0.79,2
2442,276.66,62.206,91.483,0.44,5
2443,205.9,282.742,37.331,0.69,23
2444,153.16,388.956,134.354,0.61,11
2445,14.96,81.879,167.857,0.49,9
2446,291.96,40.343,170.823,0.5,16
2447,180.98,198.704,115.725,0.59,0
2448,271.91,108.687,136.778,0.44,11
2449,91.52,126.311,135.655,0.7,22
2450,11.48,56.196,30.337,0.47,1
2451,185.73,320.769,167.493,0.69,15
2452,29.42,162.163,100.697,0.33,11
2453,16.08,40.43,124.652,0.8,4
2454,14.66,362.178,28.355,0.49,16
2455,138.91,207.479,9.93,0.8,9
2456,175.68,169.228,45.082,0.25,4
2457,66.28,117.525,25.367,0.29,14
2458,143.46,130.575,194.327,0.49,6
2459,266.13,157.378,185.328,0.86,10
2460,44.79,325.576,59.604,0.7,22
2461,6.38,350.814,49.673,0.25,22
2462,5.58,266.83,30.085,0.54,2
2463,94.33,81.574,94.462,0.61,6
2464,227.31,206.953,183.577,0.41,1
2465,52.76,86.551,169.673,0.79,3
2466,54.85,74.992,53.499,0.41,13
2467,101.88,82.7,45.15,0.11,20
2468,97.42,139.891,198.146,0.52,22
2469,73.66,23.142,177.387,0.12,1
2470,279.98,146.674,92.486,0.67,3
2471,123.61,181.085,154.089,0.17,1
2472,81.14,264.98,91.915,0.39,11
2473,196.68,76.998,161.276,0.34,8
2474,137.53,327.256,166.142,0.12,13
2475,92.49,231.523,99.524,0.58,14
2476,84.74,140.408,46.123,0.16,12
2477,171.05,294.839,89.942,0.28,2
2478,268.55,258.444,83.376,0.69,4
2479,178.84,33.046,145.203,0.48,22
2480,281.33,65.771,184.282,0.13,2
2481,233.75,96.314,78.014,0.56,2
2482,21.86,218.153,96.593,0.23,6
2483,128.27,183.335,176.863,0.16,0
2484,265.45,222.686,16.754,0.22,7
2485,52.37,268.753,25.489,0.76,5
2486,143.06,141.458,151.963,0.32,4
2487,206.87,261.801,58.731,0.33,16
2488,207.96,221.628,162.823,0.3,19
2489,70.08,287.385,17.26,0.21,18
2490,187.53,213.585,89.699,0.51,8
2491,197.85,145.606,47.532,0.35,21
2492,155.57,194.996,170.386,0.18,22
2493,7.41,121.107,19.464,0.2,13
2494,214.86,131.289,75.496,0.63,17
2495,202.03,346.036,92.947,0.69,22
2496,102.54,346.402,149.516,0.68,17
2497,272.4,27.307,111.981,0.56,5
2498,255.56,131.034,64.374,0.49,4
2499,296.43,236.515,137.174,0.57,13
2500,113.18,136.022,136.772,0.84,14
2501,7.21,149.995,105.694,0.43,18
2502,24.98,375.253,29.505,0.12,10
2503,217.61,6.194,147.543,0.55,16
2504,227.92,78.648,75.452,0.87,16
2505,245.58,264.18,169.624,0.34,14
2506,191.46,157.511,152.437,0.31,11
2507,175.61,186.111,32.508,0.79,0
2508,116.68,366.357,186.041,0.12,16
2509,137.8,14.685,102.282,0.61,5
2510,43.67,373.99,33.963,0.34,1
2511,245.99,43.068,199.803,0.16,6
2512,243.55,201.422,150.507,0.65,1
2513,185.05,140.742,195.092,0.14,3
2514,67.8,49.024,198.27,0.11,9
2515,240.56,189.25,104.485,0.74,3
2516,44.83,243.59,22.54,0.22,22
2517,42.64,372.298,11.552,0.84,22
2518,264.16,62.217,106.044,0.29,9
2519,27.77,258.566,137.416,0.77,6
2520,121.55,391.866,156.262,0.76,5
2521,109.26,39.582,56.417,0.34,8
2522,291.07,53.657,45.299,0.15,13
2523,59.9,25.059,77.577,0.87,18
2524,264.12,171.199,169.287,0.55,7
2525,100.57,49.843,89.73,0.11,18
2526,178.9,375.224,30.673,0.28,22
2527,64.71,125.879,43.545,0.85,1
2528,185.62,254.45,106.705,0.71,2
2529,177.46,90.078,104.852,0.28,15
2530,243.55,325.684,59.307,0.66,0
2531,135.6,256.653,58.602,0.27,9
2532,173.42,346.025,182.281,0.21,9
2533,205.78,195.511,28.042,0.24,3
2534,163.15,344.277,100.142,0.2,20
2535,265.76,128.964,132.261,0.11,20
2536,236.77,112.708,145.024,0.59,11
2537,191.4,224.483,52.842,0.1,0
2538,280.9,311.056,133.856,0.51,19
2539,83.33,229.243,146.876,0.27,7
2540,293.02,112.508,9.883,0.56,8
2541,30.91,260.612,159.66,0.87,3
2542,105.17,189.613,157.174,0.55,8
2543,24.76,154.835,22.017,0.15,23
2544,285.39,244.525,194.826,0.36,5
2545,102.62,209.824,166.709,0.7,13
2546,258.35,311.348,174.937,0.53,1
2547,73.14,88.387,95.51,0.21,12
2548,77.16,362.451,129.367,0.82,15
2549,254.03,32.718,56.802,0.52,1
2550,98.03,318.168,80.207,0.66,1
2551,235.81,128.032,159.558,0.52,8
2552,271.5,160.879,49.217,0.16,21
2553,267.96,290.513,180.375,0.62,1
2554,36.71,301.733,185.544,0.13,8
2555,73.67,160.479,192.029,0.78,1
2556,132.68,202.377,161.048,0.72,2
2557,220.88,237.713,157.091,0.22,3
2558,32.59,85.795,166.642,0.14,9
2559,226.08,392.485,124.135,0.36,21
2560,227.93,342.364,189.918,0.39,17
2561,108.31,134.277,77.173,0.58,22
2562,237.84,212.267,101.519,0.87,23
2563,31.38,86.437,42.998,0.55,1
2564,94.6,45.369,65.047,0.7,0
2565,77.57,187.808,17.273,0.62,15
2566,223.69,364.021,66.431,0.45,9
2567,208.95,131.935,194.695,0.68,4
2568,270.53,395.215,137.29,0.6,2
2569,53.74,32.043,179.397,0.62,23
2570,234.9,14.221,89.936,0.28,13
2571,154.18,390.03,17.644,0.83,17
2572,168.81,269.86,71.305,0.34,0
2573,270.12,377.269,110.908,0.25,5
2574,201.5,394.866,163.723,0.27,3
2575,165.86,283.842,57.991,0.14,22
2576,55,130.58,32.292,0.66,0
2577,261.78,388.523,74.596,0.57,20
2578,71.5,381.069,48.71,0.59,14
2579,216.6,289.739,71.59,0.34,10
2580,25.5,40.087,160.345,0.6,13
2581,146.63,364.847,33.451,0.57,22
2582,272.61,342.264,38.609,0.62,17
2583,44.6,90.081,166.685,0.87,18
2584,57.03,284.934,156.043,0.49,9
2585,159.63,330.558,102.458,0.17,15
2586,223.87,122.714,183.956,0.4,2
2587,60.93,337.746,127.355,0.72,3
2588,86.1,337.757,90.922,0.19,4
2589,189.85,158.341,53.083,0.39,2
2590,79.76,163.651,188.253,0.47,4
2591,8.9,140.308,73.549,0.42,15
2592,59.16,160.273,140.274,0.37,2
2593,134.43,309.855,15.701,0.83,21
2594,231.56,94.494,36.665,0.56,23
2595,288.03,242.833,177.929,0.54,19
2596,9.18,52.488,46.266,0.27,9
2597,99.31,298.732,108.023,0.21,14
2598,6.83,30.878,8.81,0.72,4
2599,232.34,318.366,181.966,0.18,4
2600,149.94,379.466,189.144,0.8,14
2601,299.95,325.623,36.384,0.57,3
2602,18.02,395.064,145.809,0.76,11
2603,199.83,22.977,74.661,0.36,7
2604,269.76,346.06,22.924,0.63,17
2605,250.94,197.881,180.581,0.52,7
2606,9.23,73.117,155.071,0.23,6
2607,212.81,64.071,104.425,0.74,5
2608,133.73,207.385,85.461,0.74,9
2609,87.05,389.683,62.948,0.84,7
2610,28.02,2.013,154.958,0.4,13
2611,47.13,368.228,97.894,0.22,21
2612,107.66,315.874,62.062,0.11,9
2613,129.06,98.853,13.536,0.88,11
2614,205.27,93.802,17.981,0.47,18
2615,34.39,195.91,185.471,0.52,16
2616,293.32,220.171,21.946,0.4,6
2617,34.58,115.618,77.576,0.89,0
2618,116.81,340.353,140.49,0.14,8
2619,168.17,106.237,32.756,0.74,2
2620,214.52,328.144,72.786,0.67,23
2621,173.49,156.632,57.509,0.62,3
2622,117.25,317.637,146.373,0.46,17
2623,271.39,167.564,124.134,0.81,7
2624,256.78,379.129,73.351,0.81,23
2625,85.25,1.584,63.849,0.51,14
2626,292.44,327.28,134.344,0.64,22
2627,282.26,113.709,167.862,0.4,0
