customer_id,device_type,num_devices_registered,device_age_months,network_generation,os_type,uses_5g,device_security_patch
3558,Tablet,4,3,4G,iOS,FALSE,Outdated
3559,Tablet,1,27,4G,iOS,FALSE,Up-to-date
3560,Smartphone,3,30,4G,Android,TRUE,Outdated
3561,Smartphone,2,4,5G,Android,TRUE,Outdated
3562,Smartphone,1,21,LTE,Android,FALSE,Outdated
3563,Smartphone,3,29,4G,iOS,FALSE,Up-to-date
3564,Smartphone,1,25,4G,Android,FALSE,Outdated
3565,Smartphone,2,20,5G,Android,FALSE,Outdated
3566,Smartphone,1,13,LTE,Other,FALSE,Up-to-date
3567,Smartphone,2,20,5G,iOS,FALSE,Up-to-date
3568,Feature Phone,4,20,LTE,Android,FALSE,Up-to-date
3569,Smartphone,3,35,4G,Android,FALSE,Outdated
3570,Smartphone,3,25,5G,iOS,TRUE,Outdated
3571,Smartphone,4,18,LTE,Other,FALSE,Up-to-date
3572,Smartphone,4,8,4G,iOS,TRUE,Outdated
3573,Smartphone,1,10,LTE,iOS,TRUE,Outdated
3574,Smartphone,3,5,4G,iOS,TRUE,Outdated
3575,Smartphone,4,1,5G,iOS,FALSE,Outdated
3576,Smartphone,3,8,4G,Android,FALSE,Outdated
3577,Feature Phone,1,23,LTE,Android,FALSE,Outdated
3578,Tablet,4,29,5G,Android,TRUE,Up-to-date
3579,Smartphone,4,34,4G,Other,FALSE,Up-to-date
3580,Smartwatch,4,15,4G,Android,FALSE,Outdated
3581,Smartwatch,4,7,4G,Android,FALSE,Outdated
3582,Smartphone,2,29,4G,Android,FALSE,Up-to-date
3583,Smartphone,3,3,4G,Android,FALSE,Up-to-date
3584,Smartphone,1,34,4G,Android,FALSE,Outdated
3585,Feature Phone,4,26,LTE,Android,FALSE,Outdated
3586,Smartphone,1,14,4G,Android,TRUE,Outdated
3587,Smartphone,4,13,LTE,iOS,FALSE,Up-to-date
3588,Feature Phone,4,29,4G,Android,FALSE,Up-to-date
3589,Smartphone,1,24,LTE,iOS,TRUE,Up-to-date
3590,Smartphone,4,26,4G,iOS,FALSE,Outdated
3591,Smartphone,4,36,5G,Android,FALSE,Outdated
3592,Smartphone,3,24,4G,Android,FALSE,Up-to-date
3593,Feature Phone,1,36,LTE,Android,FALSE,Up-to-date
3594,Smartphone,1,19,4G,iOS,FALSE,Up-to-date
3595,Smartphone,4,22,4G,Android,TRUE,Up-to-date
3596,Smartphone,3,17,LTE,Android,FALSE,Up-to-date
3597,Smartphone,4,9,4G,Android,FALSE,Outdated
3598,Feature Phone,4,0,4G,Android,FALSE,Up-to-date
3599,Smartphone,2,0,5G,iOS,FALSE,Outdated
3600,Smartphone,3,23,5G,Android,FALSE,Up-to-date
3601,Smartphone,3,0,4G,Android,FALSE,Up-to-date
3602,Smartphone,3,36,4G,Android,TRUE,Outdated
3603,Smartphone,4,30,4G,iOS,FALSE,Outdated
3604,Smartphone,2,1,4G,Android,FALSE,Up-to-date
3605,Smartphone,3,18,5G,Other,FALSE,Up-to-date
3606,Smartphone,2,26,5G,Android,TRUE,Outdated
3607,Smartphone,2,24,5G,Android,TRUE,Up-to-date
3608,Feature Phone,1,15,4G,Android,FALSE,Up-to-date
3609,Tablet,3,10,5G,Android,FALSE,Outdated
3610,Smartwatch,4,2,4G,iOS,FALSE,Up-to-date
3611,Feature Phone,1,12,LTE,iOS,FALSE,Outdated
3612,Smartphone,2,32,4G,Android,FALSE,Up-to-date
3613,Smartphone,2,35,4G,iOS,TRUE,Up-to-date
3614,Smartphone,1,17,LTE,Android,FALSE,Up-to-date
3615,Smartwatch,4,7,4G,Android,FALSE,Outdated
3616,Smartwatch,1,7,4G,Android,FALSE,Up-to-date
3617,Smartphone,4,9,4G,Other,FALSE,Outdated
3618,Feature Phone,4,30,LTE,Android,FALSE,Up-to-date
3619,Smartphone,4,4,LTE,Android,FALSE,Outdated
3620,Smartphone,1,26,5G,Android,TRUE,Outdated
3621,Smartphone,3,16,4G,iOS,TRUE,Up-to-date
3622,Smartphone,3,25,LTE,Android,TRUE,Up-to-date
3623,Smartphone,3,26,5G,iOS,FALSE,Outdated
3624,Smartphone,1,8,LTE,iOS,TRUE,Up-to-date
3625,Smartphone,4,4,4G,iOS,FALSE,Up-to-date
3626,Feature Phone,2,34,4G,Android,FALSE,Outdated
3627,Smartwatch,2,7,4G,iOS,FALSE,Up-to-date
3628,Tablet,2,29,4G,Android,TRUE,Outdated
3629,Smartphone,3,20,4G,Android,FALSE,Up-to-date
3630,Feature Phone,2,8,LTE,iOS,FALSE,Up-to-date
3631,Smartphone,1,11,5G,Android,FALSE,Up-to-date
3632,Smartphone,2,16,4G,Android,FALSE,Up-to-date
3633,Smartwatch,3,18,4G,iOS,FALSE,Outdated
3634,Smartphone,2,5,4G,Android,FALSE,Up-to-date
3635,Smartphone,3,0,5G,Android,TRUE,Up-to-date
3636,Smartphone,2,18,5G,Android,FALSE,Outdated
3637,Smartphone,2,5,5G,Android,FALSE,Outdated
3638,Smartphone,4,7,5G,Android,TRUE,Up-to-date
3639,Smartphone,1,1,5G,Android,FALSE,Up-to-date
3640,Smartphone,4,0,4G,iOS,TRUE,Up-to-date
3641,Smartwatch,1,19,4G,Android,TRUE,Up-to-date
3642,Feature Phone,3,25,LTE,iOS,FALSE,Outdated
3643,Smartphone,2,25,LTE,Other,FALSE,Outdated
3644,Smartphone,1,29,5G,Android,FALSE,Outdated
3645,Smartphone,4,18,LTE,Android,FALSE,Outdated
3646,Smartphone,4,17,LTE,iOS,FALSE,Up-to-date
3647,Tablet,2,34,LTE,Android,FALSE,Up-to-date
3648,Smartphone,1,2,4G,Android,FALSE,Outdated
3649,Smartphone,2,30,4G,Other,FALSE,Outdated
3650,Smartphone,1,16,LTE,iOS,FALSE,Up-to-date
3651,Smartphone,3,14,4G,iOS,FALSE,Outdated
3652,Smartphone,2,10,LTE,iOS,FALSE,Outdated
3653,Smartphone,1,10,4G,Android,FALSE,Outdated
3654,Tablet,1,11,4G,Android,FALSE,Up-to-date
3655,Smartphone,1,32,LTE,Android,FALSE,Outdated
3656,Feature Phone,4,17,4G,Android,FALSE,Up-to-date
3657,Smartphone,2,2,4G,Other,FALSE,Outdated
3658,Smartphone,2,30,4G,Android,FALSE,Up-to-date
3659,Smartphone,1,24,5G,Android,TRUE,Up-to-date
3660,Smartwatch,2,25,5G,Android,FALSE,Up-to-date
3661,Smartphone,2,26,4G,Android,TRUE,Outdated
3662,Smartphone,3,19,4G,Android,TRUE,Outdated
3663,Smartphone,4,20,4G,Android,TRUE,Up-to-date
3664,Smartwatch,2,5,4G,Android,FALSE,Outdated
3665,Tablet,4,32,4G,Android,FALSE,Outdated
3666,Smartphone,3,35,5G,iOS,FALSE,Outdated
3667,Tablet,2,29,4G,iOS,FALSE,Up-to-date
3668,Smartphone,1,36,4G,Other,FALSE,Outdated
3669,Smartphone,2,25,5G,iOS,TRUE,Outdated
3670,Feature Phone,2,14,4G,iOS,FALSE,Up-to-date
3671,Smartphone,3,23,4G,iOS,TRUE,Up-to-date
3672,Smartphone,4,12,4G,Android,FALSE,Up-to-date
3673,Smartphone,4,34,5G,iOS,FALSE,Outdated
3674,Smartphone,3,11,4G,iOS,FALSE,Outdated
3675,Smartphone,4,4,4G,Android,FALSE,Outdated
3676,Smartphone,4,11,5G,Android,TRUE,Up-to-date
3677,Feature Phone,1,15,LTE,iOS,FALSE,Up-to-date
3678,Feature Phone,2,12,LTE,Android,FALSE,Outdated
3679,Feature Phone,1,27,LTE,iOS,FALSE,Up-to-date
3680,Smartphone,2,27,4G,iOS,TRUE,Up-to-date
3681,Smartphone,4,10,4G,Android,TRUE,Up-to-date
3682,Smartwatch,3,22,5G,iOS,FALSE,Outdated
3683,Feature Phone,2,22,LTE,iOS,FALSE,Outdated
3684,Smartphone,4,29,5G,iOS,FALSE,Outdated
3685,Feature Phone,1,17,LTE,Android,FALSE,Up-to-date
3686,Smartwatch,4,16,5G,iOS,FALSE,Outdated
3687,Smartphone,4,36,4G,iOS,TRUE,Up-to-date
3688,Feature Phone,2,11,4G,iOS,FALSE,Up-to-date
3689,Smartphone,3,11,4G,Android,FALSE,Outdated
3690,Feature Phone,4,28,LTE,iOS,FALSE,Outdated
3691,Smartphone,4,20,5G,Android,FALSE,Up-to-date
3692,Tablet,3,31,LTE,Android,TRUE,Up-to-date
3693,Smartphone,4,27,5G,iOS,FALSE,Outdated
3694,Smartphone,4,2,4G,Android,FALSE,Outdated
3695,Tablet,3,28,LTE,iOS,FALSE,Outdated
3696,Smartphone,1,36,4G,Android,FALSE,Outdated
3697,Smartphone,4,3,LTE,iOS,TRUE,Outdated
3698,Smartphone,4,16,5G,iOS,FALSE,Up-to-date
3699,Smartphone,3,13,4G,Android,TRUE,Outdated
3700,Smartphone,2,30,LTE,Android,TRUE,Up-to-date
3701,Smartwatch,4,10,4G,Android,FALSE,Up-to-date
3702,Smartphone,3,29,5G,iOS,FALSE,Up-to-date
3703,Feature Phone,3,9,LTE,Android,FALSE,Outdated
3704,Feature Phone,1,20,LTE,Android,FALSE,Up-to-date
3705,Smartphone,2,24,4G,iOS,TRUE,Up-to-date
3706,Feature Phone,3,33,4G,iOS,FALSE,Up-to-date
3707,Smartphone,1,5,4G,Android,FALSE,Outdated
3708,Smartphone,2,33,5G,Android,FALSE,Outdated
3709,Smartphone,4,35,5G,Android,TRUE,Up-to-date
3710,Smartphone,2,4,4G,Android,FALSE,Up-to-date
3711,Smartphone,1,2,LTE,Android,FALSE,Up-to-date
3712,Feature Phone,3,21,4G,iOS,FALSE,Outdated
3713,Smartphone,2,24,4G,Android,FALSE,Outdated
3714,Smartphone,3,36,4G,Android,FALSE,Up-to-date
3715,Tablet,2,8,4G,Android,FALSE,Up-to-date
3716,Smartphone,1,8,LTE,iOS,TRUE,Up-to-date
3717,Smartwatch,3,32,5G,iOS,FALSE,Up-to-date
3718,Smartphone,4,19,5G,Android,FALSE,Outdated
3719,Smartphone,2,34,4G,Android,TRUE,Outdated
3720,Smartphone,3,7,5G,iOS,FALSE,Up-to-date
3721,Smartphone,4,3,5G,iOS,FALSE,Outdated
3722,Smartphone,2,30,4G,iOS,FALSE,Outdated
3723,Smartphone,3,31,LTE,iOS,FALSE,Up-to-date
3724,Smartphone,2,30,5G,iOS,FALSE,Up-to-date
3725,Smartphone,2,9,5G,iOS,FALSE,Outdated
3726,Smartphone,3,36,4G,Android,TRUE,Up-to-date
3727,Smartphone,1,15,5G,Android,TRUE,Outdated
3728,Smartphone,2,32,5G,iOS,TRUE,Outdated
3729,Smartphone,3,31,5G,Android,TRUE,Outdated
3730,Smartphone,1,27,LTE,Android,TRUE,Up-to-date
3731,Feature Phone,2,9,LTE,Android,FALSE,Outdated
3732,Smartphone,1,10,5G,Android,FALSE,Outdated
3733,Smartphone,1,20,4G,Android,TRUE,Outdated
3734,Feature Phone,4,34,LTE,iOS,FALSE,Up-to-date
3735,Smartphone,2,29,4G,iOS,FALSE,Up-to-date
3736,Smartphone,3,26,LTE,Android,FALSE,Outdated
3737,Smartphone,2,5,4G,iOS,TRUE,Outdated
3738,Smartphone,1,21,4G,Other,TRUE,Outdated
3739,Smartphone,2,0,LTE,iOS,FALSE,Outdated
3740,Smartphone,2,4,4G,iOS,FALSE,Outdated
3741,Smartphone,4,18,LTE,Android,TRUE,Outdated
3742,Smartphone,3,14,LTE,iOS,TRUE,Up-to-date
3743,Smartphone,4,22,4G,Android,TRUE,Outdated
3744,Smartphone,3,9,5G,iOS,FALSE,Outdated
3745,Smartphone,4,27,5G,iOS,FALSE,Up-to-date
3746,Smartphone,2,14,LTE,Android,FALSE,Up-to-date
3747,Smartphone,1,8,5G,iOS,TRUE,Up-to-date
3748,Smartphone,3,8,5G,Android,TRUE,Up-to-date
3749,Smartphone,1,4,5G,Android,TRUE,Outdated
3750,Smartphone,3,20,LTE,iOS,FALSE,Up-to-date
3751,Smartphone,4,16,5G,iOS,FALSE,Outdated
3752,Smartphone,4,35,5G,Android,FALSE,Up-to-date
3753,Smartphone,4,22,5G,iOS,FALSE,Outdated
3754,Smartphone,4,1,LTE,iOS,TRUE,Up-to-date
3755,Smartphone,1,27,4G,Android,FALSE,Up-to-date
3756,Smartphone,4,16,4G,Android,FALSE,Up-to-date
3757,Tablet,1,5,4G,Other,FALSE,Outdated
3758,Smartphone,3,20,4G,iOS,FALSE,Outdated
3759,Smartphone,4,4,4G,Android,TRUE,Outdated
3760,Smartphone,3,28,5G,iOS,FALSE,Up-to-date
3761,Smartwatch,1,33,LTE,iOS,FALSE,Up-to-date
3762,Smartphone,4,25,LTE,Android,FALSE,Up-to-date
3763,Smartphone,1,9,4G,iOS,TRUE,Up-to-date
3764,Tablet,3,16,5G,Android,FALSE,Outdated
3765,Smartphone,1,17,5G,iOS,FALSE,Up-to-date
3766,Smartphone,3,4,5G,iOS,TRUE,Up-to-date
3767,Smartphone,2,32,4G,iOS,FALSE,Up-to-date
3768,Feature Phone,3,34,LTE,Android,FALSE,Up-to-date
3769,Feature Phone,3,20,LTE,Android,FALSE,Outdated
3770,Smartphone,3,33,4G,Other,TRUE,Outdated
3771,Smartwatch,2,35,5G,Android,FALSE,Outdated
3772,Smartphone,4,23,4G,Android,FALSE,Up-to-date
3773,Feature Phone,2,25,LTE,Android,FALSE,Outdated
3774,Smartphone,1,15,LTE,Android,FALSE,Up-to-date
3775,Smartphone,4,5,5G,iOS,TRUE,Outdated
3776,Smartphone,1,13,LTE,iOS,TRUE,Up-to-date
3777,Smartphone,1,7,4G,Other,TRUE,Up-to-date
3778,Smartphone,1,14,5G,Android,FALSE,Outdated
3779,Smartphone,2,22,LTE,iOS,FALSE,Up-to-date
3780,Smartphone,4,5,4G,Android,FALSE,Up-to-date
3781,Smartphone,2,25,LTE,Android,FALSE,Outdated
3782,Smartphone,4,30,5G,Other,FALSE,Up-to-date
3783,Tablet,4,10,LTE,Android,TRUE,Up-to-date
3784,Feature Phone,2,9,4G,Android,FALSE,Up-to-date
3785,Smartwatch,2,32,5G,Android,TRUE,Outdated
3786,Feature Phone,2,19,4G,iOS,FALSE,Up-to-date
3787,Smartphone,3,34,4G,iOS,FALSE,Outdated
3788,Feature Phone,2,5,4G,Android,FALSE,Up-to-date
3789,Smartphone,3,24,4G,iOS,FALSE,Up-to-date
3790,Tablet,3,6,4G,iOS,FALSE,Outdated
3791,Tablet,1,31,4G,Android,FALSE,Up-to-date
3792,Smartphone,3,21,LTE,Android,FALSE,Up-to-date
3793,Smartphone,2,35,4G,iOS,FALSE,Outdated
3794,Tablet,3,2,5G,Android,FALSE,Up-to-date
3795,Smartphone,4,16,4G,iOS,TRUE,Up-to-date
3796,Smartwatch,2,2,5G,Android,TRUE,Outdated
3797,Smartwatch,4,18,4G,iOS,TRUE,Outdated
3798,Smartphone,4,7,4G,iOS,FALSE,Up-to-date
3799,Smartphone,3,29,5G,iOS,TRUE,Up-to-date
3800,Smartphone,3,18,5G,Android,TRUE,Up-to-date
3801,Smartphone,2,4,5G,Android,TRUE,Up-to-date
3802,Smartphone,1,25,5G,Android,TRUE,Outdated
3803,Tablet,3,5,4G,iOS,TRUE,Outdated
3804,Smartphone,2,19,4G,Other,FALSE,Outdated
3805,Smartphone,2,12,LTE,Android,FALSE,Up-to-date
3806,Smartphone,1,3,5G,Android,TRUE,Outdated
3807,Tablet,3,16,5G,Android,FALSE,Outdated
3808,Smartwatch,1,33,5G,iOS,FALSE,Up-to-date
3809,Smartphone,3,36,4G,Android,FALSE,Outdated
3810,Smartphone,1,36,5G,iOS,FALSE,Outdated
3811,Smartphone,2,13,4G,Android,FALSE,Outdated
3812,Smartphone,3,17,5G,Android,FALSE,Outdated
3813,Smartphone,3,33,4G,Android,FALSE,Up-to-date
3814,Smartphone,2,18,4G,Android,FALSE,Outdated
3815,Smartphone,3,23,4G,iOS,TRUE,Outdated
3816,Smartphone,4,16,4G,iOS,FALSE,Outdated
3817,Smartphone,2,32,4G,iOS,FALSE,Up-to-date
3818,Tablet,1,23,LTE,iOS,FALSE,Outdated
3819,Smartphone,4,4,4G,Android,TRUE,Up-to-date
3820,Smartphone,2,12,4G,Android,FALSE,Outdated
3821,Smartphone,3,16,4G,iOS,FALSE,Outdated
3822,Feature Phone,3,2,LTE,Android,FALSE,Up-to-date
3823,Smartphone,4,24,4G,Other,FALSE,Up-to-date
3824,Smartphone,2,9,4G,Android,FALSE,Up-to-date
3825,Smartphone,3,15,4G,iOS,TRUE,Up-to-date
3826,Smartwatch,4,1,LTE,Android,TRUE,Up-to-date
3827,Smartphone,2,28,4G,Android,FALSE,Outdated
3828,Smartwatch,4,14,4G,Android,TRUE,Up-to-date
3829,Smartwatch,4,25,5G,Android,TRUE,Outdated
3830,Smartphone,3,10,5G,iOS,TRUE,Outdated
3831,Smartphone,2,27,4G,Android,FALSE,Outdated
3832,Smartphone,3,16,4G,Android,FALSE,Up-to-date
3833,Smartphone,2,7,4G,iOS,FALSE,Up-to-date
3834,Feature Phone,4,22,LTE,Android,FALSE,Outdated
3835,Smartphone,3,12,4G,iOS,FALSE,Outdated
3836,Smartphone,1,28,4G,Android,TRUE,Up-to-date
3837,Smartphone,2,26,4G,Android,TRUE,Up-to-date
3838,Smartwatch,2,30,LTE,Android,FALSE,Outdated
3839,Smartphone,2,11,4G,iOS,FALSE,Up-to-date
3840,Smartphone,4,21,5G,Android,FALSE,Outdated
3841,Smartphone,3,18,LTE,Other,FALSE,Outdated
3842,Smartphone,2,33,4G,Other,FALSE,Up-to-date
3843,Smartwatch,3,25,5G,Android,FALSE,Outdated
3844,Smartphone,2,30,5G,iOS,FALSE,Up-to-date
3845,Smartphone,1,19,LTE,Android,FALSE,Outdated
3846,Smartphone,4,33,4G,Android,TRUE,Outdated
3847,Tablet,1,17,LTE,Other,TRUE,Outdated
3848,Feature Phone,3,18,4G,iOS,FALSE,Outdated
3849,Smartphone,3,21,4G,iOS,FALSE,Outdated
3850,Tablet,2,5,5G,iOS,TRUE,Outdated
3851,Smartphone,3,33,4G,iOS,FALSE,Up-to-date
3852,Smartphone,3,35,4G,Android,TRUE,Up-to-date
3853,Smartphone,3,22,LTE,Android,TRUE,Up-to-date
3854,Smartphone,3,0,5G,Android,FALSE,Up-to-date
3855,Smartphone,1,0,4G,iOS,FALSE,Outdated
3856,Smartphone,4,4,LTE,Android,TRUE,Outdated
3857,Smartphone,2,33,5G,iOS,TRUE,Up-to-date
3858,Smartphone,3,29,4G,Android,FALSE,Up-to-date
3859,Smartphone,2,36,4G,iOS,FALSE,Up-to-date
3860,Feature Phone,2,26,LTE,Android,FALSE,Up-to-date
3861,Smartphone,3,10,LTE,Android,FALSE,Up-to-date
3862,Smartphone,3,29,4G,iOS,FALSE,Up-to-date
3863,Smartphone,3,7,LTE,iOS,FALSE,Outdated
3864,Smartphone,3,7,LTE,Android,TRUE,Up-to-date
3865,Smartphone,4,19,4G,Android,TRUE,Up-to-date
3866,Smartphone,2,36,5G,iOS,TRUE,Outdated
3867,Smartphone,3,19,5G,Android,FALSE,Up-to-date
3868,Smartphone,1,1,5G,iOS,FALSE,Outdated
3869,Smartphone,4,29,LTE,iOS,TRUE,Outdated
3870,Feature Phone,1,22,LTE,Android,FALSE,Up-to-date
3871,Smartphone,2,34,4G,Android,FALSE,Up-to-date
3872,Smartphone,3,14,LTE,iOS,FALSE,Up-to-date
3873,Smartphone,1,14,5G,Other,FALSE,Outdated
3874,Smartphone,3,7,4G,iOS,FALSE,Up-to-date
3875,Smartphone,2,10,LTE,Android,TRUE,Up-to-date
3876,Smartphone,4,2,4G,iOS,FALSE,Outdated
3877,Smartphone,1,30,5G,Android,FALSE,Outdated
3878,Tablet,1,34,4G,iOS,FALSE,Up-to-date
3879,Smartphone,2,36,4G,Android,TRUE,Up-to-date
3880,Smartphone,3,7,LTE,iOS,TRUE,Up-to-date
3881,Feature Phone,3,9,4G,Android,FALSE,Outdated
3882,Feature Phone,4,18,LTE,Android,FALSE,Up-to-date
3883,Smartphone,1,33,4G,Android,FALSE,Outdated
3884,Smartphone,3,20,5G,Android,TRUE,Outdated
3885,Feature Phone,3,23,4G,Android,FALSE,Up-to-date
3886,Smartphone,2,20,5G,Android,TRUE,Outdated
3887,Smartphone,3,5,4G,Android,TRUE,Up-to-date
3888,Tablet,2,10,4G,Android,TRUE,Outdated
3889,Smartphone,3,36,5G,iOS,TRUE,Outdated
3890,Smartphone,1,26,LTE,Android,TRUE,Up-to-date
3891,Smartphone,1,29,4G,iOS,FALSE,Outdated
3892,Tablet,4,24,5G,Android,FALSE,Up-to-date
3893,Smartphone,2,20,5G,Android,FALSE,Up-to-date
3894,Smartphone,3,7,4G,iOS,TRUE,Up-to-date
3895,Smartphone,4,21,4G,iOS,FALSE,Outdated
3896,Tablet,2,26,4G,iOS,FALSE,Outdated
3897,Smartphone,2,27,5G,Android,FALSE,Outdated
3898,Smartphone,2,24,4G,Android,FALSE,Up-to-date
3899,Smartphone,3,14,LTE,Android,FALSE,Up-to-date
3900,Tablet,4,24,4G,Android,TRUE,Outdated
3901,Smartphone,1,7,4G,Android,FALSE,Outdated
3902,Smartphone,1,33,5G,iOS,FALSE,Up-to-date
3903,Tablet,1,22,5G,iOS,FALSE,Outdated
3904,Smartphone,4,11,4G,iOS,FALSE,Up-to-date
3905,Smartphone,4,15,5G,Android,FALSE,Up-to-date
3906,Smartwatch,2,18,4G,iOS,TRUE,Outdated
3907,Smartwatch,3,5,LTE,iOS,TRUE,Up-to-date
3908,Smartphone,1,10,5G,Other,FALSE,Outdated
3909,Smartwatch,3,29,4G,iOS,FALSE,Up-to-date
3910,Smartphone,1,12,4G,Other,TRUE,Outdated
3911,Smartphone,3,3,5G,iOS,FALSE,Up-to-date
3912,Tablet,3,21,5G,iOS,FALSE,Outdated
3913,Smartphone,4,13,4G,Android,FALSE,Outdated
3914,Smartphone,3,29,4G,iOS,TRUE,Outdated
3915,Smartphone,1,30,LTE,Android,FALSE,Up-to-date
3916,Smartphone,2,5,4G,Android,FALSE,Outdated
3917,Smartwatch,4,18,4G,iOS,FALSE,Outdated
3918,Smartphone,3,5,LTE,iOS,FALSE,Outdated
3919,Feature Phone,3,1,4G,Android,FALSE,Up-to-date
3920,Smartphone,2,31,4G,iOS,FALSE,Outdated
3921,Smartphone,1,9,5G,iOS,TRUE,Outdated
3922,Smartphone,4,5,4G,iOS,TRUE,Up-to-date
3923,Smartphone,2,30,LTE,Android,FALSE,Outdated
3924,Smartphone,4,16,5G,Android,FALSE,Outdated
3925,Smartphone,1,21,4G,Android,FALSE,Up-to-date
3926,Smartphone,2,6,LTE,iOS,FALSE,Up-to-date
3927,Smartphone,2,20,5G,Android,FALSE,Up-to-date
3928,Smartphone,2,24,4G,iOS,FALSE,Up-to-date
3929,Tablet,4,30,4G,Android,TRUE,Outdated
3930,Smartphone,1,22,4G,iOS,FALSE,Outdated
3931,Feature Phone,1,24,LTE,iOS,FALSE,Up-to-date
3932,Smartwatch,1,16,4G,Android,FALSE,Outdated
3933,Tablet,3,22,4G,iOS,FALSE,Outdated
3934,Smartphone,4,4,4G,iOS,FALSE,Up-to-date
3935,Smartphone,4,27,4G,iOS,FALSE,Up-to-date
3936,Smartphone,4,25,5G,Android,TRUE,Up-to-date
3937,Tablet,1,12,4G,Android,TRUE,Outdated
3938,Smartphone,2,19,4G,Android,FALSE,Up-to-date
3939,Smartphone,2,30,5G,Other,FALSE,Up-to-date
3940,Smartphone,4,23,4G,Android,FALSE,Outdated
3941,Smartphone,2,9,4G,Android,FALSE,Outdated
3942,Feature Phone,2,27,4G,Android,FALSE,Outdated
3943,Smartphone,1,20,4G,Other,TRUE,Up-to-date
3944,Smartphone,3,14,4G,Android,TRUE,Outdated
3945,Smartphone,4,34,LTE,Android,FALSE,Outdated
3946,Tablet,4,0,5G,Android,FALSE,Up-to-date
3947,Smartphone,4,18,4G,Android,TRUE,Outdated
3948,Feature Phone,1,14,4G,iOS,FALSE,Up-to-date
3949,Smartwatch,4,21,4G,Android,FALSE,Outdated
3950,Smartphone,4,32,5G,Android,FALSE,Up-to-date
3951,Smartphone,4,35,5G,Android,FALSE,Up-to-date
3952,Smartphone,2,32,5G,Android,FALSE,Up-to-date
3953,Smartphone,4,33,5G,Android,TRUE,Up-to-date
3954,Smartphone,4,27,5G,iOS,FALSE,Up-to-date
3955,Smartphone,1,8,4G,Android,FALSE,Outdated
3956,Smartphone,4,16,4G,Android,TRUE,Outdated
3957,Smartwatch,1,14,4G,Android,FALSE,Outdated
3958,Smartphone,3,28,5G,Android,FALSE,Up-to-date
3959,Smartphone,3,11,4G,Android,TRUE,Outdated
3960,Smartphone,3,26,5G,iOS,FALSE,Outdated
3961,Tablet,4,31,LTE,Android,TRUE,Up-to-date
3962,Smartphone,4,21,4G,iOS,FALSE,Up-to-date
3963,Smartwatch,2,1,4G,Android,FALSE,Up-to-date
3964,Smartwatch,2,19,4G,iOS,TRUE,Outdated
3965,Smartphone,4,16,5G,iOS,TRUE,Outdated
3966,Smartphone,4,6,LTE,Android,FALSE,Outdated
3967,Smartphone,3,18,LTE,iOS,FALSE,Outdated
3968,Smartphone,1,25,4G,Other,TRUE,Up-to-date
3969,Tablet,1,16,LTE,Android,TRUE,Up-to-date
3970,Tablet,3,22,4G,Android,FALSE,Up-to-date
3971,Smartphone,2,19,4G,iOS,TRUE,Up-to-date
3972,Smartphone,4,1,LTE,iOS,TRUE,Up-to-date
3973,Smartphone,3,0,4G,Android,FALSE,Outdated
3974,Smartphone,1,27,5G,Android,FALSE,Outdated
3975,Smartphone,4,33,LTE,Android,FALSE,Outdated
3976,Smartphone,2,27,5G,Android,FALSE,Up-to-date
3977,Smartphone,2,26,4G,iOS,FALSE,Up-to-date
3978,Smartphone,4,4,LTE,Android,FALSE,Outdated
3979,Smartphone,4,31,LTE,iOS,TRUE,Outdated
3980,Smartphone,2,13,5G,iOS,FALSE,Outdated
3981,Smartphone,3,26,4G,iOS,FALSE,Up-to-date
3982,Smartphone,2,14,LTE,Android,TRUE,Outdated
3983,Smartwatch,1,9,4G,iOS,TRUE,Outdated
3984,Smartphone,3,12,5G,Android,FALSE,Up-to-date
3985,Smartphone,3,32,LTE,Android,FALSE,Up-to-date
3986,Smartphone,3,30,5G,Android,TRUE,Outdated
3987,Smartphone,3,20,5G,Android,TRUE,Up-to-date
3988,Smartphone,4,0,5G,Android,FALSE,Outdated
3989,Smartphone,2,5,4G,Android,FALSE,Up-to-date
3990,Smartphone,3,9,LTE,Android,FALSE,Up-to-date
3991,Smartphone,3,22,LTE,Android,FALSE,Up-to-date
3992,Smartphone,2,34,5G,Android,FALSE,Outdated
3993,Smartphone,3,10,LTE,Android,TRUE,Up-to-date
3994,Smartphone,1,20,5G,iOS,TRUE,Outdated
3995,Smartphone,3,26,4G,Android,TRUE,Outdated
3996,Smartphone,2,27,4G,Android,FALSE,Up-to-date
3997,Smartphone,3,16,LTE,Android,FALSE,Up-to-date
3998,Smartphone,1,23,4G,Android,FALSE,Outdated
3999,Smartphone,3,13,5G,Android,TRUE,Up-to-date
4000,Smartphone,3,20,4G,Other,TRUE,Up-to-date
4001,Tablet,3,35,LTE,Android,TRUE,Outdated
4002,Smartphone,2,1,5G,Android,FALSE,Up-to-date
4003,Smartphone,3,26,4G,Android,FALSE,Outdated
4004,Smartphone,4,25,4G,Android,FALSE,Up-to-date
4005,Smartphone,2,33,5G,iOS,FALSE,Up-to-date
4006,Smartphone,3,6,4G,Android,TRUE,Outdated
4007,Smartphone,1,17,5G,Android,TRUE,Up-to-date
4008,Smartphone,1,4,4G,Android,TRUE,Up-to-date
4009,Smartphone,1,5,5G,iOS,TRUE,Up-to-date
4010,Tablet,4,30,4G,Android,FALSE,Up-to-date
4011,Smartwatch,3,17,5G,iOS,FALSE,Up-to-date
