customer_id,monthly_online_purchases,avg_cart_value,most_purchased_category,ad_clicks_per_month,offer_response_rate,marketing_emails_opened,preferred_contact_channel
1421,39,50,Clothing,61,0.02,14,SMS
1422,2,226,Fast_Food,63,0.913,17,Phone
1423,7,395,Electronics,10,0.098,8,Phone
1424,11,382,Groceries,35,0.724,2,Email
1425,3,146,Entertainment,6,0.934,8,App
1426,34,142,Electronics,0,0.505,12,Phone
1427,27,229,Groceries,55,0.755,14,Phone
1428,19,213,Clothing,41,0.967,1,SMS
1429,36,14,Clothing,11,0.181,0,SMS
1430,9,155,Groceries,47,0.079,17,App
1431,11,503,Fast_Food,61,0.834,8,App
1432,31,143,Entertainment,0,0.143,15,SMS
1433,29,266,Electronics,19,0.181,14,Email
1434,20,517,Fast_Food,6,0.2,10,Email
1435,1,620,Clothing,45,0.338,4,Phone
1436,37,590,Clothing,36,0.555,11,App
1437,21,317,Entertainment,32,0.146,18,App
1438,19,608,Groceries,2,0.672,11,Email
1439,13,156,Electronics,59,0.418,12,Phone
1440,24,427,Clothing,20,0.15,10,App
1441,19,201,Fast_Food,51,0.955,3,Phone
1442,7,329,Clothing,38,0.945,1,App
1443,34,674,Groceries,18,0.405,0,Phone
1444,2,344,Clothing,48,0.742,5,App
1445,12,500,Clothing,26,0.499,20,App
1446,14,586,Entertainment,13,0.224,13,Email
1447,16,579,Entertainment,4,0.214,16,Email
1448,22,134,Entertainment,15,0.739,18,Phone
1449,29,133,Fast_Food,28,0.832,20,SMS
1450,24,567,Clothing,21,0.936,6,App
1451,10,602,Electronics,50,0.049,11,App
1452,13,135,Electronics,45,0.689,13,Email
1453,4,314,Fast_Food,21,0.045,12,Email
1454,5,426,Entertainment,21,0.229,15,Phone
1455,5,645,Entertainment,16,0.933,6,App
1456,15,630,Electronics,53,0.271,13,App
1457,2,459,Groceries,49,0.383,2,App
1458,34,263,Entertainment,64,0.627,6,App
1459,20,109,Clothing,25,0.187,9,App
1460,39,11,Electronics,33,0.122,1,Phone
1461,28,670,Entertainment,4,0.956,19,SMS
1462,34,46,Groceries,16,0.934,17,Email
1463,4,38,Clothing,18,0.676,5,App
1464,11,268,Groceries,38,0.705,15,SMS
1465,24,542,Electronics,12,0.435,17,Email
1466,17,192,Electronics,47,0.223,16,Phone
1467,33,529,Fast_Food,37,0.781,14,Email
1468,16,226,Fast_Food,6,0.261,0,Phone
1469,15,594,Electronics,49,0.533,12,Phone
1470,5,434,Clothing,28,0.943,9,Email
1471,15,116,Entertainment,47,0.602,19,Phone
1472,7,637,Entertainment,13,0.882,14,Phone
1473,19,105,Clothing,33,0.417,12,Email
1474,30,629,Entertainment,19,0.183,19,Phone
1475,9,53,Entertainment,34,0.137,0,App
1476,16,164,Fast_Food,52,0.771,15,Phone
1477,17,580,Entertainment,3,0.325,16,App
1478,13,111,Electronics,20,0.04,18,Phone
1479,14,562,Fast_Food,68,0.475,0,Email
1480,38,7,Clothing,55,0.783,16,SMS
1481,20,264,Clothing,61,0.832,19,SMS
1482,16,330,Clothing,18,0.497,7,SMS
1483,35,156,Groceries,64,0.742,20,SMS
1484,8,460,Fast_Food,19,0.131,15,Phone
1485,27,142,Electronics,47,0.997,15,SMS
1486,5,582,Clothing,34,0.681,11,SMS
1487,13,591,Clothing,10,0.314,13,Email
1488,19,291,Entertainment,42,0.738,6,SMS
1489,13,222,Groceries,33,0.862,18,Phone
1490,23,131,Fast_Food,67,0.94,9,Email
1491,9,34,Electronics,12,0.286,16,Email
1492,35,614,Groceries,36,0.659,8,App
1493,23,26,Clothing,66,0.921,7,Phone
1494,10,145,Clothing,64,0.267,17,SMS
1495,33,350,Clothing,7,0.084,2,App
1496,26,353,Groceries,19,0.423,0,SMS
1497,8,335,Clothing,27,0.081,3,Phone
1498,25,555,Entertainment,6,0.417,3,App
1499,31,257,Electronics,26,0.539,13,Phone
1500,20,405,Entertainment,29,0.656,4,SMS
1501,6,570,Entertainment,36,0.423,2,Email
1502,9,439,Groceries,2,0.356,1,App
1503,20,482,Groceries,2,0.751,17,Phone
1504,5,404,Electronics,16,0.041,5,App
1505,8,288,Fast_Food,49,0.208,2,App
1506,24,175,Electronics,7,0.857,15,Email
1507,25,129,Electronics,48,0.26,15,App
1508,23,258,Electronics,59,0.948,0,Email
1509,7,559,Clothing,9,0.803,7,SMS
1510,4,216,Fast_Food,22,0.591,12,App
1511,31,398,Fast_Food,3,0.202,13,SMS
1512,10,57,Clothing,62,0.487,12,Phone
1513,20,403,Clothing,68,0.674,10,Email
1514,1,539,Clothing,24,0.19,13,Email
1515,11,103,Clothing,62,0.646,11,Phone
1516,0,241,Groceries,28,0.522,9,App
1517,16,264,Entertainment,44,0.655,12,Email
1518,25,39,Clothing,7,0.525,12,Phone
1519,28,682,Fast_Food,34,0.341,19,App
1520,15,237,Groceries,26,0.379,8,Email
1521,11,508,Clothing,64,0.869,12,App
1522,29,379,Clothing,65,0.667,3,Phone
1523,17,325,Entertainment,57,0.253,7,App
1524,9,40,Groceries,53,0.474,6,Phone
1525,39,240,Electronics,54,0.355,5,Phone
1526,33,322,Clothing,17,0.063,1,App
1527,1,265,Entertainment,60,0.406,3,App
1528,38,195,Entertainment,10,0.99,20,SMS
1529,25,480,Entertainment,13,0.109,5,SMS
1530,28,527,Groceries,1,0.964,12,Email
1531,2,92,Fast_Food,46,0.77,13,App
1532,32,481,Entertainment,23,0.629,17,Email
1533,0,356,Clothing,13,0.69,0,App
1534,0,579,Fast_Food,9,0.054,1,Email
1535,9,96,Groceries,52,0.584,18,SMS
1536,29,592,Clothing,25,0.512,10,SMS
1537,31,433,Electronics,51,0.969,19,App
1538,17,617,Electronics,27,0.043,5,App
1539,23,602,Fast_Food,68,0.779,18,App
1540,0,179,Groceries,69,0.596,10,App
1541,30,609,Clothing,1,0.9,6,SMS
1542,1,531,Electronics,54,0.923,12,SMS
1543,9,618,Entertainment,62,0.13,16,Email
1544,3,472,Entertainment,44,0.515,8,Phone
1545,9,220,Fast_Food,45,0.434,11,Phone
1546,5,316,Groceries,13,0.84,9,SMS
1547,4,217,Clothing,68,0.373,10,Phone
1548,17,247,Fast_Food,10,0.902,1,Phone
1549,34,468,Electronics,5,0.546,8,App
1550,9,500,Fast_Food,34,0.774,19,SMS
1551,6,680,Entertainment,67,0.864,17,Phone
1552,17,439,Groceries,53,0.179,7,App
1553,22,333,Entertainment,68,0.298,1,Email
1554,39,151,Clothing,13,0.02,1,Email
1555,30,342,Clothing,50,0.48,8,App
1556,32,333,Entertainment,47,0.162,19,SMS
1557,7,252,Fast_Food,55,0.031,13,SMS
1558,20,377,Entertainment,8,0.892,9,App
1559,1,123,Fast_Food,8,0.737,7,App
1560,34,607,Clothing,61,0.386,11,Email
1561,28,112,Entertainment,12,0.317,11,Phone
1562,7,368,Groceries,52,0.555,4,Email
1563,39,178,Electronics,37,0.101,18,App
1564,17,676,Groceries,13,0.138,4,App
1565,21,432,Electronics,10,0.197,2,App
1566,20,521,Entertainment,36,0.37,2,SMS
1567,15,97,Electronics,69,0.144,2,Email
1568,32,29,Clothing,1,0.207,8,App
1569,19,320,Entertainment,69,0.433,2,Email
1570,27,657,Fast_Food,12,0.041,17,Email
1571,1,419,Clothing,51,0.806,3,App
1572,21,625,Fast_Food,1,0.813,13,SMS
1573,28,662,Entertainment,56,0.466,4,App
1574,31,74,Clothing,38,0.862,15,Email
1575,1,241,Entertainment,35,0.653,12,Phone
1576,19,207,Electronics,42,0.035,8,SMS
1577,26,50,Entertainment,40,0.751,14,Email
1578,32,262,Entertainment,51,0.18,17,SMS
1579,20,638,Electronics,63,0.838,18,Phone
1580,34,310,Electronics,66,0.562,2,Phone
1581,4,150,Fast_Food,1,0.028,5,SMS
1582,23,626,Clothing,18,0.762,8,Phone
1583,1,94,Fast_Food,10,0.01,4,Phone
1584,38,662,Entertainment,7,0.632,20,SMS
1585,28,693,Electronics,3,0.619,8,Phone
1586,0,224,Electronics,53,0.843,1,App
1587,32,404,Entertainment,65,0.103,0,SMS
1588,20,168,Electronics,4,0.293,9,Phone
1589,19,467,Electronics,16,0.51,3,SMS
1590,16,70,Clothing,26,0.213,4,App
1591,6,372,Entertainment,51,0.385,12,App
1592,14,350,Electronics,50,0.469,13,Email
1593,7,549,Electronics,45,0.199,0,Phone
1594,37,340,Fast_Food,65,0.504,6,Phone
1595,18,646,Groceries,25,0.123,11,App
1596,31,517,Clothing,4,0.552,17,SMS
1597,22,174,Groceries,31,0.375,12,Phone
1598,6,40,Clothing,46,0.326,1,App
1599,0,561,Electronics,50,0.819,12,Phone
1600,39,551,Fast_Food,27,0.944,6,SMS
1601,39,664,Entertainment,51,0.972,1,App
1602,6,616,Entertainment,21,0.467,19,SMS
1603,3,608,Entertainment,10,0.174,20,Phone
1604,2,459,Groceries,30,0.292,11,Phone
1605,30,478,Entertainment,1,0.624,0,SMS
1606,21,205,Electronics,38,0.426,11,Email
1607,4,65,Clothing,60,0.355,14,App
1608,20,15,Groceries,23,0.016,16,App
1609,25,225,Groceries,28,0.482,1,SMS
1610,9,240,Clothing,1,0.512,11,SMS
1611,19,53,Groceries,31,0.679,17,SMS
1612,9,685,Entertainment,36,0.146,14,SMS
1613,37,432,Entertainment,60,0.291,10,Email
1614,34,541,Electronics,38,0.024,1,Email
1615,16,381,Groceries,38,0.872,5,Email
1616,26,215,Clothing,52,0.315,0,App
1617,14,116,Groceries,65,0.621,12,App
1618,36,280,Clothing,42,0.742,15,SMS
1619,3,321,Groceries,14,0.393,17,App
1620,32,648,Clothing,8,0.339,7,Email
1621,27,670,Clothing,35,0.155,2,SMS
1622,13,412,Entertainment,33,0.465,18,Email
1623,39,313,Entertainment,28,0.019,16,Phone
1624,17,681,Fast_Food,52,0.83,16,Email
1625,25,523,Entertainment,33,0.402,13,Email
1626,19,209,Groceries,39,0.569,10,SMS
1627,38,587,Groceries,62,0.446,9,App
1628,15,406,Electronics,24,0.324,2,Email
1629,30,93,Groceries,57,0.371,1,Phone
1630,26,367,Electronics,4,0.064,8,SMS
1631,37,107,Electronics,2,0.686,13,App
1632,8,369,Clothing,34,0.739,20,Phone
1633,17,303,Clothing,59,0.313,20,App
1634,12,115,Entertainment,62,0.477,2,SMS
1635,35,627,Clothing,5,0.602,5,Phone
1636,15,83,Fast_Food,2,0.561,9,Email
1637,39,58,Groceries,27,0.023,19,Email
1638,23,443,Entertainment,2,0.801,14,App
1639,37,57,Clothing,9,0.647,15,App
1640,14,267,Groceries,31,0.841,19,SMS
1641,14,630,Groceries,34,0.95,9,Phone
1642,10,275,Electronics,31,0.331,10,App
1643,36,253,Entertainment,7,0.043,13,App
1644,14,502,Electronics,47,0.617,6,Email
1645,9,659,Groceries,49,0.3,15,App
1646,26,299,Fast_Food,59,0.491,17,SMS
1647,27,547,Clothing,64,0.13,10,App
1648,25,265,Clothing,21,0.051,8,Phone
1649,31,349,Entertainment,49,0.1,11,SMS
1650,0,480,Entertainment,67,0.85,5,Email
1651,5,27,Fast_Food,63,0.867,14,SMS
1652,19,461,Groceries,18,0.841,20,SMS
1653,27,96,Groceries,51,0.793,0,SMS
1654,22,72,Entertainment,35,0.85,20,SMS
1655,9,664,Groceries,37,0.992,14,SMS
1656,22,644,Electronics,19,0.19,4,Phone
1657,24,295,Electronics,19,0.991,16,Email
1658,20,231,Clothing,37,0.359,14,SMS
1659,32,344,Entertainment,12,0.577,20,SMS
1660,9,201,Groceries,69,0.094,17,Phone
1661,8,115,Entertainment,6,0.73,3,SMS
1662,16,620,Clothing,7,0.504,9,Email
1663,24,316,Clothing,39,0.006,12,Phone
1664,1,618,Fast_Food,0,0.989,1,Phone
1665,8,167,Electronics,36,0.832,8,SMS
1666,15,422,Fast_Food,69,0.338,11,Phone
1667,27,297,Electronics,7,0.952,1,Email
1668,24,449,Fast_Food,65,0.026,18,App
1669,6,671,Entertainment,63,0.106,4,Email
1670,1,436,Clothing,44,0.404,13,SMS
1671,7,164,Entertainment,19,0.31,19,SMS
1672,10,523,Entertainment,59,0.813,2,Email
1673,26,259,Electronics,64,0.84,19,SMS
1674,8,239,Groceries,40,0.895,5,SMS
1675,3,529,Clothing,10,0.409,3,SMS
1676,14,677,Clothing,39,0.546,12,Phone
1677,28,212,Clothing,16,0.702,15,App
1678,39,696,Entertainment,1,0.226,18,Email
1679,21,190,Groceries,63,0.483,8,Phone
1680,37,368,Fast_Food,35,0.765,12,SMS
1681,36,150,Electronics,64,0.838,16,Phone
1682,29,557,Fast_Food,69,0.164,20,SMS
1683,5,314,Groceries,18,0.02,13,App
1684,35,219,Fast_Food,33,0.795,3,Email
1685,5,343,Fast_Food,38,0.382,6,App
1686,9,486,Entertainment,18,0.377,1,Email
1687,21,263,Groceries,64,0.372,0,SMS
1688,30,138,Entertainment,23,0.855,17,Phone
1689,29,332,Electronics,59,0.729,0,Email
1690,15,672,Groceries,27,0.042,11,Email
1691,32,219,Clothing,56,0.353,5,SMS
1692,32,394,Entertainment,38,0.393,6,SMS
1693,19,419,Groceries,45,0.542,16,Phone
1694,29,95,Clothing,20,0.852,16,App
1695,11,174,Groceries,36,0.115,20,Phone
1696,19,351,Groceries,19,0.591,2,SMS
1697,16,576,Fast_Food,65,0.652,19,SMS
1698,13,477,Clothing,19,0.022,13,Phone
1699,11,120,Clothing,12,0.492,8,Phone
1700,37,350,Electronics,69,0.219,8,Email
1701,29,587,Electronics,60,0.212,1,App
1702,9,446,Entertainment,53,0.957,1,SMS
1703,9,450,Fast_Food,27,0.721,18,Email
1704,23,503,Entertainment,46,0.072,11,SMS
1705,10,364,Electronics,36,0.003,7,SMS
1706,28,641,Groceries,58,0.004,6,Email
1707,16,401,Fast_Food,25,0.074,16,SMS
1708,24,562,Electronics,47,0.415,3,SMS
1709,3,12,Entertainment,47,0.196,1,Phone
1710,33,12,Clothing,49,0.372,4,SMS
1711,21,665,Entertainment,54,0.844,13,Email
1712,3,338,Fast_Food,13,0.816,5,Phone
1713,29,421,Groceries,14,0.23,11,App
1714,39,147,Entertainment,12,0.553,11,Phone
1715,27,664,Electronics,36,0.631,13,Phone
1716,11,341,Clothing,11,0.07,6,SMS
1717,27,269,Clothing,17,0.769,16,Email
1718,31,613,Electronics,18,0.633,17,Email
1719,23,578,Electronics,51,0.574,15,App
1720,10,469,Fast_Food,44,0.103,18,SMS
1721,9,86,Groceries,0,0.378,16,Email
1722,15,323,Entertainment,26,0.819,10,Phone
1723,31,322,Entertainment,42,0.139,7,SMS
1724,15,395,Electronics,69,0.849,19,Phone
1725,19,431,Electronics,15,0.977,0,SMS
1726,31,534,Groceries,65,0.392,17,App
1727,32,81,Entertainment,13,0.765,17,Phone
1728,25,245,Clothing,19,0.608,7,App
1729,21,684,Clothing,44,0.028,0,SMS
1730,21,174,Entertainment,14,0.336,19,App
1731,33,159,Groceries,51,0.401,6,Phone
1732,38,9,Clothing,8,0.711,6,Phone
1733,6,496,Entertainment,22,0.802,0,App
1734,9,653,Fast_Food,53,0.615,3,Email
1735,12,414,Groceries,24,0.619,8,Phone
1736,9,112,Entertainment,32,0.516,18,App
1737,32,363,Entertainment,16,0.495,20,Phone
1738,4,178,Groceries,26,0.754,8,App
1739,18,513,Entertainment,61,0.313,8,Email
1740,27,13,Fast_Food,66,0.159,2,SMS
1741,26,512,Clothing,4,0.72,2,Phone
1742,22,125,Clothing,29,0.246,20,App
1743,15,549,Fast_Food,47,0.742,9,Phone
1744,23,159,Groceries,6,0.605,11,App
1745,5,688,Electronics,24,0.154,20,SMS
1746,18,322,Entertainment,12,0.385,16,Email
1747,2,699,Groceries,2,0.417,7,Email
1748,15,625,Fast_Food,22,0.813,13,Email
1749,28,619,Groceries,54,0.687,17,App
1750,8,466,Clothing,38,0.251,18,SMS
1751,29,24,Clothing,17,0.894,3,Email
1752,31,605,Clothing,23,0.254,8,Phone
1753,19,26,Clothing,51,0.491,6,App
1754,33,74,Groceries,20,0.696,8,Email
1755,5,237,Fast_Food,52,0.603,5,Email
1756,11,679,Electronics,50,0.023,19,SMS
1757,7,143,Electronics,21,0.485,11,Email
1758,35,380,Groceries,5,0.532,11,SMS
1759,10,189,Clothing,57,0.593,14,App
1760,0,48,Entertainment,27,0.793,11,Phone
1761,14,670,Groceries,19,0.235,18,SMS
1762,14,666,Entertainment,27,0.606,14,Email
1763,21,36,Fast_Food,7,0.546,10,App
1764,13,36,Electronics,4,0.735,8,Email
1765,5,155,Clothing,63,0.009,9,App
1766,1,661,Clothing,60,0.661,9,SMS
1767,16,249,Electronics,0,0.188,17,App
1768,30,471,Clothing,33,0.011,13,SMS
1769,14,155,Fast_Food,1,0.065,1,Phone
1770,23,453,Electronics,3,0.713,1,SMS
1771,12,145,Fast_Food,14,0.945,0,App
1772,16,208,Fast_Food,68,0.979,13,Phone
1773,22,674,Clothing,14,0.169,9,App
1774,19,642,Entertainment,52,0.069,10,App
1775,37,249,Fast_Food,64,0.984,3,Email
1776,12,285,Fast_Food,27,0.039,10,Email
1777,25,555,Groceries,13,0.523,15,App
1778,22,157,Electronics,58,0.027,10,Phone
1779,37,96,Entertainment,47,0.924,5,Phone
1780,35,398,Entertainment,53,0.786,19,Phone
1781,16,331,Entertainment,67,0.829,15,Email
1782,13,620,Fast_Food,20,0.124,5,SMS
1783,26,470,Clothing,52,0.675,9,SMS
1784,32,333,Electronics,9,0.432,9,Email
1785,25,577,Fast_Food,46,0.482,7,App
1786,6,354,Electronics,10,0.922,19,Phone
1787,29,421,Electronics,38,0.162,13,SMS
1788,10,126,Electronics,11,0.649,10,App
1789,8,76,Fast_Food,43,0.544,11,App
1790,13,687,Electronics,6,0.702,17,Email
1791,5,531,Groceries,16,0.093,15,Phone
1792,13,553,Electronics,41,0.372,13,SMS
1793,14,400,Fast_Food,60,0.959,14,App
1794,15,533,Clothing,6,0.049,3,SMS
1795,3,639,Clothing,66,0.984,15,SMS
1796,30,243,Entertainment,4,0.873,20,Email
1797,15,177,Clothing,51,0.683,12,App
1798,9,46,Groceries,40,0.921,9,Email
1799,13,283,Fast_Food,0,0.801,18,SMS
1800,30,437,Clothing,23,0.466,16,App
1801,24,656,Electronics,37,0.238,11,SMS
1802,24,508,Clothing,50,0.477,13,App
1803,17,81,Groceries,21,0.987,0,Phone
1804,20,284,Entertainment,51,0.855,2,Phone
1805,14,687,Groceries,32,0.408,3,Email
1806,15,625,Fast_Food,52,0.709,6,App
1807,11,42,Clothing,33,0.97,11,App
1808,38,443,Groceries,10,0.242,4,App
1809,32,102,Fast_Food,14,0.323,6,App
1810,34,301,Electronics,59,0.736,5,SMS
1811,32,586,Electronics,69,0.369,7,App
1812,22,341,Groceries,26,0.905,17,Email
1813,32,317,Groceries,57,0.547,12,Phone
1814,33,396,Fast_Food,18,0.859,14,SMS
1815,32,494,Electronics,40,0.807,12,App
1816,36,679,Electronics,64,0.753,10,Email
1817,25,604,Clothing,7,0.122,10,Phone
1818,16,536,Clothing,65,0.873,17,Email
1819,2,390,Groceries,10,0.097,12,Phone
1820,18,222,Entertainment,48,0.529,8,Email
1821,27,289,Clothing,3,0.79,6,Email
1822,27,593,Fast_Food,53,0.763,8,Phone
1823,24,392,Groceries,60,0.767,20,Phone
1824,15,222,Fast_Food,14,0.538,16,Phone
1825,25,638,Groceries,21,0.674,6,SMS
1826,34,224,Entertainment,65,0.209,12,SMS
1827,21,350,Groceries,22,0.161,7,Phone
1828,4,410,Entertainment,8,0.726,19,Email
1829,13,401,Clothing,52,0.85,17,Phone
1830,26,203,Entertainment,57,0.09,2,Phone
1831,14,475,Entertainment,31,0.937,10,Email
1832,30,208,Entertainment,28,0.409,14,SMS
1833,35,193,Clothing,17,0.318,8,SMS
1834,24,363,Electronics,4,0.972,6,SMS
1835,2,463,Groceries,48,0.589,4,Phone
1836,15,432,Groceries,15,0.517,6,App
1837,34,421,Electronics,46,0.117,4,Email
1838,2,346,Electronics,48,0.292,0,Email
1839,23,439,Entertainment,38,0.005,13,Phone
1840,15,144,Clothing,65,0.157,20,Email
1841,15,583,Groceries,52,0.953,0,App
1842,26,183,Electronics,32,0.169,16,App
1843,16,115,Fast_Food,24,0.184,15,App
1844,32,517,Fast_Food,28,0.636,11,App
1845,1,651,Clothing,44,0.267,2,Phone
1846,14,577,Groceries,13,0.603,0,SMS
1847,30,384,Groceries,1,0.387,17,Phone
1848,38,386,Clothing,19,0.269,10,SMS
1849,14,283,Fast_Food,37,0.012,13,SMS
1850,37,555,Entertainment,9,0.53,9,Phone
1851,16,443,Entertainment,32,0.776,10,Email
1852,2,492,Fast_Food,47,0.988,17,SMS
1853,15,583,Groceries,22,0.196,0,Phone
1854,31,183,Fast_Food,16,0.06,20,Email
1855,15,668,Clothing,14,0.738,16,Email
1856,30,576,Fast_Food,25,0.732,6,Phone
1857,10,536,Groceries,52,0.421,18,Phone
1858,2,572,Groceries,46,0.554,16,Phone
1859,31,285,Groceries,14,0.112,12,App
1860,28,287,Groceries,12,0.652,17,SMS
1861,18,698,Groceries,60,0.757,12,Email
1862,23,239,Fast_Food,44,0.516,18,SMS
1863,17,514,Electronics,69,0.006,1,Phone
1864,9,443,Fast_Food,50,0.913,15,Email
1865,29,241,Entertainment,63,0.388,14,Phone
1866,9,241,Fast_Food,25,0.177,6,Email
1867,8,427,Clothing,2,0.114,9,SMS
1868,4,669,Entertainment,57,0.485,8,SMS
1869,1,425,Groceries,1,0.589,4,SMS
1870,8,239,Clothing,44,0.489,19,Email
1871,0,224,Clothing,25,0.787,8,Phone
1872,29,458,Fast_Food,45,0.546,11,App
1873,26,693,Electronics,63,0.904,13,SMS
1874,25,327,Clothing,12,0.79,17,Phone
1875,28,227,Groceries,42,0.098,5,App
1876,17,369,Groceries,16,0.214,9,Email
1877,7,313,Electronics,67,0.426,0,App
1878,8,531,Electronics,39,0.754,17,App
1879,15,489,Entertainment,62,0.484,9,Email
1880,9,372,Fast_Food,61,0.442,16,App
1881,12,687,Entertainment,25,0.66,2,Email
1882,23,239,Fast_Food,49,0.726,12,Phone
1883,12,295,Electronics,48,0.184,0,Phone
1884,34,500,Entertainment,27,0.173,19,App
1885,11,635,Groceries,45,0.128,18,App
1886,13,629,Fast_Food,33,0.636,19,Phone
1887,18,82,Electronics,14,0.199,15,Phone
1888,8,395,Clothing,67,0.066,5,App
1889,4,278,Entertainment,37,0.471,1,Phone
1890,31,682,Fast_Food,67,0.071,1,Phone
1891,12,301,Electronics,6,0.368,9,Phone
1892,39,465,Clothing,2,0.457,4,Email
1893,21,310,Fast_Food,31,0.061,14,SMS
1894,35,289,Fast_Food,65,0.728,10,Phone
1895,8,506,Clothing,16,0.506,16,Email
1896,13,614,Electronics,22,0.544,16,SMS
1897,7,527,Fast_Food,63,0.729,10,SMS
1898,10,21,Electronics,35,0.006,20,App
1899,19,527,Clothing,64,0.43,2,Phone
1900,10,230,Clothing,18,0.32,5,SMS
1901,21,541,Clothing,69,0.241,16,Phone
1902,11,199,Entertainment,61,0.938,1,App
1903,14,128,Electronics,43,0.958,13,App
1904,5,90,Groceries,14,0.618,2,Email
1905,27,363,Entertainment,66,0.109,19,Email
1906,34,69,Fast_Food,15,0.311,17,Email
1907,8,90,Clothing,32,0.105,10,SMS
1908,17,153,Entertainment,41,0.041,18,Email
1909,30,129,Clothing,56,0.836,10,Email
1910,1,487,Entertainment,65,0.285,0,Phone
1911,26,33,Entertainment,66,0.648,12,App
1912,0,518,Entertainment,45,0.922,6,SMS
1913,0,245,Fast_Food,12,0.536,16,SMS
1914,6,250,Fast_Food,14,0.008,2,SMS
1915,32,434,Fast_Food,22,0.286,19,App
1916,6,643,Fast_Food,40,0.585,19,SMS
1917,16,400,Electronics,60,0.721,4,App
1918,10,666,Entertainment,64,0.447,4,Phone
1919,14,207,Entertainment,18,0.619,9,Email
1920,37,690,Entertainment,36,0.061,19,App
1921,9,584,Electronics,56,0.377,13,Phone
1922,20,633,Entertainment,37,0.696,18,SMS
1923,14,557,Clothing,47,0.26,3,Email
1924,8,319,Clothing,64,0.257,4,SMS
1925,24,626,Fast_Food,63,0.695,2,App
1926,16,463,Groceries,51,0.817,0,App
1927,22,290,Electronics,16,0.864,16,App
1928,14,96,Electronics,21,0.371,2,SMS
1929,27,242,Clothing,54,0.513,0,Phone
1930,11,255,Clothing,61,0.376,16,Email
1931,0,364,Entertainment,2,0.932,11,Phone
1932,25,189,Clothing,22,0.084,5,SMS
1933,38,640,Clothing,45,0.907,0,SMS
1934,9,514,Electronics,16,0.051,5,SMS
1935,22,657,Entertainment,16,0.964,13,SMS
1936,26,58,Clothing,29,0.818,0,App
1937,34,300,Clothing,51,0.042,7,App
1938,25,100,Electronics,61,0.272,5,Phone
1939,2,167,Entertainment,52,0.888,0,SMS
1940,6,400,Electronics,1,0.742,11,SMS
1941,4,499,Electronics,16,0.701,19,App
1942,8,469,Groceries,62,0.544,11,App
1943,3,471,Clothing,3,0.126,5,Email
1944,37,659,Clothing,43,0.87,5,App
1945,34,332,Fast_Food,21,0.39,6,SMS
1946,1,484,Entertainment,50,0.404,12,App
1947,6,99,Fast_Food,23,0.493,6,Email
1948,29,352,Fast_Food,50,0.8,5,App
1949,12,215,Fast_Food,4,0.821,16,App
1950,12,523,Fast_Food,33,0.748,5,Phone
1951,10,281,Electronics,4,0.171,13,App
1952,38,673,Fast_Food,36,0.472,3,Phone
1953,37,114,Entertainment,7,0.025,11,SMS
1954,34,570,Entertainment,27,0.587,11,SMS
1955,10,279,Fast_Food,45,0.774,2,SMS
1956,1,527,Groceries,32,0.306,14,App
1957,16,688,Fast_Food,39,0.948,20,Phone
1958,14,650,Fast_Food,32,0.014,17,Phone
1959,37,658,Entertainment,37,0.523,10,SMS
1960,23,132,Groceries,15,0.542,18,Phone
1961,11,187,Clothing,18,0.728,5,Email
1962,8,334,Electronics,17,0.41,10,Email
1963,33,292,Fast_Food,67,0.751,8,App
1964,16,82,Groceries,6,0.967,19,Email
1965,28,207,Clothing,14,0.816,5,SMS
1966,32,56,Groceries,62,0.873,9,Email
1967,18,698,Fast_Food,57,0.934,20,SMS
1968,19,150,Entertainment,45,0.395,12,SMS
1969,36,240,Groceries,42,0.295,1,App
1970,37,146,Electronics,12,0.159,4,Email
1971,1,287,Electronics,2,0.859,17,Email
1972,10,356,Clothing,60,0.756,2,App
1973,20,189,Clothing,41,0.304,14,Email
1974,38,119,Entertainment,12,0.022,7,App
1975,0,447,Fast_Food,60,0.869,4,Phone
1976,38,537,Electronics,8,0.263,2,Phone
1977,39,537,Electronics,65,0.259,16,SMS
1978,14,605,Electronics,5,0.076,16,Email
1979,3,318,Groceries,35,0.462,1,App
1980,17,183,Fast_Food,44,0.758,11,Phone
1981,27,393,Electronics,26,0.125,19,Phone
1982,13,675,Clothing,39,0.741,18,SMS
1983,5,624,Fast_Food,8,0.574,11,SMS
1984,15,660,Entertainment,2,0.894,9,Email
1985,25,436,Electronics,38,0.137,19,SMS
1986,30,529,Entertainment,69,0.104,8,App
1987,12,299,Entertainment,58,0.364,7,SMS
1988,7,401,Groceries,19,0.314,16,Phone
1989,21,122,Entertainment,10,0.624,12,App
1990,6,304,Fast_Food,48,0.117,9,Email
1991,15,307,Electronics,31,0.894,15,SMS
1992,5,629,Clothing,57,0.439,8,SMS
1993,28,44,Electronics,10,0.099,1,App
1994,5,164,Fast_Food,18,0.489,12,SMS
1995,10,85,Electronics,20,0.62,3,Phone
1996,16,644,Groceries,67,0.009,7,Phone
1997,22,288,Clothing,13,0.459,6,Phone
1998,36,327,Electronics,64,0.422,6,Phone
1999,14,649,Electronics,47,0.556,0,App
2000,38,24,Fast_Food,2,0.558,18,App
2001,34,350,Groceries,34,0.326,5,SMS
2002,39,342,Entertainment,1,0.716,17,App
2003,26,618,Clothing,31,0.975,10,Phone
2004,7,25,Electronics,66,0.98,20,Phone
