customer_id,age,gender,marital_status,region,education_level,employment_status,income,preferred_language
914,47,Male,Married,Rural,Bachelor,Employed,2237,English
915,34,Male,Married,Suburban,PhD,Employed,4185,French
916,37,Male,Married,Urban,Bachelor,Employed,846,English
917,39,Male,Married,Urban,Professional Certification,Employed,7296,French
918,36,Male,Single,Rural,Bachelor,Self-Employed,1489,German
919,31,Male,Married,Urban,Bachelor,Self-Employed,771,German
920,36,Male,Married,Rural,Bachelor,Self-Employed,2150,English
921,43,Female,Married,Urban,Professional Certification,Employed,5172,Spanish
922,26,Female,Married,Suburban,Master,Employed,2161,German
923,36,Female,Single,Suburban,Bachelor,Employed,2227,English
924,29,Male,Married,Suburban,Bachelor,Employed,2245,French
925,44,Male,Married,Urban,Bachelor,Unemployed,986,Spanish
926,22,Female,Single,Rural,Bachelor,Student,878,German
927,30,Male,Married,Urban,Master,Employed,2364,French
928,38,Female,Married,Suburban,Bachelor,Employed,1432,English
929,47,Male,Married,Suburban,Bachelor,Employed,1052,French
930,34,Male,Married,Rural,Bachelor,Employed,1849,German
931,30,Female,Single,Suburban,Master,Employed,1554,French
932,50,Male,Married,Rural,Bachelor,Self-Employed,765,Spanish
933,23,Female,Single,Urban,PhD,Retired,4651,German
934,18,Male,Single,Rural,Middle school,Student,398,French
935,38,Male,Married,Rural,Bachelor,Employed,1592,English
936,30,Female,Single,Suburban,Master,Employed,3710,English
937,26,Female,Married,Suburban,Master,Employed,1836,German
938,40,Male,Married,Urban,Bachelor,Employed,982,French
939,36,Male,Married,Urban,Bachelor,Employed,2068,Spanish
940,30,Male,Single,Urban,Master,Employed,3500,Spanish
941,24,Female,Single,Suburban,PhD,Retired,5344,French
942,41,Female,Single,Suburban,Bachelor,Self-Employed,1557,English
943,40,Male,Divorced,Rural,Bachelor,Employed,1511,English
944,34,Female,Married,Urban,Master,Employed,3792,English
945,49,Male,Married,Rural,Bachelor,Self-Employed,1256,French
946,26,Male,Married,Urban,PhD,Employed,6873,Spanish
947,22,Male,Single,Urban,Master,Student,3790,English
948,29,Male,Married,Rural,Master,Self-Employed,1590,French
949,34,Female,Married,Rural,Master,Employed,3936,French
950,36,Male,Single,Suburban,Bachelor,Employed,2247,English
951,33,Female,Married,Suburban,PhD,Employed,5851,French
952,37,Female,Married,Rural,Professional Certification,Employed,5488,German
953,24,Male,Single,Urban,Master,Retired,1951,Spanish
954,46,Male,Divorced,Urban,Bachelor,Employed,1297,German
955,34,Female,Married,Rural,PhD,Employed,3435,French
956,43,Female,Single,Urban,Bachelor,Unemployed,1739,English
957,37,Female,Married,Suburban,Bachelor,Employed,1787,German
958,38,Male,Married,Urban,Bachelor,Employed,1203,English
959,39,Male,Married,Suburban,Bachelor,Employed,872,German
960,38,Female,Married,Rural,Bachelor,Employed,1597,English
961,40,Female,Married,Urban,Bachelor,Unemployed,1449,German
962,45,Male,Married,Rural,Professional Certification,Employed,5821,English
963,36,Male,Single,Rural,Bachelor,Self-Employed,1672,French
964,40,Male,Divorced,Rural,Bachelor,Employed,1717,English
965,34,Female,Single,Suburban,Bachelor,Employed,1245,English
966,46,Female,Single,Suburban,Bachelor,Employed,1759,Spanish
967,29,Male,Single,Rural,Master,Self-Employed,3901,French
968,49,Male,Divorced,Suburban,PhD,Employed,5543,English
969,34,Female,Single,Urban,Master,Employed,1682,English
970,23,Female,Single,Urban,Master,Retired,2081,English
971,36,Male,Single,Suburban,Bachelor,Self-Employed,957,Spanish
972,29,Female,Married,Urban,Master,Employed,3893,French
973,41,Male,Married,Rural,Bachelor,Employed,1855,Spanish
974,29,Female,Single,Rural,Master,Employed,3838,English
975,31,Female,Married,Urban,Master,Employed,3033,French
976,19,Male,Single,Urban,High School,Employed,535,English
977,31,Male,Married,Suburban,Bachelor,Employed,1544,German
978,18,Female,Single,Rural,High School,Student,420,German
979,22,Female,Single,Urban,Master,Employed,1664,English
980,41,Female,Married,Urban,Bachelor,Unemployed,1375,Spanish
981,41,Female,Married,Rural,Master,Employed,2376,English
982,38,Male,Married,Rural,Bachelor,Employed,742,Spanish
983,27,Female,Divorced,Suburban,Bachelor,Employed,1197,English
984,34,Male,Married,Suburban,Master,Employed,3094,French
985,34,Female,Married,Suburban,Bachelor,Employed,1083,French
986,25,Female,Married,Urban,Master,Employed,1539,French
987,47,Male,Divorced,Rural,Bachelor,Employed,1089,German
988,42,Male,Married,Rural,Professional Certification,Employed,6145,French
989,33,Female,Divorced,Suburban,PhD,Employed,3326,German
990,35,Female,Married,Suburban,Master,Employed,2172,English
991,36,Female,Single,Urban,Master,Employed,3487,Spanish
992,18,Female,Single,Suburban,High School,Student,564,French
993,33,Female,Married,Suburban,Master,Employed,3560,English
994,29,Female,Single,Suburban,Bachelor,Self-Employed,2102,German
995,26,Female,Married,Suburban,Bachelor,Unemployed,1326,French
996,32,Female,Married,Suburban,Bachelor,Employed,1609,French
997,49,Female,Divorced,Urban,Master,Self-Employed,2783,German
998,40,Male,Single,Suburban,Bachelor,Self-Employed,1511,French
999,30,Female,Married,Rural,PhD,Employed,4895,English
1000,39,Female,Married,Suburban,Master,Employed,1871,French
1001,46,Female,Married,Suburban,Professional Certification,Employed,6838,Spanish
1002,42,Female,Married,Suburban,Bachelor,Employed,2194,Spanish
1003,35,Male,Married,Urban,Bachelor,Employed,1599,English
1004,29,Female,Single,Rural,Master,Employed,2628,English
1005,40,Female,Single,Urban,Bachelor,Employed,1605,English
1006,38,Male,Married,Urban,Bachelor,Employed,1316,English
1007,42,Female,Married,Urban,Professional Certification,Employed,7673,English
1008,40,Female,Married,Suburban,PhD,Employed,3545,English
1009,43,Male,Married,Rural,Bachelor,Employed,1443,Spanish
1010,30,Female,Married,Urban,Bachelor,Employed,2225,Spanish
1011,45,Male,Married,Rural,Bachelor,Self-Employed,1317,English
1012,36,Male,Married,Suburban,Bachelor,Employed,1467,Spanish
1013,51,Female,Single,Suburban,Master,Employed,3777,Spanish
1014,29,Male,Married,Rural,Bachelor,Self-Employed,1102,Spanish
1015,48,Male,Married,Urban,PhD,Employed,4697,German
1016,36,Male,Married,Rural,Bachelor,Employed,752,French
1017,29,Male,Married,Urban,Bachelor,Employed,999,English
1018,31,Female,Married,Suburban,PhD,Self-Employed,4962,English
1019,32,Male,Married,Rural,Bachelor,Employed,1370,German
1020,38,Female,Married,Suburban,Professional Certification,Self-Employed,6239,French
1021,39,Female,Divorced,Urban,Bachelor,Unemployed,886,English
1022,30,Female,Married,Rural,Master,Self-Employed,3990,Spanish
1023,34,Female,Single,Rural,Bachelor,Employed,1508,Spanish
1024,52,Male,Married,Urban,Bachelor,Self-Employed,2211,French
1025,48,Male,Single,Suburban,Bachelor,Employed,1715,Spanish
1026,38,Female,Divorced,Suburban,Master,Self-Employed,1924,French
1027,35,Female,Married,Suburban,Bachelor,Employed,1858,English
1028,35,Male,Married,Rural,Bachelor,Employed,1281,English
1029,39,Male,Married,Urban,Bachelor,Employed,1916,French
1030,26,Female,Single,Suburban,Bachelor,Employed,1111,French
1031,32,Female,Single,Urban,Bachelor,Self-Employed,2027,English
1032,21,Female,Single,Urban,Master,Student,1727,English
1033,38,Male,Single,Suburban,Master,Employed,1757,German
1034,40,Male,Married,Rural,Bachelor,Employed,1043,English
1035,31,Male,Married,Suburban,Bachelor,Employed,1449,German
1036,47,Female,Single,Rural,Bachelor,Employed,786,Spanish
1037,25,Female,Single,Suburban,Bachelor,Employed,1607,English
1038,23,Female,Single,Rural,Master,Retired,3257,Spanish
1039,36,Male,Married,Rural,Bachelor,Employed,2195,Spanish
1040,43,Female,Single,Suburban,PhD,Self-Employed,4504,French
1041,48,Female,Single,Urban,Bachelor,Employed,2139,Spanish
1042,31,Female,Married,Suburban,Bachelor,Employed,2182,English
1043,43,Female,Married,Suburban,Bachelor,Employed,2211,English
1044,34,Male,Married,Suburban,Master,Self-Employed,2845,English
1045,33,Female,Single,Suburban,Bachelor,Employed,2187,English
1046,42,Male,Single,Suburban,Bachelor,Employed,2042,Spanish
1047,40,Female,Single,Suburban,Bachelor,Employed,2283,French
1048,22,Female,Single,Urban,Master,Student,3266,French
1049,46,Female,Married,Suburban,PhD,Self-Employed,6379,English
1050,46,Female,Divorced,Urban,PhD,Employed,6461,German
1051,29,Female,Married,Suburban,Master,Employed,1646,French
1052,38,Male,Married,Rural,Bachelor,Employed,1545,English
1053,38,Male,Married,Suburban,Bachelor,Employed,1522,French
1054,37,Female,Married,Suburban,Bachelor,Employed,1351,English
1055,30,Female,Married,Urban,PhD,Self-Employed,5372,French
1056,29,Female,Married,Suburban,Master,Unemployed,2171,English
1057,34,Male,Married,Urban,PhD,Employed,4819,French
1058,44,Male,Married,Rural,Bachelor,Employed,2299,Spanish
1059,39,Male,Single,Rural,Bachelor,Unemployed,1661,German
1060,32,Female,Single,Urban,Master,Employed,1578,Spanish
1061,41,Male,Married,Rural,PhD,Employed,5515,German
1062,18,Male,Single,Suburban,High School,Student,535,English
1063,44,Male,Single,Rural,Bachelor,Employed,1513,English
1064,21,Male,Single,Rural,Bachelor,Student,1219,French
1065,32,Female,Married,Rural,Bachelor,Employed,1933,English
1066,26,Female,Single,Suburban,PhD,Self-Employed,4722,Spanish
1067,24,Female,Single,Suburban,Bachelor,Retired,1107,Spanish
1068,44,Female,Single,Urban,Master,Self-Employed,1615,Spanish
1069,31,Female,Married,Urban,Master,Employed,2204,German
1070,37,Female,Married,Suburban,Professional Certification,Employed,6616,French
1071,34,Female,Married,Rural,Bachelor,Unemployed,1161,French
1072,38,Male,Divorced,Suburban,Bachelor,Unemployed,2233,French
1073,35,Male,Married,Suburban,Bachelor,Employed,1670,English
1074,24,Male,Single,Suburban,Bachelor,Retired,717,Spanish
1075,42,Male,Married,Suburban,Bachelor,Self-Employed,848,Spanish
1076,31,Female,Married,Urban,Bachelor,Employed,1866,German
1077,22,Male,Single,Suburban,Master,Student,2526,French
1078,31,Female,Divorced,Suburban,Master,Self-Employed,2876,English
1079,47,Male,Married,Rural,Professional Certification,Self-Employed,5912,French
1080,41,Female,Married,Suburban,Bachelor,Employed,1322,German
1081,32,Male,Married,Rural,PhD,Employed,4740,German
1082,32,Female,Married,Rural,Bachelor,Employed,989,French
1083,32,Male,Married,Rural,Bachelor,Employed,1399,French
1084,51,Female,Single,Rural,Master,Employed,2231,Spanish
1085,38,Female,Single,Rural,Bachelor,Employed,722,French
1086,38,Female,Married,Suburban,Bachelor,Employed,1994,French
1087,43,Female,Married,Urban,Bachelor,Employed,1716,French
1088,36,Female,Married,Suburban,Bachelor,Employed,912,Spanish
1089,32,Male,Single,Suburban,Bachelor,Employed,1068,French
1090,33,Male,Married,Suburban,Bachelor,Employed,2184,French
1091,34,Male,Single,Suburban,Bachelor,Self-Employed,2217,English
1092,34,Male,Married,Rural,Bachelor,Employed,1186,German
1093,40,Female,Single,Suburban,Master,Employed,2856,German
1094,35,Female,Married,Rural,Bachelor,Employed,2094,English
1095,40,Male,Married,Suburban,Master,Employed,3456,German
1096,34,Male,Married,Urban,Bachelor,Employed,1762,English
1097,35,Female,Married,Urban,Bachelor,Employed,1848,French
1098,19,Female,Single,Suburban,High School,Student,550,German
1099,42,Male,Married,Suburban,Bachelor,Employed,978,English
1100,37,Female,Married,Rural,Bachelor,Employed,1477,Spanish
1101,42,Female,Married,Suburban,Bachelor,Self-Employed,1827,German
1102,18,Male,Single,Rural,High School,Student,618,Spanish
1103,51,Female,Single,Rural,Bachelor,Unemployed,846,German
1104,33,Female,Single,Urban,Master,Unemployed,2263,French
1105,43,Male,Married,Urban,Master,Self-Employed,3495,French
1106,26,Female,Married,Urban,Bachelor,Employed,2107,English
1107,39,Female,Married,Urban,Bachelor,Self-Employed,1415,French
1108,26,Female,Single,Urban,Master,Self-Employed,3099,French
1109,30,Female,Married,Suburban,Bachelor,Employed,1688,German
1110,50,Female,Single,Rural,Bachelor,Employed,1046,English
1111,33,Female,Single,Urban,Bachelor,Unemployed,1940,French
1112,36,Male,Married,Suburban,Master,Employed,2883,English
1113,41,Male,Single,Suburban,Bachelor,Employed,1588,English
1114,38,Male,Married,Urban,Bachelor,Employed,2113,French
1115,36,Female,Single,Suburban,Bachelor,Employed,1301,German
1116,37,Male,Divorced,Urban,Bachelor,Employed,1114,English
1117,54,Male,Single,Rural,Bachelor,Self-Employed,1674,German
1118,34,Male,Married,Suburban,Master,Employed,1564,German
1119,36,Male,Married,Suburban,Bachelor,Unemployed,1644,Spanish
1120,43,Female,Married,Rural,Master,Employed,2575,French
1121,43,Male,Married,Rural,PhD,Employed,6276,German
1122,44,Female,Single,Suburban,Bachelor,Employed,1838,Spanish
1123,40,Male,Divorced,Urban,Bachelor,Employed,1026,German
1124,25,Male,Single,Rural,PhD,Self-Employed,4776,German
1125,48,Male,Married,Suburban,Bachelor,Employed,1978,English
1126,25,Male,Married,Rural,Master,Employed,2356,English
1127,37,Male,Single,Suburban,Bachelor,Employed,2004,French
1128,28,Male,Single,Urban,Master,Unemployed,3361,French
1129,34,Female,Divorced,Rural,Bachelor,Employed,1913,English
1130,37,Female,Married,Rural,Bachelor,Self-Employed,1563,English
1131,37,Male,Single,Urban,Master,Employed,1784,Spanish
1132,38,Female,Divorced,Urban,Bachelor,Employed,881,German
1133,47,Male,Single,Rural,Master,Employed,2059,German
1134,38,Female,Married,Suburban,Master,Employed,2382,Spanish
1135,33,Male,Divorced,Suburban,PhD,Self-Employed,3694,German
1136,42,Male,Single,Urban,Professional Certification,Employed,5595,French
1137,44,Male,Married,Suburban,Bachelor,Employed,1322,German
1138,25,Male,Single,Rural,PhD,Employed,4557,English
1139,39,Male,Divorced,Rural,Professional Certification,Employed,7586,German
1140,40,Female,Married,Suburban,Bachelor,Employed,2083,French
1141,32,Male,Single,Suburban,Master,Unemployed,2873,English
1142,46,Male,Single,Suburban,Bachelor,Unemployed,702,French
1143,33,Female,Single,Suburban,Bachelor,Self-Employed,1959,Spanish
1144,36,Male,Married,Urban,Master,Employed,3030,English
1145,33,Female,Married,Urban,Bachelor,Employed,1448,German
1146,35,Female,Single,Urban,Bachelor,Self-Employed,2129,French
1147,26,Female,Married,Urban,Master,Employed,3287,German
1148,23,Female,Single,Rural,Master,Retired,2728,German
1149,47,Male,Divorced,Suburban,Bachelor,Employed,1892,Spanish
1150,28,Female,Married,Urban,Master,Employed,2552,French
1151,27,Male,Married,Suburban,Master,Employed,2432,Spanish
1152,18,Female,Single,Suburban,High School,Student,653,German
1153,29,Male,Single,Urban,Bachelor,Employed,1764,German
1154,24,Female,Single,Rural,Master,Retired,3765,French
1155,48,Female,Divorced,Suburban,Bachelor,Employed,1677,English
1156,43,Female,Married,Urban,Bachelor,Employed,1951,Spanish
1157,29,Female,Married,Rural,Master,Employed,3115,French
1158,53,Male,Married,Suburban,Bachelor,Unemployed,1493,Spanish
1159,42,Male,Married,Suburban,Bachelor,Self-Employed,2180,German
1160,32,Male,Married,Urban,Professional Certification,Employed,6437,English
1161,18,Male,Single,Urban,High School,Student,483,Spanish
1162,53,Female,Married,Rural,Bachelor,Employed,867,German
1163,23,Female,Single,Suburban,Master,Retired,3890,French
1164,21,Female,Single,Rural,Bachelor,Employed,2030,French
1165,43,Female,Single,Urban,Master,Employed,3855,German
1166,54,Female,Divorced,Suburban,Professional Certification,Employed,7563,Spanish
1167,46,Female,Divorced,Suburban,PhD,Unemployed,3666,Spanish
1168,39,Male,Single,Rural,Bachelor,Employed,748,French
1169,39,Male,Single,Rural,Bachelor,Self-Employed,2219,French
1170,41,Female,Married,Urban,Bachelor,Employed,1048,French
1171,41,Female,Single,Suburban,Master,Employed,2139,Spanish
1172,37,Male,Married,Urban,Bachelor,Self-Employed,741,French
1173,35,Female,Married,Rural,Bachelor,Unemployed,1733,English
1174,34,Female,Married,Suburban,Bachelor,Unemployed,1959,English
1175,28,Female,Married,Urban,Bachelor,Self-Employed,2018,Spanish
1176,32,Female,Married,Suburban,Bachelor,Self-Employed,1867,English
1177,21,Male,Single,Urban,PhD,Student,4179,French
1178,34,Female,Married,Urban,Master,Self-Employed,2858,French
1179,27,Male,Single,Suburban,Master,Unemployed,3644,German
1180,26,Female,Married,Rural,Master,Employed,3216,German
1181,36,Male,Married,Rural,Master,Employed,2526,French
1182,46,Female,Married,Urban,Master,Self-Employed,3201,French
1183,42,Female,Married,Urban,Bachelor,Employed,1763,German
1184,22,Female,Single,Urban,Master,Employed,3029,German
1185,27,Male,Divorced,Urban,PhD,Employed,5968,French
1186,42,Female,Married,Urban,Bachelor,Employed,1843,German
1187,27,Female,Married,Urban,Master,Employed,3882,French
1188,33,Female,Married,Suburban,Bachelor,Employed,1768,German
1189,39,Female,Married,Rural,Bachelor,Employed,881,English
1190,27,Male,Single,Suburban,Master,Self-Employed,3099,English
1191,35,Male,Married,Suburban,Bachelor,Employed,1784,Spanish
1192,24,Female,Single,Urban,PhD,Retired,3862,English
1193,30,Female,Single,Urban,Bachelor,Employed,994,German
1194,37,Female,Married,Urban,Bachelor,Employed,881,Spanish
1195,22,Male,Single,Suburban,Master,Student,3054,French
1196,38,Female,Married,Suburban,Bachelor,Self-Employed,953,English
1197,34,Female,Married,Suburban,Bachelor,Employed,1906,German
1198,39,Male,Married,Rural,Bachelor,Employed,1862,Spanish
1199,36,Female,Married,Suburban,Bachelor,Self-Employed,1421,Spanish
1200,45,Female,Married,Rural,PhD,Employed,5558,English
1201,36,Female,Married,Suburban,Bachelor,Employed,1353,English
1202,31,Female,Single,Rural,PhD,Employed,3552,French
1203,35,Male,Married,Rural,Master,Employed,3103,German
1204,39,Male,Single,Suburban,Professional Certification,Employed,6394,Spanish
1205,35,Female,Married,Urban,Professional Certification,Employed,5177,German
1206,35,Male,Single,Suburban,Master,Employed,3660,Spanish
1207,29,Male,Married,Urban,Master,Employed,2857,Spanish
1208,29,Female,Married,Urban,Bachelor,Employed,2140,Spanish
1209,23,Male,Single,Urban,Master,Retired,2598,Spanish
1210,48,Female,Divorced,Urban,Master,Unemployed,1898,German
1211,25,Male,Married,Urban,Master,Self-Employed,3117,German
1212,29,Female,Married,Urban,Bachelor,Self-Employed,1707,Spanish
1213,29,Female,Married,Rural,Master,Self-Employed,2936,German
1214,42,Male,Married,Rural,Master,Employed,1767,English
1215,32,Female,Married,Suburban,Bachelor,Employed,1994,English
1216,44,Male,Single,Urban,Professional Certification,Unemployed,6251,Spanish
1217,29,Male,Married,Urban,Bachelor,Employed,1235,Spanish
1218,37,Male,Single,Urban,Bachelor,Self-Employed,1938,French
1219,28,Female,Single,Rural,Master,Employed,3479,German
1220,52,Female,Divorced,Rural,PhD,Employed,5945,German
1221,25,Female,Single,Suburban,Master,Employed,2028,French
1222,37,Female,Married,Urban,Professional Certification,Employed,5137,German
1223,40,Female,Single,Urban,Master,Employed,3307,English
1224,38,Male,Married,Urban,Professional Certification,Employed,6698,Spanish
1225,33,Male,Married,Rural,PhD,Employed,4876,English
1226,33,Female,Single,Rural,Bachelor,Unemployed,808,English
1227,35,Female,Single,Rural,Bachelor,Unemployed,1886,German
1228,33,Male,Married,Urban,Professional Certification,Employed,7613,French
1229,42,Female,Married,Suburban,Bachelor,Employed,904,English
1230,52,Male,Divorced,Urban,Master,Employed,3526,French
1231,30,Male,Single,Rural,Master,Employed,2433,Spanish
1232,24,Male,Single,Urban,Master,Retired,2294,French
1233,34,Female,Married,Rural,Master,Employed,2275,French
1234,55,Male,Single,Rural,Bachelor,Employed,1526,English
1235,28,Male,Married,Urban,Bachelor,Self-Employed,1049,English
1236,48,Male,Single,Urban,Master,Employed,2057,English
1237,48,Male,Divorced,Urban,Bachelor,Employed,1148,English
1238,30,Male,Single,Suburban,Master,Self-Employed,2945,English
1239,39,Female,Married,Urban,Bachelor,Employed,1156,German
1240,48,Male,Married,Rural,Bachelor,Employed,1230,French
1241,31,Male,Married,Suburban,PhD,Employed,4889,Spanish
1242,33,Female,Married,Urban,Bachelor,Employed,1846,French
1243,30,Female,Married,Suburban,Bachelor,Employed,2035,French
1244,26,Male,Single,Urban,Master,Employed,3973,German
1245,29,Female,Married,Suburban,Master,Employed,3569,English
1246,25,Female,Married,Urban,Master,Employed,2717,German
1247,35,Female,Married,Urban,PhD,Employed,5284,English
1248,28,Female,Married,Urban,PhD,Employed,5370,French
1249,36,Male,Married,Urban,Bachelor,Employed,2285,Spanish
1250,22,Male,Single,Rural,Master,Student,3309,French
1251,37,Female,Married,Rural,Master,Employed,3512,English
1252,41,Male,Married,Suburban,Master,Self-Employed,2127,English
1253,19,Male,Single,Urban,High School,Student,446,English
1254,37,Female,Married,Suburban,Bachelor,Unemployed,1078,French
1255,44,Female,Married,Urban,Master,Employed,2643,English
1256,25,Female,Divorced,Suburban,Master,Self-Employed,3360,English
1257,48,Male,Married,Urban,Master,Employed,3466,Spanish
1258,38,Male,Married,Rural,Bachelor,Employed,1361,English
1259,29,Male,Single,Urban,Master,Unemployed,2934,French
1260,34,Female,Divorced,Suburban,Bachelor,Employed,1315,German
1261,39,Female,Single,Suburban,Bachelor,Employed,724,German
1262,35,Female,Married,Rural,Bachelor,Employed,2296,Spanish
1263,39,Female,Married,Urban,Master,Employed,1515,French
1264,27,Female,Married,Urban,Bachelor,Employed,1953,English
1265,36,Female,Married,Suburban,PhD,Employed,3763,Spanish
1266,23,Male,Single,Urban,Master,Retired,3188,French
1267,34,Female,Married,Urban,Bachelor,Employed,2094,German
1268,27,Female,Married,Suburban,Bachelor,Employed,1504,French
1269,29,Male,Married,Urban,Master,Self-Employed,3773,German
1270,44,Female,Married,Rural,Bachelor,Employed,2101,Spanish
1271,43,Male,Single,Urban,Master,Self-Employed,3663,English
1272,39,Female,Married,Rural,Master,Employed,3699,French
1273,26,Female,Married,Rural,PhD,Employed,3684,English
1274,32,Female,Married,Urban,Master,Self-Employed,2569,German
1275,44,Female,Married,Suburban,Bachelor,Employed,1979,Spanish
1276,36,Male,Married,Urban,PhD,Unemployed,6345,Spanish
1277,53,Male,Divorced,Urban,Master,Unemployed,2185,German
1278,38,Male,Single,Rural,PhD,Employed,4900,English
1279,36,Female,Married,Urban,Bachelor,Employed,2037,French
1280,32,Male,Married,Suburban,Bachelor,Self-Employed,2245,Spanish
1281,36,Female,Married,Suburban,PhD,Employed,5837,German
1282,33,Male,Married,Suburban,Professional Certification,Unemployed,5825,English
1283,40,Male,Married,Urban,Bachelor,Self-Employed,1089,French
1284,42,Male,Married,Urban,Bachelor,Employed,903,French
1285,28,Female,Married,Urban,Master,Self-Employed,3684,German
1286,24,Female,Single,Urban,Master,Retired,3486,French
1287,20,Female,Single,Urban,Master,Student,2110,English
1288,39,Female,Single,Suburban,Bachelor,Employed,1031,Spanish
1289,26,Male,Single,Urban,Bachelor,Employed,1243,French
1290,18,Male,Single,Rural,High School,Employed,559,French
1291,38,Female,Married,Rural,Bachelor,Employed,2008,English
1292,54,Male,Married,Suburban,Professional Certification,Employed,6735,English
1293,34,Female,Single,Suburban,Bachelor,Employed,1671,Spanish
1294,41,Female,Married,Urban,Master,Employed,2835,English
1295,35,Female,Married,Suburban,Professional Certification,Self-Employed,7099,German
1296,34,Male,Married,Urban,Bachelor,Self-Employed,990,German
1297,42,Male,Single,Urban,Professional Certification,Employed,6944,Spanish
1298,32,Male,Married,Urban,Master,Employed,3537,German
1299,37,Male,Married,Rural,Bachelor,Employed,1794,Spanish
1300,37,Male,Married,Urban,Professional Certification,Employed,6185,German
1301,29,Male,Single,Urban,Bachelor,Self-Employed,1534,English
1302,42,Male,Married,Rural,Bachelor,Employed,2170,Spanish
1303,33,Female,Married,Rural,Bachelor,Employed,1687,English
1304,28,Female,Single,Rural,PhD,Employed,5723,English
1305,39,Female,Single,Suburban,Bachelor,Employed,1556,English
1306,27,Female,Married,Urban,Master,Employed,3777,Spanish
1307,35,Male,Divorced,Urban,Master,Unemployed,2977,Spanish
1308,34,Male,Married,Suburban,Bachelor,Employed,1798,English
1309,43,Female,Married,Rural,Professional Certification,Self-Employed,7431,German
1310,38,Male,Single,Urban,Bachelor,Employed,1048,Spanish
1311,34,Female,Married,Urban,Bachelor,Employed,1960,English
1312,41,Male,Married,Suburban,Bachelor,Employed,1095,German
1313,46,Male,Married,Rural,Professional Certification,Self-Employed,7724,English
1314,39,Male,Married,Urban,Bachelor,Employed,1529,German
1315,35,Female,Married,Suburban,Bachelor,Employed,733,German
1316,24,Female,Single,Suburban,Master,Retired,2593,Spanish
1317,26,Female,Married,Rural,Bachelor,Employed,1012,French
1318,32,Female,Married,Urban,Bachelor,Employed,1005,German
1319,30,Male,Married,Suburban,Master,Self-Employed,1501,French
1320,33,Female,Married,Urban,Bachelor,Employed,2192,English
1321,35,Female,Single,Urban,Bachelor,Employed,1483,French
1322,39,Female,Married,Rural,Master,Employed,1773,English
1323,34,Male,Married,Suburban,PhD,Employed,6797,French
1324,38,Female,Married,Rural,Master,Unemployed,1765,Spanish
1325,35,Male,Single,Urban,Bachelor,Employed,1612,French
1326,19,Female,Single,Suburban,High School,Student,371,English
1327,27,Male,Single,Suburban,PhD,Unemployed,4205,French
1328,33,Female,Married,Urban,Bachelor,Employed,1893,German
1329,25,Female,Married,Urban,Master,Employed,2450,English
1330,39,Male,Married,Suburban,Master,Employed,3975,English
1331,47,Male,Married,Suburban,Master,Employed,3990,Spanish
1332,44,Male,Single,Suburban,Master,Employed,3316,Spanish
1333,33,Female,Divorced,Suburban,Bachelor,Self-Employed,1401,English
1334,46,Male,Divorced,Urban,Bachelor,Employed,1540,Spanish
1335,36,Male,Married,Rural,Professional Certification,Employed,7812,English
1336,32,Male,Married,Suburban,PhD,Unemployed,4719,German
1337,30,Female,Single,Urban,Master,Employed,3212,German
1338,32,Male,Single,Urban,Master,Self-Employed,1746,Spanish
1339,31,Male,Married,Rural,PhD,Employed,4344,German
1340,36,Female,Single,Rural,Bachelor,Employed,1637,English
1341,36,Male,Married,Urban,Bachelor,Employed,1967,English
1342,35,Female,Single,Urban,Master,Employed,1707,Spanish
1343,38,Male,Single,Urban,Master,Unemployed,1743,French
1344,44,Female,Married,Urban,PhD,Employed,6465,English
1345,42,Female,Single,Urban,Master,Self-Employed,2884,Spanish
1346,23,Male,Single,Urban,Master,Retired,2423,English
1347,18,Female,Single,Urban,High School,Student,513,English
1348,42,Male,Single,Rural,Bachelor,Employed,849,German
1349,24,Female,Single,Suburban,Master,Retired,2905,French
1350,33,Male,Married,Rural,PhD,Employed,6179,English
1351,25,Male,Married,Suburban,Master,Employed,1689,Spanish
1352,20,Male,Single,Urban,Bachelor,Student,1408,English
1353,39,Female,Married,Suburban,Bachelor,Employed,1424,German
1354,41,Male,Married,Urban,Bachelor,Employed,1752,English
1355,30,Female,Married,Urban,Master,Self-Employed,1540,Spanish
1356,18,Male,Single,Suburban,High School,Employed,585,Spanish
1357,30,Male,Married,Rural,PhD,Employed,5173,English
1358,38,Male,Single,Rural,PhD,Employed,6717,English
1359,23,Male,Single,Urban,Master,Retired,3270,German
1360,36,Male,Married,Rural,Bachelor,Employed,1644,German
1361,34,Male,Divorced,Urban,Bachelor,Employed,1046,Spanish
1362,39,Female,Married,Suburban,Bachelor,Employed,1348,English
1363,35,Female,Single,Suburban,Bachelor,Employed,1100,Spanish
1364,27,Male,Married,Rural,Master,Employed,2844,German
1365,44,Male,Married,Rural,Bachelor,Employed,2111,Spanish
1366,33,Male,Married,Rural,Bachelor,Employed,2205,French
1367,34,Female,Married,Urban,Bachelor,Employed,1411,French
1368,27,Male,Single,Rural,Bachelor,Unemployed,1521,German
1369,31,Male,Married,Suburban,Master,Employed,3650,English
1370,27,Female,Married,Urban,Master,Employed,3931,French
1371,33,Male,Single,Urban,PhD,Employed,3527,German
1372,48,Female,Divorced,Suburban,Bachelor,Self-Employed,722,Spanish
1373,24,Male,Single,Urban,Master,Retired,3533,German
