customer_id,monthly_spending,credit_score,payment_method,avg_payment_delay,payment_behavior_index,credit_limit
6144,435,643,Bank Transfer,6,0.23,6102
6145,174,415,Debit Card,1,0.82,9424
6146,511,849,Credit Card,9,0.66,15406
6147,736,663,E-Wallet,1,0.45,19054
6148,580,373,E-Wallet,0,0.76,2887
6149,585,795,Bank Transfer,3,0.04,3117
6150,518,786,Bank Transfer,3,0.79,12486
6151,525,788,Credit Card,3,0.79,6504
6152,391,310,Credit Card,1,0.75,1993
6153,356,685,Credit Card,7,0.84,5837
6154,122,459,Debit Card,10,0.24,17788
6155,860,722,Bank Transfer,2,0.32,17205
6156,930,347,Credit Card,5,0.64,8971
6157,616,631,Credit Card,7,0.93,2015
6158,401,553,Debit Card,1,0.28,3043
6159,927,819,Debit Card,3,0.22,4806
6160,613,667,E-Wallet,4,0.84,16104
6161,900,798,Debit Card,0,0.99,10158
6162,648,391,E-Wallet,6,0.71,8623
6163,95,769,Credit Card,4,0.96,9547
6164,545,489,Credit Card,1,0.73,19868
6165,610,763,Debit Card,12,0.76,3363
6166,284,414,Bank Transfer,1,0.17,10980
6167,796,331,Credit Card,3,0.43,10221
6168,817,528,E-Wallet,14,0.09,4263
6169,52,563,E-Wallet,1,0.47,10940
6170,696,309,E-Wallet,0,0.19,16528
6171,128,775,Debit Card,6,0.89,17033
6172,536,702,Debit Card,14,0.89,2163
6173,448,759,Bank Transfer,10,0.18,1218
6174,592,572,Credit Card,4,0.5,6453
6175,772,838,E-Wallet,3,0.77,1784
6176,868,507,E-Wallet,10,0.6,8197
6177,821,327,E-Wallet,12,0.52,1940
6178,668,347,Debit Card,0,0.97,18832
6179,876,422,Bank Transfer,4,0.72,18365
6180,80,328,Debit Card,1,0.45,7713
6181,782,510,E-Wallet,2,0.06,10735
6182,42,431,E-Wallet,5,0.4,5502
6183,639,378,Credit Card,1,0.89,16878
6184,643,301,E-Wallet,0,0.51,19516
6185,399,493,E-Wallet,2,0.06,18847
6186,404,805,E-Wallet,3,0.39,18863
6187,85,547,E-Wallet,1,0.97,5852
6188,460,443,Bank Transfer,7,0.71,1362
6189,351,844,Bank Transfer,11,0.53,18772
6190,146,646,E-Wallet,1,0.04,18374
6191,905,598,Bank Transfer,0,0.9,3538
6192,254,821,Debit Card,8,0.14,7971
6193,827,411,Debit Card,7,0.93,12908
6194,565,357,E-Wallet,5,0.83,3104
6195,249,563,Bank Transfer,13,0.77,13864
6196,718,836,E-Wallet,4,0.55,3264
6197,548,647,Bank Transfer,12,0.99,7565
6198,587,723,Debit Card,6,0.88,10830
6199,867,848,Bank Transfer,0,0.54,18338
6200,885,553,E-Wallet,11,0.59,19775
6201,289,571,E-Wallet,9,0.93,14351
6202,681,425,Credit Card,12,0.27,15460
6203,489,360,Credit Card,13,0.04,16681
6204,737,332,Bank Transfer,9,0.63,18114
6205,529,696,E-Wallet,0,0.56,13083
6206,430,554,E-Wallet,9,0.36,17676
6207,793,848,Bank Transfer,6,0.85,6283
6208,252,478,Bank Transfer,7,0.48,4930
6209,495,663,Credit Card,1,0.15,15949
6210,621,768,E-Wallet,13,0.8,10573
6211,152,465,Credit Card,7,0.22,1738
6212,352,656,Credit Card,13,0.05,3190
6213,588,715,Bank Transfer,12,0.94,13508
6214,803,301,Debit Card,1,0.95,13328
6215,249,644,Credit Card,6,0.36,18977
6216,801,624,Bank Transfer,8,0.96,2322
6217,255,701,E-Wallet,3,0.14,15344
6218,654,695,E-Wallet,8,0.11,12974
6219,900,546,Bank Transfer,5,0.59,1558
6220,899,719,E-Wallet,13,0.82,3607
6221,999,569,Credit Card,14,0.18,5862
6222,11,568,Credit Card,10,0.64,15973
6223,832,526,Bank Transfer,9,0.09,3657
6224,731,530,E-Wallet,6,0.84,11060
6225,515,635,E-Wallet,7,0.88,15369
6226,194,800,Credit Card,9,0.82,16087
6227,115,832,E-Wallet,10,0.74,10708
6228,354,849,E-Wallet,3,0.88,8965
6229,143,496,Debit Card,7,0.64,16716
6230,386,338,Debit Card,12,0.03,1331
6231,624,435,Bank Transfer,9,0.79,8139
6232,278,326,Bank Transfer,14,0.37,3090
6233,493,783,Debit Card,2,0.41,11892
6234,544,849,E-Wallet,9,0.77,1745
6235,206,317,Debit Card,1,0.63,10209
6236,801,659,Debit Card,13,0.82,3095
6237,482,741,Debit Card,0,0.1,9725
6238,452,428,Debit Card,9,0.16,2744
6239,255,450,Credit Card,7,0.68,11733
6240,392,482,Bank Transfer,1,0.11,17554
6241,133,834,E-Wallet,4,0.06,10412
6242,978,543,E-Wallet,13,0.43,9741
6243,865,781,Bank Transfer,14,0.53,6303
6244,540,395,Credit Card,12,0.94,9114
6245,242,728,Debit Card,0,0.32,5645
6246,17,371,E-Wallet,11,0.06,6460
6247,770,795,Bank Transfer,14,0.22,17855
6248,795,734,Debit Card,9,0.6,1991
6249,524,794,Debit Card,3,0.25,3906
6250,656,622,Bank Transfer,4,0.32,6658
6251,108,553,Bank Transfer,10,0.07,10210
6252,29,498,Bank Transfer,8,0.86,7731
6253,174,756,Bank Transfer,2,0.61,15236
6254,223,654,Debit Card,1,0.02,18429
6255,755,473,Debit Card,6,0.29,17242
6256,546,385,Debit Card,12,0.61,12033
6257,14,347,E-Wallet,14,0.29,9988
6258,614,320,Bank Transfer,13,0.76,4196
6259,854,643,E-Wallet,13,0.74,6637
6260,531,629,Bank Transfer,14,0.28,1742
6261,487,345,E-Wallet,12,0.63,7551
6262,939,772,Debit Card,11,0.6,5354
6263,198,798,E-Wallet,10,0.23,3670
6264,551,637,Credit Card,14,0.22,19341
6265,584,344,Bank Transfer,9,0.7,7929
6266,678,504,Bank Transfer,13,0.26,5394
6267,847,396,Debit Card,2,0.96,3654
6268,777,478,E-Wallet,3,0.42,7523
6269,13,427,Credit Card,9,0.69,11520
6270,60,714,E-Wallet,0,0.2,13799
6271,500,335,Credit Card,2,0.33,8312
6272,367,569,Credit Card,9,0.51,10420
6273,566,781,Debit Card,4,0.11,4390
6274,603,811,Credit Card,13,0.39,4283
6275,577,593,Bank Transfer,3,0.84,11036
6276,399,753,E-Wallet,4,0.08,7294
6277,840,601,Debit Card,13,0.44,6570
6278,996,419,Bank Transfer,1,0.13,5264
6279,521,314,Debit Card,1,0.75,18418
6280,593,752,Debit Card,3,0.54,1092
6281,219,497,Credit Card,1,0.95,1228
6282,226,364,E-Wallet,9,0.86,5169
6283,434,359,Credit Card,8,0.15,1699
6284,812,601,Debit Card,1,1,5296
6285,432,307,Debit Card,10,0.49,17840
6286,891,353,Bank Transfer,4,0.65,1588
6287,18,318,E-Wallet,10,0.37,18002
6288,855,453,Bank Transfer,5,0.4,5931
6289,638,525,E-Wallet,2,0.83,8595
6290,554,835,E-Wallet,2,0.34,8329
6291,276,309,Debit Card,2,0.43,6010
6292,201,622,Debit Card,9,0.83,3050
6293,639,504,Credit Card,12,0.78,13131
6294,124,563,Credit Card,5,0.55,14182
6295,830,527,Debit Card,5,0.13,19791
6296,308,510,E-Wallet,8,0.16,4829
6297,909,824,Bank Transfer,5,0.14,12198
6298,316,484,Credit Card,10,0.05,19986
6299,882,654,Credit Card,1,0.44,2001
6300,585,322,Bank Transfer,8,0.59,17360
6301,114,574,Bank Transfer,8,0.45,19778
6302,259,760,E-Wallet,4,0.01,3621
6303,172,714,E-Wallet,6,0.15,19538
6304,578,458,Bank Transfer,5,0.45,19554
6305,573,600,Credit Card,9,0.74,17128
6306,963,543,Bank Transfer,4,0.72,10953
6307,290,351,Credit Card,5,0.18,4842
6308,694,813,E-Wallet,4,0.16,18273
6309,543,332,E-Wallet,5,0.9,4487
6310,976,516,Debit Card,5,0.81,5214
6311,395,347,E-Wallet,14,0.78,11355
6312,242,847,Credit Card,10,0.37,18293
6313,236,340,Debit Card,10,0.87,4426
6314,418,508,Bank Transfer,7,0.79,18015
6315,276,560,Credit Card,9,0.87,18873
6316,326,803,Credit Card,7,0.37,6511
6317,782,392,Credit Card,9,0.05,15726
6318,721,786,Bank Transfer,5,0.47,13000
6319,246,713,Bank Transfer,0,0.44,18543
6320,449,623,E-Wallet,14,0.43,3122
6321,977,679,Debit Card,14,0.87,6206
6322,343,677,Credit Card,4,0.5,10484
6323,107,500,Bank Transfer,6,0.94,16378
6324,506,524,E-Wallet,3,0.82,6699
6325,929,641,Debit Card,1,0.75,5952
6326,226,681,E-Wallet,5,0.85,3311
6327,469,707,Credit Card,8,0.98,12607
6328,593,575,E-Wallet,5,0.5,16789
6329,425,578,Credit Card,4,0.23,6009
6330,555,784,Credit Card,2,0.37,15409
6331,696,300,E-Wallet,12,0.27,6881
6332,123,848,Bank Transfer,8,0.11,15079
6333,482,573,Bank Transfer,8,0.43,2708
6334,267,333,Debit Card,2,0.35,17898
6335,975,733,Credit Card,1,0.7,10177
6336,270,341,E-Wallet,10,0.82,6422
6337,691,302,Credit Card,4,0.42,1260
6338,741,430,E-Wallet,10,0.01,4812
6339,236,473,Bank Transfer,7,0.91,8936
6340,299,609,Debit Card,7,0.18,14449
6341,379,396,Credit Card,9,0.84,3340
6342,331,831,E-Wallet,12,0.23,18466
6343,632,703,Debit Card,0,0.06,8041
6344,579,330,Bank Transfer,12,0.72,16028
6345,30,732,Credit Card,3,0.81,18926
6346,728,439,E-Wallet,1,0.91,9045
6347,63,302,E-Wallet,2,0.76,2251
6348,998,686,Credit Card,11,0.48,5798
6349,24,826,Credit Card,3,0.78,1286
6350,529,802,Bank Transfer,12,0.09,1818
6351,527,361,E-Wallet,3,0.07,16842
6352,518,612,Bank Transfer,2,0.54,5251
6353,532,716,Bank Transfer,5,0.9,6126
6354,524,555,Debit Card,9,0.15,15039
6355,482,790,Debit Card,0,0.67,5470
6356,92,365,Credit Card,4,0.96,17771
6357,104,844,E-Wallet,3,0.85,3723
6358,201,784,Bank Transfer,4,0.69,4888
6359,349,312,Bank Transfer,9,0.68,14824
6360,415,840,Debit Card,6,0.03,19837
6361,425,804,Debit Card,13,0.73,8084
6362,539,364,Bank Transfer,7,0.65,13202
6363,601,803,E-Wallet,7,0.03,10584
6364,276,752,E-Wallet,2,0.24,19687
6365,391,700,Credit Card,8,0.38,2240
6366,60,828,E-Wallet,10,0.28,6624
6367,290,677,E-Wallet,11,0.9,4796
6368,384,688,Bank Transfer,11,0.12,4797
6369,281,766,Bank Transfer,4,0.62,7614
6370,589,551,Debit Card,1,0.07,11087
6371,984,412,Credit Card,6,0.2,8523
6372,981,553,Debit Card,2,0.48,12704
6373,818,440,Bank Transfer,10,0.4,8337
6374,322,464,Credit Card,4,0.57,12728
6375,782,508,E-Wallet,6,0.04,14315
6376,686,502,E-Wallet,3,0.64,9482
6377,110,778,Debit Card,6,0.97,6888
6378,242,665,Credit Card,10,0.12,19346
6379,812,300,Credit Card,1,0.82,12577
6380,249,396,Debit Card,1,0.81,3940
6381,838,704,Debit Card,8,0.66,2735
6382,862,586,Debit Card,6,0.66,1139
6383,891,390,Debit Card,9,0.64,7754
6384,552,690,E-Wallet,1,0.29,14020
6385,139,438,Credit Card,4,0.93,9430
6386,839,348,E-Wallet,4,0.96,5337
6387,709,458,Bank Transfer,9,0.98,1731
6388,877,650,Bank Transfer,9,0.69,2062
6389,840,683,Bank Transfer,13,0.48,17344
6390,502,497,Debit Card,9,0.01,9889
6391,900,433,E-Wallet,4,0.8,11614
6392,272,316,Debit Card,6,0.42,2458
6393,288,520,Credit Card,3,0.13,18088
6394,920,344,Credit Card,5,0.42,3559
6395,931,659,E-Wallet,10,0.66,5509
6396,636,697,Debit Card,9,0.11,11653
6397,60,469,Debit Card,14,0.8,10612
6398,429,352,Credit Card,11,0.6,13253
6399,275,627,Credit Card,4,0.15,15783
6400,659,472,Credit Card,10,0.18,5400
6401,541,700,E-Wallet,11,0.65,11392
6402,431,734,Credit Card,5,0.8,10893
6403,886,754,E-Wallet,3,0.48,7366
6404,178,838,Debit Card,12,0.33,6701
6405,221,817,Credit Card,1,0.84,15013
6406,373,428,Credit Card,0,0.48,6901
6407,533,358,Bank Transfer,0,0.26,9687
6408,504,470,Bank Transfer,13,0.51,4483
6409,455,749,Bank Transfer,1,0.48,9592
6410,144,770,E-Wallet,0,0.45,12007
6411,821,676,Debit Card,1,0.45,9404
6412,41,790,Bank Transfer,6,0.54,7818
6413,60,373,E-Wallet,9,0,18110
6414,289,417,Debit Card,2,0.9,12801
6415,294,717,Credit Card,0,0.6,16022
6416,60,363,Debit Card,8,0.83,14586
6417,359,806,Bank Transfer,14,0.21,10700
6418,847,592,Debit Card,12,0.48,17980
6419,53,594,E-Wallet,14,0.62,5342
6420,110,366,Debit Card,11,0.81,13122
6421,73,428,Debit Card,7,0.95,12897
6422,133,653,E-Wallet,14,0.49,12497
6423,24,592,Debit Card,2,0.39,11584
6424,926,516,E-Wallet,14,0.12,8818
6425,306,649,E-Wallet,11,0.86,8353
6426,538,720,E-Wallet,1,0.74,7716
6427,461,588,E-Wallet,13,0.89,8811
6428,445,326,Debit Card,8,0.49,7952
6429,571,712,E-Wallet,4,0.68,11308
6430,924,685,Credit Card,12,0.72,17809
6431,562,619,E-Wallet,6,0.29,19197
6432,236,578,Credit Card,5,0.1,15101
6433,195,560,Bank Transfer,8,0.92,10896
6434,701,513,Credit Card,12,0.97,2454
6435,162,814,Debit Card,2,0.77,7075
6436,270,711,Credit Card,8,0.09,3810
6437,496,640,Bank Transfer,10,0.73,7904
6438,703,540,Debit Card,0,0.34,1393
6439,825,554,E-Wallet,2,0.49,17196
6440,642,667,E-Wallet,13,0.88,19492
6441,204,740,Bank Transfer,2,0.22,18116
6442,237,586,Credit Card,12,0.9,15377
6443,60,726,Debit Card,4,0.84,19092
6444,744,753,Credit Card,9,0.96,10961
6445,40,568,Credit Card,6,0.27,2116
6446,469,738,Bank Transfer,1,0.66,19177
6447,635,761,Bank Transfer,8,0.72,18126
6448,362,624,Debit Card,5,0.27,4011
6449,643,464,E-Wallet,7,0.79,12386
6450,292,744,Debit Card,4,0.12,2859
6451,984,708,E-Wallet,11,0.38,8392
6452,346,541,E-Wallet,1,0.76,7233
6453,961,383,Credit Card,9,0.06,15168
6454,985,603,Credit Card,0,0.93,10849
6455,864,680,Bank Transfer,14,0.79,16322
6456,205,568,Debit Card,5,0.83,12040
6457,746,679,Credit Card,5,0.62,4322
6458,212,593,Credit Card,13,0.7,6275
6459,777,791,E-Wallet,1,0.22,4430
6460,805,373,Debit Card,7,0.71,17565
6461,526,336,E-Wallet,8,0.8,7315
6462,299,766,Debit Card,11,0.97,2107
6463,818,806,E-Wallet,10,0.3,11613
6464,599,395,Debit Card,9,0.28,7941
6465,427,428,Credit Card,4,0.55,15963
6466,780,832,Credit Card,0,0.57,15930
6467,795,358,Debit Card,9,0.2,3856
6468,839,456,Credit Card,7,0.61,7244
6469,534,566,E-Wallet,3,0.71,5818
6470,178,318,Debit Card,13,0.87,10931
6471,532,504,Credit Card,13,0.13,17260
6472,411,522,Bank Transfer,5,0.93,9937
6473,294,436,Bank Transfer,0,0.48,9976
6474,913,772,Debit Card,0,0.97,15224
6475,222,768,E-Wallet,8,0.28,10458
6476,99,394,Bank Transfer,7,0.92,2418
6477,28,419,E-Wallet,0,0.13,2538
6478,911,411,Credit Card,4,0.09,2462
6479,800,477,Debit Card,6,0.67,15428
6480,837,416,Credit Card,11,0.69,5333
6481,127,401,E-Wallet,11,0.04,12103
6482,559,647,Debit Card,7,0.59,14206
6483,943,593,Bank Transfer,1,0.85,1777
6484,145,533,Debit Card,13,0.95,2246
6485,369,372,Credit Card,0,0.51,8462
6486,464,787,Bank Transfer,9,0.49,13494
6487,757,577,Bank Transfer,14,0.35,4959
6488,899,348,Debit Card,14,0.08,16913
6489,508,519,Debit Card,5,0.2,1121
6490,241,649,E-Wallet,3,0.45,3817
6491,175,525,E-Wallet,10,0.96,7659
6492,614,542,Debit Card,8,0.69,5576
6493,717,744,E-Wallet,10,0.18,1071
6494,513,673,Credit Card,13,0.62,2222
6495,620,459,Debit Card,0,0.15,16754
6496,522,562,E-Wallet,9,0.73,18405
6497,938,403,Bank Transfer,11,0.25,16951
6498,115,480,Bank Transfer,9,0.62,18685
6499,842,498,Bank Transfer,11,0.28,2179
6500,690,664,E-Wallet,12,0.51,9240
6501,748,451,Debit Card,0,0.75,4503
6502,700,821,Bank Transfer,6,0.12,12183
6503,451,783,E-Wallet,2,0.12,1863
6504,965,422,E-Wallet,14,0.54,1400
6505,277,496,Debit Card,12,0.83,15182
6506,739,652,Bank Transfer,7,0.33,17284
6507,408,345,E-Wallet,11,0.23,4001
6508,504,807,Bank Transfer,13,0.87,19583
6509,440,528,Bank Transfer,4,0.95,16833
6510,44,523,Bank Transfer,2,0.61,9547
6511,343,579,Debit Card,11,0.71,15796
6512,729,379,Credit Card,13,0.76,12793
6513,832,508,Debit Card,8,0.13,9189
6514,60,606,Debit Card,7,0.31,5800
6515,989,607,E-Wallet,3,0.44,5286
6516,455,464,Debit Card,2,0.66,9123
6517,649,321,Bank Transfer,1,0.22,12320
6518,80,802,Bank Transfer,8,0.86,3520
6519,834,575,Bank Transfer,11,0.86,17005
6520,919,751,Credit Card,13,0.2,18748
6521,652,443,Debit Card,5,0.93,15073
6522,491,584,Credit Card,8,0.65,5259
6523,502,846,Debit Card,13,0.86,19141
6524,654,306,Bank Transfer,5,0.74,12551
6525,468,682,Debit Card,10,0.67,19425
6526,89,703,E-Wallet,14,0.36,4482
6527,618,819,Debit Card,13,0.88,19674
6528,806,603,Credit Card,3,0.4,5314
6529,985,625,Bank Transfer,4,0.84,11889
6530,325,590,E-Wallet,14,0.25,8289
6531,721,780,Debit Card,3,0.66,13142
6532,981,579,Bank Transfer,13,0.15,4090
6533,585,770,Debit Card,0,0.9,3337
6534,961,603,Debit Card,1,0.2,7895
6535,12,590,Bank Transfer,11,0.31,5324
6536,822,671,E-Wallet,9,0.99,6499
6537,964,570,Credit Card,6,0.62,17817
6538,639,808,Debit Card,9,0.98,16785
6539,110,362,E-Wallet,6,0.78,17614
6540,842,357,Debit Card,10,0.13,12434
6541,361,308,Debit Card,4,0.32,8620
6542,671,713,Credit Card,11,0.22,6537
6543,329,667,Bank Transfer,2,0.37,13108
6544,762,834,E-Wallet,11,0.94,15013
6545,877,506,Credit Card,13,0.76,12431
6546,923,306,Bank Transfer,1,0.54,15575
6547,990,542,Debit Card,12,0.32,10768
6548,306,558,E-Wallet,5,0.17,16240
6549,89,332,Credit Card,14,0.24,9512
6550,472,707,Bank Transfer,9,0.64,9982
6551,29,556,Credit Card,11,0.19,19007
6552,922,725,Bank Transfer,0,0.96,6324
6553,988,554,Bank Transfer,8,0.98,16677
6554,335,657,Debit Card,8,0.5,15506
6555,197,412,Debit Card,14,0.6,4797
6556,124,677,Credit Card,0,0.06,17474
6557,434,503,Bank Transfer,2,0.3,8979
6558,529,459,Bank Transfer,11,0.61,6415
6559,46,562,Bank Transfer,14,0.36,7581
6560,600,696,E-Wallet,3,0.01,9006
6561,810,461,E-Wallet,11,0.97,11580
6562,790,813,E-Wallet,2,0.63,4928
6563,236,836,Credit Card,14,0.4,6233
6564,291,506,Debit Card,0,0.86,8155
6565,597,831,E-Wallet,9,0.85,18879
6566,127,718,Credit Card,0,0.05,2913
6567,289,793,Debit Card,2,0.6,16472
6568,38,495,Debit Card,13,0.87,4268
6569,757,466,Bank Transfer,2,0.39,7615
6570,245,425,Bank Transfer,9,0.92,15631
6571,107,750,E-Wallet,0,0.52,3431
6572,617,755,Credit Card,5,0.33,2740
6573,130,395,Credit Card,0,0.99,17776
6574,42,833,Credit Card,10,0.3,5392
6575,652,846,Credit Card,13,0.09,14927
6576,937,322,E-Wallet,3,0.83,6484
6577,910,694,E-Wallet,2,0.93,2220
6578,596,530,Bank Transfer,2,0.16,11352
6579,576,833,Credit Card,6,0.97,4494
6580,435,623,Bank Transfer,13,0.17,1613
6581,86,375,Bank Transfer,0,0.62,18952
6582,63,738,Bank Transfer,4,0.42,1396
6583,262,433,E-Wallet,1,0.9,17099
6584,169,708,Credit Card,9,0.54,5745
6585,898,418,Credit Card,5,0.36,8000
6586,569,465,E-Wallet,4,0.19,5790
6587,479,762,Bank Transfer,0,0.66,16831
6588,769,438,Bank Transfer,9,0.38,19477
6589,747,569,Debit Card,12,0.39,2320
6590,708,830,Credit Card,7,0.96,7804
6591,200,838,E-Wallet,0,0.91,6917
6592,266,429,Debit Card,0,0.55,11838
6593,958,789,Debit Card,2,0.93,3415
6594,537,669,E-Wallet,1,0.86,2423
6595,610,840,E-Wallet,4,0.38,19506
6596,114,580,Bank Transfer,7,0.51,10610
6597,486,525,Bank Transfer,3,0.16,17209
6598,198,347,E-Wallet,9,0.47,17125
6599,810,827,Credit Card,0,0.96,7860
6600,190,368,Debit Card,8,0.24,3678
6601,674,759,E-Wallet,13,0.18,1058
6602,509,583,Credit Card,10,0.2,12358
6603,777,363,Bank Transfer,7,0.02,19830
6604,671,531,Credit Card,6,0.9,18712
6605,813,605,E-Wallet,4,0.78,4208
6606,671,495,Credit Card,6,0.77,14175
6607,380,505,Debit Card,1,0.81,4351
6608,370,674,Debit Card,4,0.76,5846
6609,145,656,Bank Transfer,13,0.3,15815
6610,456,496,Debit Card,0,0.81,12312
6611,658,389,Bank Transfer,3,0.53,14091
6612,535,849,Credit Card,5,0.95,6943
6613,381,526,Bank Transfer,11,0.78,10955
6614,760,587,Bank Transfer,2,0.74,3591
6615,889,651,Debit Card,10,0.64,8837
6616,148,369,Bank Transfer,12,0.19,13678
6617,958,305,Bank Transfer,2,0.67,7563
6618,463,431,E-Wallet,11,0.14,14471
6619,61,770,Credit Card,1,0.89,8907
6620,314,527,Credit Card,0,0.35,5977
6621,658,558,Debit Card,5,0.21,6757
6622,70,770,E-Wallet,10,0.4,14153
6623,192,800,Credit Card,12,0.81,19519
6624,281,636,Credit Card,6,0.22,4071
6625,326,483,Credit Card,14,0.34,3779
6626,143,384,Bank Transfer,14,0.45,2683
6627,52,372,Debit Card,0,0.5,7125
6628,200,645,E-Wallet,4,0.13,5484
6629,630,378,Credit Card,0,0.96,9626
6630,857,646,E-Wallet,2,0.12,7462
6631,977,681,Credit Card,13,0.34,9472
6632,909,688,Bank Transfer,14,0.68,17173
6633,579,602,Credit Card,8,0.6,8192
6634,436,578,Bank Transfer,6,0.95,14577
6635,722,529,Bank Transfer,0,0.34,12555
6636,890,540,Credit Card,14,0.13,19284
6637,12,836,Credit Card,6,0.7,7039
6638,378,723,Bank Transfer,11,0.71,19719
6639,400,504,Debit Card,14,0.05,12504
6640,611,417,Credit Card,1,0.56,13354
6641,602,385,Credit Card,1,0.32,19759
6642,392,622,Bank Transfer,7,0.21,2480
6643,65,476,Debit Card,10,0.3,15405
6644,347,691,Debit Card,13,0.21,3803
6645,867,655,E-Wallet,0,0.72,7716
6646,919,701,E-Wallet,11,0.99,8518
6647,927,581,E-Wallet,5,0.18,8705
6648,994,662,Bank Transfer,11,0.48,8176
6649,220,832,Bank Transfer,11,0.04,3574
6650,271,367,E-Wallet,8,0.9,9593
6651,897,307,E-Wallet,13,0.21,4790
6652,776,449,E-Wallet,10,0.61,13691
6653,493,669,Credit Card,7,0.97,18931
6654,590,783,E-Wallet,5,0.77,5060
6655,769,440,Bank Transfer,3,0.89,19090
6656,963,721,Debit Card,1,0.78,15104
6657,399,633,Bank Transfer,4,0.98,6538
6658,811,376,E-Wallet,0,0.52,15562
6659,477,458,E-Wallet,0,0.97,2904
6660,815,630,Bank Transfer,11,0.62,4412
6661,208,777,Bank Transfer,0,0.18,3193
6662,299,408,E-Wallet,6,0.41,5948
6663,921,402,Credit Card,13,0.41,16089
6664,206,662,E-Wallet,12,0.2,10552
6665,999,687,Credit Card,13,0.81,10745
6666,565,641,Debit Card,11,0.59,13974
6667,622,806,Credit Card,3,0.21,9069
6668,687,301,Credit Card,4,0.66,13613
6669,312,440,E-Wallet,4,0.24,14264
6670,943,302,Credit Card,3,0.25,18616
6671,855,388,Debit Card,0,0.86,19126
6672,90,358,Bank Transfer,13,0.06,4244
6673,841,329,Credit Card,11,0.68,6876
6674,32,514,Debit Card,8,0.23,16918
6675,989,459,Credit Card,12,0.14,7122
6676,551,847,Debit Card,2,0.97,12649
6677,929,342,Bank Transfer,6,0.85,2250
6678,218,519,Debit Card,8,0.2,12412
6679,68,766,Bank Transfer,2,0.67,10432
6680,619,632,Bank Transfer,4,0.37,11007
6681,418,320,Credit Card,0,0.96,8037
6682,609,621,Credit Card,6,0.03,3695
6683,119,395,Bank Transfer,0,0.84,17989
6684,408,659,Bank Transfer,3,0.4,7167
6685,950,677,Debit Card,6,0.33,12875
6686,728,502,E-Wallet,1,0.34,18718
6687,159,833,Debit Card,4,0.45,15839
6688,979,640,Bank Transfer,1,0.35,19169
6689,843,479,Debit Card,8,0.88,16536
6690,805,401,E-Wallet,0,0.75,1248
6691,337,599,E-Wallet,0,0.37,3132
6692,361,419,Debit Card,7,0.56,18837
6693,575,540,E-Wallet,7,0.25,7541
6694,649,586,Bank Transfer,9,0.1,10407
6695,783,399,E-Wallet,13,0.55,9800
6696,106,546,E-Wallet,4,0.31,8149
6697,385,337,Bank Transfer,6,0.79,17275
6698,853,816,Debit Card,5,0.42,10755
6699,787,480,Credit Card,1,0.99,3178
6700,723,538,E-Wallet,3,0.35,2620
6701,410,791,Debit Card,5,0.09,18272
6702,140,645,Credit Card,14,0.39,8312
6703,321,606,Credit Card,10,0.2,13572
6704,840,472,Debit Card,7,0.73,14202
6705,108,454,Credit Card,8,0.51,8699
6706,779,780,Debit Card,2,0.72,17562
6707,457,428,Credit Card,14,0.7,6252
6708,728,512,Bank Transfer,2,0.6,12625
6709,570,619,E-Wallet,10,0.01,18586
6710,672,389,E-Wallet,12,0.25,9585
6711,507,738,Credit Card,8,0.41,7550
6712,412,519,Credit Card,7,0.17,8304
6713,536,351,E-Wallet,2,0.74,5321
6714,709,433,E-Wallet,4,0.41,11966
6715,226,766,E-Wallet,8,0.62,15911
6716,46,620,Bank Transfer,0,0.24,13999
6717,482,715,Bank Transfer,7,0.29,15369
6718,72,504,Credit Card,1,0.27,17346
6719,923,597,Credit Card,3,0.63,8998
6720,702,435,Debit Card,14,0.84,6231
6721,536,596,Credit Card,14,0.13,4690
6722,296,349,E-Wallet,7,0.88,12653
6723,365,361,E-Wallet,3,0.72,14640
6724,256,512,Credit Card,9,0.23,19585
6725,782,516,E-Wallet,13,0.1,19900
6726,408,447,Credit Card,5,0.82,7868
6727,529,806,Bank Transfer,3,0.59,16039
6728,697,757,Credit Card,12,0.09,15668
6729,957,548,Debit Card,5,0.93,15934
6730,317,437,Credit Card,1,0.71,12155
6731,109,597,Credit Card,5,0.1,17919
6732,154,640,Credit Card,13,0.02,9615
6733,71,555,E-Wallet,8,0.32,5682
6734,727,824,Credit Card,13,0.03,4524
6735,139,587,Credit Card,6,0.81,4472
6736,225,662,E-Wallet,0,0.46,17517
6737,718,316,Debit Card,12,0.88,7519
6738,140,775,Credit Card,5,0.07,11193
6739,38,494,E-Wallet,4,0.7,13337
6740,738,624,Debit Card,9,0.02,4779
6741,823,347,Credit Card,4,0.55,12406
6742,669,591,Credit Card,11,0.35,5962
6743,214,588,Bank Transfer,10,0.49,6722
6744,947,419,E-Wallet,10,0.61,2406
6745,285,472,Credit Card,5,0.27,16101
6746,675,526,Credit Card,6,0.07,14798
6747,12,360,Credit Card,2,0.44,18003
6748,405,590,Bank Transfer,1,0.62,13717
6749,491,746,Bank Transfer,7,0.81,10983
6750,87,643,Debit Card,0,0.32,18634
6751,854,697,E-Wallet,3,0.43,12651
6752,478,373,Bank Transfer,12,0.23,7952
6753,609,811,Debit Card,2,0.18,9693
6754,125,790,E-Wallet,11,0.92,10747
6755,560,456,Debit Card,0,0.05,13875
6756,792,747,Debit Card,1,0.15,2717
