customer_id,monthly_call_count,monthly_call_duration,international_call_duration,call_drop_count,sms_usage_per_month
3177,70,573,51,0,63
3178,28,570,62,3,57
3179,87,208,68,8,82
3180,159,449,97,5,30
3181,85,490,21,25,42
3182,52,360,69,18,76
3183,80,529,65,16,83
3184,83,538,52,10,11
3185,185,376,62,15,60
3186,107,150,58,18,19
3187,89,581,39,7,30
3188,138,230,65,9,87
3189,140,160,98,28,65
3190,109,452,73,27,22
3191,187,595,53,4,53
3192,22,208,41,29,13
3193,137,454,18,7,16
3194,48,495,80,17,77
3195,176,137,35,3,18
3196,128,417,17,16,74
3197,30,95,80,9,79
3198,165,648,8,3,16
3199,38,598,39,9,53
3200,31,71,85,29,40
3201,54,523,27,16,14
3202,169,242,13,29,49
3203,101,501,73,28,47
3204,176,684,91,10,73
3205,61,617,37,10,60
3206,61,665,75,18,69
3207,72,444,71,20,32
3208,113,673,1,5,38
3209,191,670,24,29,51
3210,154,85,74,29,12
3211,86,214,82,11,15
3212,96,569,65,14,64
3213,22,245,77,24,16
3214,192,416,77,22,39
3215,178,343,4,3,34
3216,59,283,49,14,71
3217,73,586,52,12,81
3218,49,212,48,4,58
3219,73,124,72,3,68
3220,154,631,57,1,60
3221,191,366,62,7,55
3222,140,524,21,18,15
3223,103,566,79,17,15
3224,22,361,94,8,28
3225,31,162,55,27,51
3226,194,476,71,0,33
3227,123,458,53,26,89
3228,57,108,16,5,79
3229,40,267,60,20,67
3230,180,172,40,10,14
3231,173,557,65,18,75
3232,185,344,71,9,11
3233,179,377,59,3,13
3234,21,91,53,26,87
3235,159,291,75,29,38
3236,99,483,3,6,16
3237,117,357,18,9,41
3238,149,432,82,4,37
3239,125,591,19,17,55
3240,112,178,77,28,21
3241,76,265,76,28,42
3242,66,663,88,3,62
3243,169,499,59,11,40
3244,99,212,95,24,12
3245,86,438,54,4,53
3246,119,611,64,2,13
3247,129,617,57,23,10
3248,151,548,51,16,27
3249,89,240,0,22,58
3250,192,82,47,15,80
3251,151,201,22,23,30
3252,23,344,83,22,77
3253,147,554,29,20,96
3254,87,239,72,20,29
3255,99,127,15,2,16
3256,130,117,36,3,70
3257,123,237,71,24,11
3258,32,637,28,26,32
3259,54,293,51,16,12
3260,138,446,41,10,37
3261,82,588,44,23,84
3262,97,207,70,19,27
3263,185,99,16,9,34
3264,120,556,58,7,38
3265,73,134,44,18,50
3266,116,344,87,5,51
3267,97,300,37,0,91
3268,126,397,53,24,30
3269,59,601,52,27,96
3270,85,175,53,23,81
3271,66,159,46,0,44
3272,102,318,23,24,65
3273,133,445,90,11,41
3274,142,140,72,22,96
3275,60,63,43,1,74
3276,80,417,92,25,31
3277,67,683,0,20,27
3278,151,518,81,17,51
3279,150,219,54,3,92
3280,86,256,6,25,81
3281,35,437,86,2,92
3282,62,542,65,23,63
3283,135,367,63,8,70
3284,169,603,58,0,84
3285,184,343,29,24,57
3286,121,598,10,27,63
3287,114,699,37,4,17
3288,126,339,70,8,80
3289,54,83,46,26,85
3290,190,101,45,4,42
3291,41,592,47,10,89
3292,75,394,12,21,87
3293,94,172,74,3,98
3294,84,689,21,4,36
3295,100,694,89,7,51
3296,110,127,44,20,21
3297,124,424,30,18,94
3298,144,319,97,7,15
3299,158,462,22,29,64
3300,158,283,11,21,32
3301,100,566,58,5,96
3302,126,642,57,12,58
3303,74,161,12,11,43
3304,109,223,12,10,26
3305,121,520,43,28,10
3306,146,697,37,29,33
3307,102,586,87,6,22
3308,114,602,39,8,57
3309,51,555,60,12,35
3310,188,627,8,13,56
3311,197,134,50,4,92
3312,101,657,62,22,71
3313,54,459,56,11,18
3314,130,87,41,6,89
3315,29,682,5,18,65
3316,81,655,47,20,52
3317,81,331,72,7,50
3318,121,370,92,27,36
3319,171,614,73,19,21
3320,80,466,50,17,81
3321,151,396,18,15,74
3322,76,366,74,6,26
3323,77,633,38,11,42
3324,131,274,38,4,59
3325,177,446,33,24,92
3326,169,693,39,2,54
3327,167,571,2,6,18
3328,193,484,91,5,79
3329,160,76,47,16,17
3330,61,550,8,25,16
3331,197,91,6,16,93
3332,151,98,61,28,73
3333,105,96,83,16,18
3334,20,654,99,11,23
3335,187,134,83,26,75
3336,105,137,12,18,66
3337,97,255,53,23,11
3338,169,142,68,0,46
3339,132,580,94,23,17
3340,91,74,32,2,82
3341,183,392,65,29,73
3342,174,484,75,11,95
3343,141,572,88,1,99
3344,36,600,84,10,50
3345,116,137,35,20,67
3346,193,61,88,0,11
3347,109,367,45,3,12
3348,162,439,1,9,98
3349,100,690,68,15,69
3350,58,105,24,14,71
3351,189,654,36,11,36
3352,50,691,54,4,48
3353,140,71,47,10,92
3354,135,692,89,21,34
3355,98,593,82,6,96
3356,192,107,16,5,80
3357,156,69,44,7,27
3358,38,398,51,2,59
3359,26,690,82,8,95
3360,165,585,41,6,45
3361,127,334,72,4,54
3362,32,319,61,15,23
3363,37,206,57,16,63
3364,113,381,69,19,86
3365,110,401,1,17,50
3366,98,151,92,23,90
3367,116,580,16,12,43
3368,46,595,33,22,94
3369,35,224,65,13,15
3370,166,388,45,11,28
3371,172,551,47,4,69
3372,38,599,71,23,42
3373,102,292,54,21,93
3374,162,602,36,27,26
3375,54,552,26,13,75
3376,107,183,69,13,83
3377,152,158,60,25,84
3378,84,695,80,25,90
3379,43,698,99,14,97
3380,89,233,91,19,26
3381,157,226,70,27,73
3382,126,239,16,14,19
3383,40,195,82,21,92
3384,20,139,27,6,52
3385,68,86,90,29,71
3386,88,313,74,7,38
3387,152,111,34,13,91
3388,36,551,1,22,19
3389,173,287,49,1,42
3390,97,254,80,12,41
3391,49,605,25,14,68
3392,59,172,74,18,59
3393,22,255,89,23,32
3394,103,405,82,9,12
3395,68,139,58,17,94
3396,181,417,0,10,30
3397,53,203,88,2,71
3398,80,244,16,0,87
3399,78,166,56,16,53
3400,63,371,15,17,60
3401,33,549,0,5,75
3402,110,590,27,0,10
3403,50,681,57,7,55
3404,86,575,70,0,55
3405,38,173,44,19,94
3406,181,402,36,13,14
3407,128,394,40,9,91
3408,66,171,42,0,40
3409,35,650,20,17,42
3410,113,613,13,25,27
3411,183,567,0,6,58
3412,24,408,29,9,81
3413,77,697,40,14,13
3414,182,631,89,20,92
3415,146,308,94,18,50
3416,89,665,86,8,91
3417,139,299,43,1,61
3418,61,70,24,24,18
3419,88,258,22,24,53
3420,28,76,52,11,22
3421,127,575,57,24,79
3422,127,60,83,15,87
3423,169,189,10,2,80
3424,198,356,68,4,47
3425,124,229,64,9,91
3426,90,564,42,11,72
3427,162,64,96,14,40
3428,177,140,63,18,42
3429,172,678,75,2,44
3430,28,68,71,29,28
3431,164,370,11,0,97
3432,29,122,69,5,80
3433,82,467,54,27,61
3434,33,680,91,12,89
3435,147,625,71,28,23
3436,155,365,97,12,35
3437,150,682,52,0,96
3438,176,617,28,0,33
3439,64,556,91,2,62
3440,132,385,2,0,96
3441,145,660,64,14,86
3442,143,643,70,9,40
3443,136,660,87,21,91
3444,147,146,28,25,26
3445,22,407,32,20,61
3446,70,144,36,5,83
3447,99,277,87,9,98
3448,180,472,69,22,14
3449,68,307,65,25,45
3450,148,152,16,22,39
3451,111,236,74,0,18
3452,29,611,80,14,21
3453,85,355,25,19,38
3454,111,239,96,16,13
3455,157,436,65,9,13
3456,118,240,70,23,33
3457,161,599,19,24,84
3458,127,642,0,13,60
3459,70,498,89,9,41
3460,179,302,11,23,82
3461,28,419,35,5,70
3462,99,403,19,22,37
3463,113,326,30,3,59
3464,55,155,60,24,78
3465,97,515,56,29,22
3466,153,376,74,11,86
3467,162,272,1,22,39
3468,47,415,28,26,18
3469,162,75,19,16,29
3470,77,202,52,24,67
3471,96,179,38,25,92
3472,29,519,41,29,13
3473,23,312,55,3,72
3474,153,634,45,8,72
3475,181,490,81,15,44
3476,52,504,47,9,97
3477,178,415,56,14,76
3478,141,492,45,1,76
3479,84,678,67,3,72
3480,147,250,78,4,26
3481,88,279,29,11,29
3482,159,128,57,13,11
3483,143,590,14,29,52
3484,192,189,18,12,13
3485,115,463,35,20,61
3486,54,419,33,20,22
3487,31,178,60,27,29
3488,86,262,19,22,97
3489,187,649,63,2,25
3490,133,564,74,4,11
3491,184,672,37,10,88
3492,172,538,57,23,92
3493,194,66,78,15,28
3494,26,569,15,4,31
3495,73,562,46,24,40
3496,121,565,48,16,31
3497,80,679,93,21,72
3498,89,532,62,27,97
3499,128,619,2,17,25
3500,154,400,91,0,11
3501,39,212,65,12,11
3502,108,478,29,16,65
3503,160,422,48,14,88
3504,100,611,98,8,71
3505,52,674,27,9,65
3506,33,679,90,23,87
3507,163,563,15,2,65
3508,59,639,63,8,32
3509,86,142,73,15,40
3510,132,270,36,0,77
3511,158,660,58,16,88
3512,34,223,95,28,30
3513,74,439,6,7,67
3514,161,375,63,17,39
3515,194,269,41,26,74
3516,139,360,86,13,81
3517,100,552,7,0,81
3518,72,139,70,18,49
3519,170,495,70,4,76
3520,97,581,38,3,25
3521,151,229,54,4,22
3522,161,350,57,4,21
3523,140,107,6,21,67
3524,167,474,19,22,61
3525,110,549,9,23,57
3526,162,514,98,1,81
3527,138,408,13,25,45
3528,140,190,2,16,19
3529,80,533,35,16,33
3530,35,453,30,17,52
3531,96,342,39,18,99
3532,172,271,97,3,95
3533,78,494,42,24,46
3534,199,698,13,25,22
3535,71,95,71,12,44
3536,91,163,9,27,38
3537,154,430,33,6,53
3538,161,490,31,26,43
3539,22,319,98,7,11
3540,22,356,71,25,65
3541,190,112,68,27,74
3542,26,239,76,7,50
3543,164,213,62,20,62
3544,21,157,48,10,10
3545,191,174,27,7,39
3546,67,675,78,27,71
3547,164,371,73,21,17
3548,191,359,67,6,96
3549,106,125,80,8,68
3550,119,539,94,12,29
3551,99,684,20,21,26
3552,22,414,92,7,30
3553,111,480,93,25,90
3554,67,368,63,11,29
3555,170,406,59,19,53
3556,28,81,77,0,43
3557,65,96,30,9,62
3558,46,268,43,27,67
3559,128,620,71,27,46
3560,198,680,91,7,32
3561,82,490,4,4,78
3562,172,609,54,24,70
3563,89,306,48,6,28
3564,147,94,23,16,94
3565,186,568,1,1,17
3566,174,275,34,21,92
3567,187,208,47,28,76
3568,112,515,34,26,94
3569,57,650,87,24,65
3570,27,601,85,5,56
3571,81,394,88,14,97
3572,101,401,35,15,43
3573,191,368,71,3,50
3574,76,521,56,16,77
3575,156,371,99,12,96
3576,116,315,45,3,90
3577,62,313,90,12,19
3578,192,160,12,10,80
3579,82,433,65,19,79
3580,133,413,41,18,16
3581,156,343,13,8,78
3582,185,643,20,28,30
3583,105,479,91,19,85
3584,30,632,19,22,52
3585,56,286,63,2,93
3586,148,496,58,27,21
3587,42,94,50,10,70
3588,108,554,35,2,69
3589,193,239,8,16,64
3590,85,133,43,6,96
3591,185,248,3,24,59
3592,57,696,17,9,34
3593,175,88,33,18,66
3594,182,525,35,14,75
3595,196,189,13,4,16
3596,38,252,15,25,93
3597,40,517,73,13,45
3598,25,689,24,0,69
3599,95,321,63,4,89
3600,60,169,97,1,38
3601,128,508,31,11,45
3602,36,279,61,14,42
3603,38,273,71,25,63
3604,128,577,36,11,45
3605,101,535,39,15,70
3606,30,129,2,1,44
3607,132,639,18,25,25
3608,83,262,3,24,41
3609,33,552,6,6,75
3610,117,216,93,23,25
3611,59,321,17,21,99
3612,199,664,64,22,17
3613,65,489,78,19,22
3614,80,505,60,1,57
3615,105,509,23,23,95
3616,138,343,50,13,44
3617,74,274,83,2,64
3618,84,107,37,4,45
3619,43,565,10,18,71
3620,63,564,46,9,84
3621,189,587,74,10,50
3622,157,240,52,25,61
3623,27,655,55,24,48
3624,75,498,83,15,82
3625,167,114,14,24,87
3626,140,196,65,19,57
3627,70,271,68,20,89
3628,70,663,28,19,56
3629,35,150,38,22,60
3630,89,248,99,13,89
3631,28,280,95,29,63
3632,58,393,78,1,18
3633,50,344,23,24,23
3634,104,206,35,14,78
3635,186,206,57,24,54
3636,138,446,57,29,81
3637,150,340,43,1,29
3638,100,562,80,8,82
3639,99,203,87,27,35
3640,32,508,22,6,49
3641,140,635,12,4,20
3642,74,388,53,29,72
3643,40,342,35,8,17
3644,77,354,8,28,40
3645,58,188,34,9,79
3646,76,281,72,8,41
3647,157,151,7,23,71
3648,60,393,12,11,23
3649,85,510,92,16,38
3650,191,691,2,29,60
3651,117,143,32,10,42
3652,158,317,66,1,18
3653,96,636,17,27,25
3654,177,217,49,14,89
3655,51,506,70,0,22
3656,105,484,70,11,51
3657,134,147,75,23,99
3658,30,493,12,28,40
3659,187,666,81,7,69
3660,164,99,18,7,57
3661,110,558,98,12,13
3662,45,592,99,0,83
3663,178,401,91,28,58
3664,63,411,16,20,41
3665,53,610,64,13,36
3666,47,435,19,14,55
3667,41,331,45,5,56
3668,58,258,37,7,19
3669,84,476,31,2,93
3670,49,187,86,16,88
3671,22,671,59,23,20
3672,160,183,63,15,33
3673,59,593,55,27,40
3674,192,422,92,10,38
3675,119,95,29,0,91
3676,73,575,99,7,65
3677,131,74,47,14,43
3678,110,514,93,27,26
3679,174,324,3,7,88
3680,114,361,19,8,29
3681,42,667,13,19,52
3682,77,499,4,19,79
3683,132,97,95,0,43
3684,151,698,78,21,20
3685,120,585,16,29,77
3686,66,230,50,17,76
3687,138,375,41,21,57
3688,166,384,0,1,63
3689,157,162,29,18,74
3690,129,350,70,8,88
3691,175,177,8,7,60
3692,148,417,89,18,73
3693,121,489,77,6,39
3694,98,176,41,14,62
3695,71,635,17,3,55
3696,101,674,53,24,29
3697,183,644,99,28,54
3698,56,210,94,23,31
3699,180,253,18,20,21
3700,63,194,96,26,31
3701,93,195,74,29,42
3702,179,250,82,8,21
3703,141,574,68,8,87
3704,134,125,87,5,49
3705,164,102,41,16,69
3706,161,163,53,2,76
3707,142,696,84,1,68
3708,179,636,27,16,61
3709,186,447,75,3,60
3710,116,401,58,15,82
3711,132,310,0,29,41
3712,117,133,26,25,91
3713,25,599,9,26,29
3714,147,471,60,13,42
3715,87,363,66,2,80
3716,196,236,11,18,86
3717,67,436,21,16,65
3718,52,306,27,5,73
3719,98,163,63,10,87
3720,34,387,0,24,58
3721,140,147,34,16,87
3722,49,247,76,26,94
3723,173,499,58,0,56
3724,168,582,87,18,19
3725,179,73,84,24,26
3726,128,441,92,10,99
3727,198,588,66,23,36
3728,80,233,62,19,87
3729,79,424,13,20,69
3730,76,250,19,13,48
3731,74,349,16,16,64
3732,45,620,96,12,59
3733,198,366,87,24,38
3734,197,147,83,13,89
3735,114,464,62,11,94
3736,168,561,69,16,39
3737,102,373,33,27,85
3738,136,624,20,9,36
3739,60,680,21,24,12
3740,72,530,53,2,73
3741,139,482,43,1,27
3742,185,545,21,12,72
3743,45,696,36,8,58
3744,45,330,46,7,30
3745,51,483,88,7,13
3746,181,602,7,22,67
3747,143,444,60,9,75
3748,64,63,41,13,94
3749,164,198,51,22,58
3750,37,262,41,0,97
3751,111,311,38,2,42
3752,190,373,8,5,99
3753,127,473,65,2,97
3754,78,311,58,17,26
3755,81,107,7,2,55
3756,32,611,15,12,15
3757,143,97,88,25,89
3758,191,122,76,2,92
3759,44,453,17,11,78
3760,159,302,63,6,81
3761,38,279,64,6,80
3762,32,509,57,24,48
3763,74,650,50,28,92
3764,94,170,39,25,84
3765,80,187,50,15,68
3766,100,627,32,28,28
3767,194,651,58,13,42
3768,163,518,29,15,84
3769,51,194,35,3,87
3770,64,277,16,15,40
3771,58,478,87,15,61
3772,49,289,57,27,42
3773,194,679,70,11,72
3774,198,207,41,19,65
3775,118,671,97,22,44
3776,90,259,93,6,20
3777,183,615,55,27,81
3778,198,234,43,15,82
3779,184,66,76,4,10
3780,182,376,33,19,90
3781,123,605,74,19,20
3782,78,225,1,28,36
3783,37,461,85,1,49
3784,121,162,9,5,22
3785,157,670,47,10,11
3786,191,283,7,22,18
3787,132,115,6,12,49
3788,21,397,79,29,10
3789,117,524,1,7,75
3790,54,351,88,17,72
3791,49,502,12,10,69
3792,179,224,12,12,31
3793,40,652,10,2,99
3794,160,545,33,5,51
3795,25,464,96,14,63
3796,42,174,48,13,29
3797,171,369,87,17,63
3798,25,274,61,28,54
3799,162,563,88,23,66
3800,73,329,78,16,95
3801,188,189,26,15,86
3802,162,651,66,24,50
3803,41,619,22,11,54
3804,171,339,95,5,21
3805,77,331,57,17,89
3806,76,602,50,19,35
3807,37,287,42,26,37
3808,32,442,63,15,36
3809,151,165,23,1,29
3810,125,158,10,9,38
3811,21,466,64,19,38
3812,196,627,25,10,17
3813,78,462,36,27,50
3814,137,176,26,22,87
3815,171,536,16,6,48
3816,79,356,44,21,45
3817,102,532,3,8,59
3818,75,544,49,16,27
3819,193,81,72,23,93
3820,166,575,61,5,62
3821,194,693,7,8,52
3822,90,147,93,27,26
3823,82,163,63,13,79
3824,33,649,2,2,68
3825,196,298,22,14,41
3826,28,311,64,4,79
3827,187,409,97,25,63
3828,38,105,28,26,26
3829,173,508,61,0,94
3830,114,156,82,25,89
3831,120,695,79,1,33
3832,87,304,6,3,75
3833,44,415,35,22,21
3834,52,334,39,13,61
3835,157,184,4,24,94
3836,108,199,8,0,69
3837,145,693,76,22,87
3838,165,163,86,15,26
3839,63,530,39,11,51
3840,142,149,77,12,48
3841,171,472,24,4,65
3842,166,581,90,11,53
3843,24,127,75,15,91
3844,163,666,97,4,19
3845,115,484,57,23,86
3846,160,509,16,20,73
3847,53,632,35,20,11
3848,49,309,99,11,30
3849,124,62,90,19,58
3850,129,520,94,7,22
3851,156,630,81,8,19
3852,110,406,8,28,53
3853,61,498,38,24,79
3854,54,629,60,28,93
3855,92,296,24,28,24
3856,78,307,19,12,45
3857,118,513,2,24,15
3858,97,225,93,10,64
3859,70,537,57,11,91
3860,68,185,63,19,57
3861,161,337,37,3,64
3862,131,246,50,9,76
3863,158,527,97,8,46
3864,114,190,31,22,72
3865,179,241,78,17,58
3866,32,224,50,0,99
3867,46,243,77,0,40
3868,126,419,19,2,63
3869,81,572,42,15,65
3870,23,89,55,17,18
3871,71,373,26,25,68
3872,135,334,55,7,93
3873,83,159,97,19,84
3874,111,454,29,28,17
3875,110,632,41,4,93
3876,62,307,7,2,37
3877,195,465,73,2,12
3878,104,158,21,29,42
3879,81,376,56,12,53
3880,183,123,52,7,93
3881,68,446,99,5,62
3882,117,275,98,8,12
3883,145,365,91,24,78
3884,55,657,73,14,31
3885,60,634,55,15,44
3886,99,323,11,16,78
3887,157,542,30,27,28
3888,24,412,68,1,63
3889,77,71,82,28,84
3890,174,492,46,3,82
3891,192,210,58,12,70
3892,96,346,74,12,70
3893,89,186,59,10,26
3894,117,448,89,17,33
3895,34,458,65,13,71
3896,64,375,79,16,82
3897,190,535,16,1,72
3898,52,605,5,17,49
3899,86,356,13,2,77
3900,162,407,96,6,93
3901,28,366,92,4,60
3902,36,285,81,25,96
3903,55,99,87,9,98
3904,160,299,77,24,71
3905,84,262,93,12,39
3906,53,430,99,19,12
3907,132,490,66,5,92
3908,61,364,35,7,58
3909,155,483,82,29,30
3910,82,79,37,5,95
3911,177,149,42,23,27
3912,31,263,22,12,55
3913,142,314,22,28,12
3914,133,108,33,16,87
3915,169,378,74,4,44
3916,98,229,90,4,63
3917,152,243,39,12,64
3918,103,153,40,20,99
3919,152,103,84,14,50
3920,81,673,3,26,18
3921,74,693,21,5,62
3922,106,172,13,4,45
3923,153,535,27,23,35
3924,87,615,38,24,66
3925,128,509,75,14,72
3926,168,405,25,22,44
3927,111,614,0,20,84
3928,170,247,44,2,57
3929,195,218,48,19,19
3930,27,397,97,16,60
3931,196,337,90,16,39
3932,57,344,60,8,32
3933,41,323,20,28,48
3934,63,436,88,8,36
3935,167,414,76,24,78
3936,81,179,50,17,59
3937,31,351,92,15,13
3938,88,144,48,27,32
3939,32,505,80,25,16
3940,71,516,4,3,87
3941,114,489,79,15,35
3942,132,249,94,4,75
3943,88,629,64,8,82
3944,184,207,45,22,89
3945,148,264,95,19,87
3946,99,187,27,10,62
3947,99,244,92,11,50
3948,60,164,67,24,17
3949,74,556,24,7,86
3950,198,665,26,27,28
3951,196,486,46,23,49
3952,103,639,91,21,99
3953,92,167,91,25,66
3954,70,674,32,15,73
3955,89,126,21,27,10
3956,119,174,78,21,17
3957,136,269,99,29,38
3958,61,527,92,18,12
3959,166,274,24,4,26
3960,54,352,59,29,76
3961,54,334,4,25,98
3962,149,610,36,14,96
3963,37,444,29,5,18
3964,128,87,58,29,61
3965,162,671,71,21,28
3966,86,633,34,7,90
3967,68,389,34,3,46
3968,105,453,30,29,92
3969,194,183,27,2,65
3970,72,487,17,23,28
3971,174,498,83,19,21
3972,52,304,19,9,88
3973,109,484,80,2,35
3974,87,220,20,10,95
3975,171,160,66,10,77
3976,86,60,48,22,22
3977,104,407,55,23,55
3978,73,628,93,24,14
3979,99,648,89,6,21
3980,32,316,44,1,79
3981,69,161,9,15,51
3982,184,277,63,16,42
3983,102,572,60,8,51
3984,120,95,62,19,49
3985,70,223,39,7,60
3986,40,248,89,0,32
3987,187,120,35,3,78
3988,130,376,79,2,62
3989,62,584,37,29,72
3990,145,453,57,9,48
3991,118,473,64,12,94
3992,132,343,66,2,24
3993,35,349,24,8,64
3994,161,676,40,6,47
3995,194,451,26,21,70
3996,30,468,37,19,70
3997,85,493,20,16,16
3998,77,621,50,17,50
3999,54,497,76,14,85
4000,35,349,57,7,87
4001,41,190,40,4,28
4002,99,626,27,4,26
4003,129,443,23,15,25
4004,129,252,78,19,89
4005,121,184,13,23,56
4006,167,273,60,29,91
4007,23,696,16,8,77
4008,128,356,21,25,23
4009,24,671,42,21,46
4010,25,127,95,15,19
4011,71,504,41,5,68
4012,171,369,83,18,68
4013,105,683,78,16,70
4014,68,67,90,28,30
4015,28,274,99,26,88
4016,80,247,82,28,50
4017,69,129,74,3,21
4018,109,449,5,29,70
4019,94,103,57,3,27
4020,82,200,11,12,64
4021,160,206,43,2,17
4022,165,649,61,21,52
4023,171,461,69,28,92
4024,115,377,70,13,36
4025,122,532,62,18,46
4026,121,270,73,29,97
4027,155,390,6,9,20
4028,79,316,50,12,25
4029,58,244,14,24,52
4030,154,84,98,29,37
4031,53,521,54,7,72
4032,41,269,64,0,14
4033,84,263,98,6,90
4034,164,599,74,8,45
4035,142,183,7,25,86
4036,24,586,70,14,38
4037,59,396,75,23,69
4038,56,670,31,6,48
4039,115,306,35,29,18
4040,197,682,9,8,43
4041,176,315,99,0,27
4042,79,431,63,6,93
4043,186,131,10,21,75
4044,113,640,64,19,73
4045,157,160,97,5,17
4046,39,662,59,20,58
4047,117,221,76,4,10
4048,21,686,92,11,93
4049,106,308,87,7,48
4050,195,355,13,17,27
4051,61,626,79,10,22
4052,91,557,92,10,28
4053,178,228,56,23,32
4054,139,221,60,28,60
4055,69,256,39,2,90
4056,156,445,68,14,34
4057,102,412,24,29,46
4058,64,627,90,24,15
4059,67,134,86,7,86
4060,56,191,75,16,61
4061,68,176,85,28,17
4062,149,407,77,10,73
4063,160,247,88,22,34
4064,162,658,38,21,63
4065,116,525,62,17,25
4066,74,435,48,20,42
4067,105,259,19,12,41
4068,193,299,6,2,68
4069,170,289,52,7,62
4070,47,326,2,16,44
4071,38,359,78,23,61
4072,83,177,19,15,46
4073,155,510,44,5,14
4074,104,294,55,11,82
4075,153,226,52,19,40
4076,174,555,65,18,33
4077,45,194,94,13,20
4078,100,183,8,23,55
4079,136,633,34,8,49
4080,176,300,9,14,67
4081,143,196,18,10,79
4082,32,637,44,25,61
4083,108,242,17,12,29
4084,88,133,84,19,94
4085,53,198,96,6,47
4086,22,221,58,5,54
4087,165,113,75,5,61
4088,46,430,33,18,56
4089,126,288,59,20,69
4090,114,636,85,24,92
4091,102,68,12,21,85
4092,96,138,60,27,55
4093,79,550,23,16,70
4094,176,636,98,18,84
4095,145,139,77,24,38
4096,83,165,23,16,45
4097,54,531,89,29,41
4098,152,293,67,7,31
4099,81,321,52,26,75
4100,133,170,97,15,89
4101,31,690,49,14,39
4102,50,589,72,13,51
4103,50,371,64,25,73
4104,138,479,75,6,55
4105,155,411,85,23,99
4106,164,426,48,25,17
4107,55,486,59,10,56
4108,169,466,84,21,73
4109,168,403,59,16,74
4110,54,565,33,15,10
4111,37,667,50,14,93
4112,37,565,99,6,85
4113,20,149,94,2,63
4114,116,476,81,12,23
4115,138,372,22,7,54
4116,59,93,81,27,21
4117,166,508,14,8,56
4118,85,67,88,0,17
4119,124,262,70,18,90
4120,95,70,16,22,16
4121,32,601,17,21,50
4122,37,357,27,12,21
4123,94,505,65,12,15
4124,197,650,57,21,20
4125,131,607,56,19,24
4126,155,518,64,22,18
4127,180,139,51,24,91
4128,96,203,69,23,95
4129,96,448,38,23,75
4130,176,328,21,10,23
4131,162,118,57,28,97
4132,172,671,45,16,13
4133,156,560,18,3,86
4134,127,656,6,10,30
4135,119,451,75,18,64
4136,96,131,98,26,14
4137,193,520,47,3,94
4138,88,153,1,0,65
4139,90,418,34,4,47
4140,156,545,4,0,88
4141,48,342,93,24,67
4142,22,192,29,12,53
4143,20,267,51,14,82
4144,71,592,81,27,19
4145,27,135,63,12,89
4146,59,360,17,10,88
4147,68,685,97,8,11
4148,156,490,28,9,35
4149,157,237,4,22,81
4150,154,410,66,4,71
4151,136,241,33,24,13
4152,130,678,51,3,39
4153,176,143,71,8,24
4154,125,259,75,4,16
4155,148,153,45,17,41
4156,135,522,17,22,97
4157,49,284,25,17,22
4158,112,145,55,18,31
4159,71,176,91,21,77
4160,122,370,54,1,62
4161,119,561,3,9,83
4162,136,152,21,19,75
4163,169,646,62,23,52
4164,169,611,30,2,98
4165,95,363,96,24,19
4166,97,336,53,16,15
4167,193,168,94,23,27
4168,66,603,5,27,36
4169,71,67,0,11,56
4170,136,249,9,7,33
4171,195,578,89,21,95
4172,178,610,37,24,44
4173,44,269,17,20,14
4174,154,544,58,19,37
4175,195,680,57,24,27
4176,57,265,16,19,98
4177,99,637,86,21,81
4178,177,615,29,22,74
4179,151,625,89,18,28
4180,122,177,79,25,19
4181,66,632,76,21,59
4182,22,148,42,12,94
4183,186,291,56,15,53
4184,146,223,63,8,67
4185,138,93,56,24,27
4186,158,408,86,5,77
4187,173,238,11,8,99
4188,72,581,69,2,15
4189,139,496,24,24,31
4190,163,672,39,3,80
4191,131,163,82,3,90
4192,37,504,46,4,65
4193,39,524,50,20,56
4194,40,487,48,0,41
4195,91,490,82,23,67
4196,21,534,29,1,81
4197,198,601,10,12,92
4198,73,78,6,22,87
4199,176,654,8,7,63
4200,107,176,19,16,77
4201,162,562,6,17,46
4202,84,535,16,19,16
4203,196,261,80,13,45
4204,195,565,31,11,14
4205,141,96,1,9,27
4206,170,181,79,1,91
4207,124,628,35,19,12
4208,178,103,5,6,88
4209,70,585,88,7,46
4210,153,569,59,15,70
4211,81,168,10,11,43
4212,198,60,40,1,76
4213,51,639,16,4,54
4214,43,389,8,15,39
4215,141,583,87,5,25
4216,79,316,17,26,92
4217,121,175,71,11,40
4218,167,454,67,19,70
4219,131,385,1,1,47
4220,91,176,49,25,80
4221,89,471,52,7,77
4222,169,478,11,25,56
4223,106,361,70,15,74
4224,21,372,4,20,82
4225,21,287,12,28,23
4226,66,361,82,10,56
4227,25,317,72,8,66
4228,28,513,18,28,29
4229,111,245,81,27,38
4230,118,674,55,23,21
4231,186,161,67,4,15
4232,79,391,83,27,23
4233,60,342,80,4,32
4234,25,445,48,12,86
4235,193,336,89,29,46
4236,39,197,87,16,26
4237,123,167,20,5,26
4238,28,622,98,16,48
4239,72,338,25,11,12
4240,88,613,49,19,44
4241,53,286,92,16,84
4242,136,694,25,22,59
4243,167,698,90,3,37
4244,199,365,60,4,73
4245,82,459,23,23,16
4246,104,384,72,12,30
4247,165,226,90,0,34
4248,32,500,89,5,88
4249,135,558,10,18,93
